gene	value_1	value_2	log2(fold_change)	p_value
ATPIF1	186.417	123.71	-0.591578	0.00335
SESN2	7.99146	7.87147	-0.0218257	0.9181
MED18	15.6883	11.1682	-0.490292	0.0193
PHACTR4	11.5939	8.9946	-0.366234	0.0575
RCC1	95.8987	55.2177	-0.796381	0.0001
TRNAU1AP	7.36568	6.55545	-0.168124	0.5969
GMEB1	6.6428	5.49386	-0.273971	0.2148
YTHDF2	66.679	55.2525	-0.271192	0.1499
EPB41	15.7224	15.8523	0.0118665	0.9561
PTPRU	23.1404	22.7917	-0.0219037	0.907
ZCCHC17	21.2909	21.6982	0.0273398	0.89455
SERINC2	37.2141	37.9384	0.0278076	0.8852
TINAGL1	29.8552	137.71	2.20558	5e-05
KHDRBS1	130.561	120.823	-0.111837	0.54335
TMEM39B	12.7506	8.69942	-0.551577	0.0139
KPNA6	20.7555	19.3058	-0.104463	0.57105
TXLNA	19.2494	24.5396	0.350298	0.0665
CCDC28B	2.09198	1.34728	-0.634822	0.09475
IQCC	2.62657	4.30365	0.712377	0.006
EIF3I	188.111	156.414	-0.266215	0.15425
FAM167B	0.372844	1.40221	1.91106	0.00245
HDAC1	138.937	124.086	-0.1631	0.3795
TSSK3	3.06687	3.24167	0.0799692	0.7836
ZBTB8B	0.683472	0.244464	-1.48326	0.00015
ZBTB8A	2.48953	3.47061	0.479312	0.0252
RBBP4	31.2755	34.8548	0.156321	0.47795
KIAA1522	27.639	24.2024	-0.191552	0.3372
S100PBP	6.93959	10.4999	0.597454	0.26255
ADC	3.27618	3.67702	0.166523	0.50315
ZNF362	6.45466	5.40798	-0.255252	0.2393
ZSCAN20	1.96005	1.88092	-0.0594529	0.8106
GJB5	8.6555	1.20604	-2.84334	5e-05
GJB4	1.24559	0.111813	-3.47767	5e-05
GJB3	22.7461	8.89797	-1.35407	5e-05
ZMYM1	9.29859	7.82289	-0.24931	0.2227
ZMYM4	19.8659	17.5117	-0.181979	0.32695
NCDN	14.2823	12.2748	-0.218519	0.2825
TFAP2E	3.34941	2.68944	-0.316599	0.2235
EIF2C4	3.63619	3.65936	0.00916123	0.967
EIF2C1	13.299	10.6111	-0.325739	0.0897
EIF2C3	4.1756	4.35121	0.059433	0.7837
ADPRHL2	18.0153	16.7058	-0.108873	0.5966
MAP7D1	38.168	30.9465	-0.302589	0.1207
THRAP3	73.084	72.8604	-0.0044214	0.9809
SH3D21	1.41575	2.2395	0.661611	0.02155
ZC3H12A	2.82728	2.31633	-0.287576	0.2609
CDCA8	31.9628	31.9844	0.000974839	0.99595
MANEAL	10.3475	8.70774	-0.248908	0.2412
C1orf122	37.8934	38.5765	0.0257743	0.93345
UTP11L	24.7029	24.2268	-0.028074	0.89175
AKIRIN1	45.755	43.5062	-0.072709	0.7002
NDUFS5	376.319	262.053	-0.522099	0.00565
MACF1	15.3262	36.1194	1.23677	5e-05
KIAA0754	7.58277	19.7546	1.38139	0.00365
BMP8A	1.9696	4.00352	1.02337	0.0001
PPIE	44.5369	31.9641	-0.478546	0.0959
MFSD2A	3.75123	5.23484	0.480782	0.0488
CAP1	114.164	145.748	0.352366	0.0527
RLF	8.51047	7.08525	-0.264422	0.1837
ZMPSTE24	28.4567	32.8955	0.209121	0.2857
SMAP2	10.4607	7.50662	-0.47875	0.02525
DEM1	0.915708	0.983286	0.102723	0.74825
ZNF684	2.32731	2.46279	0.0816278	0.7688
NFYC	27.988	30.0743	0.103719	0.60575
KCNQ4	1.32333	0.789596	-0.744986	0.01035
CTPS	21.0561	19.7621	-0.0914989	0.6338
RIMKLA	1.61841	1.6914	0.0636431	0.77095
PPCS	32.9968	29.1026	-0.181178	0.4023
PPIH	66.4419	49.9296	-0.412198	0.04325
YBX1	865.235	637.494	-0.44068	0.0189
C1orf50	8.53709	9.33763	0.129312	0.6012
ERMAP	2.30953	3.62646	0.650966	0.07065
ZNF691	6.39325	5.17864	-0.303977	0.2046
FLJ32224	0.666981	0.789644	0.243557	0.89025
WDR65	0.486511	0.720019	0.565561	0.65405
TMEM125	11.6263	0.235643	-5.62465	5e-05
CDC20	158.824	149.056	-0.0915743	0.63435
SZT2	2.68284	3.01454	0.16818	0.4596
PTPRF	65.0305	50.4071	-0.36749	0.0493
KDM4A	23.002	20.2138	-0.186417	0.3208
ST3GAL3	1.4535	2.549	0.810399	0.0047
ARTN	3.74769	2.14638	-0.804097	0.00585
IPO13	9.17361	8.81652	-0.0572806	0.77605
DPH2	21.339	13.9699	-0.61117	0.0029
ATP6V0B	83.4394	95.0584	0.188085	0.3248
B4GALT2	40.2996	32.7011	-0.301424	0.1262
CCDC24	10.2764	10.1188	-0.0223014	0.95155
DMAP1	14.789	19.0329	0.363973	0.08215
RNF220	23.4447	18.5992	-0.334027	0.09365
C1orf228	0.915916	0.516214	-0.827247	0.0415
KIF2C	39.1778	40.7143	0.0554991	0.7774
RPS8	2053.37	1488.48	-0.464155	0.0122
SNORD55	10.7027	9.77749	-0.13044	0.116
PLK3	12.7812	12.7387	-0.00480751	0.9807
BTBD19	1.90805	1.80042	-0.0837662	0.7954
UROD	42.2887	30.8631	-0.454393	0.0241
TOE1	8.04073	8.95735	0.155745	0.6623
MMACHC	8.26884	3.81158	-1.1173	0.45325
AKR1A1	92.7523	50.0016	-0.891408	5e-05
NASP	86.4926	83.4037	-0.0524661	0.78345
TMEM69	26.7413	16.1948	-0.723536	0.014
MAST2	18.7301	16.3692	-0.194376	0.31185
TSPAN1	16.868	2.40336	-2.81117	5e-05
RAD54L	10.7649	11.4181	0.0849883	0.81685
UQCRH	553.597	467.143	-0.244971	0.19425
NSUN4	8.72417	5.10735	-0.772444	0.0004
FAAH	11.7229	4.96335	-1.23995	5e-05
DMBX1	1.56661	3.22324	1.04086	0.0001
CMPK1	44.0818	35.6905	-0.304642	0.1079
FOXD2	1.39665	1.39638	-0.000279676	0.9933
CDKN2C	4.51091	13.681	1.60068	5e-05
RNF11	33.7937	32.2205	-0.0687748	0.72335
OSBPL9	20.8162	17.0154	-0.29086	0.4577
BTF3L4	17.1168	12.7643	-0.423292	0.02765
ZFYVE9	8.19222	8.58951	0.0683209	0.7311
PRPF38A	21.3913	20.396	-0.0687362	0.72125
ZYG11B	7.35392	8.03238	0.127315	0.5179
SCP2	41.0034	40.4329	-0.0202125	0.9207
CPT2	9.11859	7.98529	-0.191466	0.4917
LRRC42	51.9295	65.2333	0.329054	0.0888
TCEANC2	2.86023	2.80313	-0.0290925	0.89685
MRPL37	67.9624	63.9807	-0.0870998	0.65285
ACOT11	10.9423	4.03778	-1.43827	5e-05
HEATR8	17.8225	14.2583	-0.321902	0.1132
TTC4	17.8225	14.2583	-0.321902	0.1132
TMEM61	2.38453	2.33573	-0.029832	0.92795
PCSK9	45.9371	14.308	-1.68284	5e-05
PRKAA2	1.68314	2.85694	0.763312	0.00045
FGGY	2.23022	2.41973	0.117661	0.67955
HOOK1	8.91113	5.47747	-0.702097	0.00065
NFIA	1.84535	0.932671	-0.984451	5e-05
INADL	7.58663	5.89765	-0.363319	0.06065
USP1	17.6239	24.4672	0.473312	0.0167
ATG4C	4.71965	5.68118	0.26751	0.23765
ALG6	4.70051	4.1598	-0.176302	0.4273
EFCAB7	3.80498	3.69501	-0.0423108	0.8771
DLEU2L	1.94342	1.54505	-0.33095	0.5085
PGM1	29.2458	28.9138	-0.0164725	0.93335
ROR1	1.60706	0.950069	-0.758317	0.00995
CACHD1	4.57035	4.11378	-0.15184	0.46985
RAVER2	15.9827	13.6335	-0.229355	0.4765
AK4	16.7625	21.478	0.357618	0.05805
DNAJC6	4.06796	7.61011	0.903613	5e-05
LEPR	13.4083	26.6302	0.989933	5e-05
LEPROT	13.4083	26.6302	0.989933	5e-05
PDE4B	67.1041	0.0656176	-9.9981	5e-05
MIER1	11.4681	11.6046	0.0170721	0.9304
GADD45A	43.6235	30.5442	-0.514206	0.0099
SRSF11	65.7725	62.828	-0.0660781	0.7244
HHLA3	10.2069	10.3902	0.0256888	0.9215
CTH	7.76605	5.91606	-0.392543	0.076
FPGT	3.31094	3.83889	0.213447	0.3359
FPGT-TNNI3K	3.31094	3.83889	0.213447	0.3359
TNNI3K	3.31094	3.83889	0.213447	0.3359
TYW3	15.8584	10.9124	-0.539272	0.0339
ACADM	23.4887	21.6894	-0.114973	0.55125
RABGGTB	64.4708	63.1069	-0.0308477	0.8736
SNORD45A	6.98081	18.9242	1.43877	0.6108
MSH4	0.316304	0.497241	0.652635	0.08525
ST6GALNAC3	2.20836	1.16652	-0.920772	0.00565
ST6GALNAC5	1.24862	0.501411	-1.31627	0.00105
FAM73A	3.22846	3.40114	0.0751705	0.73845
DNAJB4	9.05882	6.54908	-0.468031	0.0353
IFI44	0.4226	3.67243	3.11937	5e-05
PRKACB	82.8428	8.6117	-3.26601	5e-05
SAMD13	8.69387	0.356662	-4.60737	5e-05
RPF1	40.8092	24.5518	-0.733069	0.00735
WDR63	0.978231	0.419103	-1.22287	0.00065
LOC646626	1.79356	1.01864	-0.816179	0.55595
CYR61	66.7753	108.981	0.706692	0.00105
SH3GLB1	9.80816	11.0861	0.176703	0.366
HS2ST1	15.2716	11.7332	-0.380254	0.1245
LMO4	6.65505	3.71379	-0.841556	5e-05
PKN2	15.4616	13.5765	-0.187575	0.33175
LRRC8B	4.81512	2.58046	-0.899947	5e-05
LRRC8C	4.50054	5.30779	0.238012	0.23675
LRRC8D	7.96601	6.04923	-0.397106	0.05675
ZNF326	9.87365	11.3785	0.20466	0.32155
CDC7	10.785	11.2289	0.0581856	0.77475
EPHX4	2.57252	3.16032	0.296887	0.29485
BTBD8	0.578441	0.856725	0.566664	0.15665
KIAA1107	1.12779	1.43152	0.344047	0.1871
RPAP2	7.53532	5.30202	-0.507126	0.0643
RPL5	1378.19	780.619	-0.820081	5e-05
MTF2	13.169	7.18655	-0.873774	5e-05
CCDC18	4.21798	5.51073	0.385694	0.07545
DR1	29.6456	30.9874	0.0638644	0.74195
FNBP1L	21.8318	22.5216	0.0448756	0.82105
LOC100129046	0.211803	1.06141	2.32519	0.2947
ABCD3	23.3002	26.2558	0.172296	0.38905
SLC44A3	4.34173	2.40962	-0.849468	0.00075
LOC729970	0.763936	0.480596	-0.668626	0.176
RWDD3	13.5484	13.0759	-0.0512143	0.8573
TMEM56	13.5484	13.0759	-0.0512143	0.8573
TMEM56-RWDD3	13.5484	13.0759	-0.0512143	0.8573
PTBP2	3.20996	3.00743	-0.0940211	0.681
SNX7	14.2921	17.2831	0.274145	0.1953
AGL	10.2774	11.0379	0.102994	0.59385
SLC35A3	5.93199	6.45025	0.120839	0.59
HIAT1	4.01336	11.2292	1.48437	5e-05
CCDC76	3.6249	2.85146	-0.346242	0.1626
RTCD1	12.9888	15.4175	0.247307	0.2252
CDC14A	2.71913	1.63657	-0.732472	0.00525
SLC30A7	4.63269	3.93817	-0.234323	0.2503
AMY2B	4.5346	6.04176	0.413996	0.0851
RNPC3	4.5346	6.04176	0.413996	0.0851
PRMT6	5.51298	3.28173	-0.748376	0.0012
FAM102B	9.35248	11.1271	0.250658	0.20955
PRPF38B	19.4427	14.4175	-0.431404	0.0286
STXBP3	13.6413	13.338	-0.0324401	0.87935
GPSM2	14.1814	13.1963	-0.103863	0.72255
TMEM167B	10.5787	9.79785	-0.110623	0.5875
SCARNA2	1.55845	1.02141	-0.609551	0.31085
SARS	88.6172	88.7346	0.00190965	0.9918
CELSR2	9.13812	9.49988	0.056012	0.76845
SYPL2	0.595451	0.693636	0.220195	0.47875
ATXN7L2	4.09962	2.87224	-0.513316	0.0431
CYB561D1	2.9204	2.71349	-0.106016	0.62835
GNAI3	29.6968	32.0573	0.110346	0.55135
AMPD2	21.106	19.4912	-0.11483	0.55425
GSTM4	9.08594	18.6276	1.03573	5e-05
GSTM2	0.591919	3.08579	2.38217	5e-05
CSF1	1.21012	2.87139	1.2466	5e-05
AHCYL1	37.5099	36.8724	-0.0247316	0.89845
FAM40A	12.6614	12.9415	0.0315669	0.87565
SLC6A17	5.51767	5.90294	0.0973759	0.62955
KCNC4	2.29572	4.2718	0.895899	5e-05
RBM15	7.69825	8.63119	0.165029	0.4305
CEPT1	16.7103	13.8026	-0.275791	0.25695
C1orf88	0.817855	0.386981	-1.07958	0.00415
ATP5F1	106.063	93.0825	-0.188341	0.36455
RAP1A	25.2529	21.5064	-0.231681	0.25205
DDX20	10.2944	10.6215	0.045127	0.8515
CTTNBP2NL	7.29733	8.21772	0.171369	0.38405
WNT2B	0.991187	0.606798	-0.707942	0.04445
CAPZA1	82.0416	79.929	-0.0376368	0.84415
MOV10	29.9206	40.1371	0.423801	0.02905
FAM19A3	1.5978	1.06643	-0.583291	0.1243
LRIG2	3.2631	3.22683	-0.0161267	0.94245
MAGI3	3.13143	2.8088	-0.156869	0.4674
DCLRE1B	5.85126	8.53904	0.545326	0.0084
HIPK1	11.137	13.8242	0.311832	0.1524
VANGL1	10.0445	12.825	0.352545	0.0669
SLC22A15	0.885164	1.18211	0.417343	0.119
MAB21L3	1.13449	1.73961	0.616717	0.02775
ATP1A1	200.8	478.591	1.25304	5e-05
PTGFRN	22.8825	19.7285	-0.213968	0.2599
CD101	0.354261	0.566924	0.678342	0.04775
TTF2	13.3767	11.0505	-0.275615	0.1617
MAN1A2	13.9193	12.0002	-0.214024	0.27075
FAM46C	0.897884	2.0624	1.19973	5e-05
WDR3	28.1017	15.427	-0.865199	5e-05
PHGDH	136.28	168.847	0.309143	0.10735
FAM72B	1.37149	1.04332	-0.394557	0.19155
SRGAP2P2	20.2944	26.7961	0.40094	0.0641
NBPF9	6.63845	8.52459	0.360783	0.09055
SEC22B	34.1998	36.736	0.103207	0.5917
NOTCH2NL	3.01428	2.06643	-0.544672	0.0171
NBPF10	1.13006	1.40031	0.309356	0.16645
ANKRD34A	0.727096	1.09427	0.58975	0.0459
LIX1L	12.1478	22.0688	0.861313	0.0001
RBM8A	20.5271	21.7254	0.0818539	0.74745
PEX11B	15.6735	21.9828	0.488048	0.0172
ITGA10	0.320237	1.66483	2.37816	5e-05
PIAS3	18.9973	37.6071	0.985212	5e-05
RNF115	11.7948	13.8175	0.228344	0.2836
PDIA3P	1.23037	1.33843	0.121453	0.69055
CHD1L	24.6505	22.2355	-0.148747	0.4425
BCL9	11.32	8.15778	-0.472624	0.01405
NBPF15	2.95694	3.80249	0.36284	0.0958
NBPF16	2.95694	3.80249	0.36284	0.0958
NBPF16	1.20858	1.56473	0.372598	0.16545
LOC645166	2.39365	2.12286	-0.1732	0.67545
LOC388692	0.783007	0.512269	-0.612123	0.01545
FAM91A2	1.05329	0.671746	-0.64891	0.11055
LOC728855	1.05329	0.671746	-0.64891	0.11055
HIST2H2AC	2.08553	1.37554	-0.600411	0.25775
BOLA1	12.6784	9.64383	-0.394699	0.11105
VPS45	9.84301	10.0527	0.0304181	0.8835
PLEKHO1	8.87656	3.30055	-1.4273	5e-05
C1orf54	1.32738	0.417835	-1.66757	0.02085
MRPS21	171.844	122.916	-0.483428	0.01875
PRPF3	22.0051	20.8306	-0.0791283	0.68715
RPRD2	8.88361	10.9733	0.304777	0.11005
TARS2	8.77579	6.87251	-0.352692	0.1027
ECM1	0.876593	2.82822	1.68991	5e-05
ADAMTSL4	0.277736	0.535915	0.94829	0.0093
SETDB1	13.8262	10.8718	-0.346821	0.1103
ANXA9	2.41752	0.82535	-1.55045	5e-05
PRUNE	10.8037	8.01782	-0.430241	0.03875
MLLT11	0.460919	0.57153	0.310316	0.41835
GABPB2	3.01506	3.19034	0.0815206	0.7549
SCNM1	9.12073	9.43392	0.0487078	0.8452
TNFAIP8L2	9.12073	9.43392	0.0487078	0.8452
TNFAIP8L2-SCNM1	9.12073	9.43392	0.0487078	0.8452
PIP5K1A	33.0976	34.9554	0.0787878	0.67105
PSMD4	145.507	140.361	-0.0519417	0.78465
ZNF687	9.62377	16.0043	0.733785	0.01265
PSMB4	254.219	454.879	0.839408	5e-05
CGN	8.83866	4.64263	-0.928885	5e-05
TUFT1	4.48133	4.97151	0.149756	0.50385
SNX27	11.4492	11.9099	0.0569084	0.7684
OAZ3	6.21612	5.26708	-0.239012	0.76015
S100A1	1.66765	0.774007	-1.1074	0.76045
CHTOP	50.1558	53.8174	0.101654	0.64285
SNAPIN	35.9699	29.9551	-0.263988	0.19935
INTS3	22.1972	17.4141	-0.350122	0.0678
SLC27A3	4.33503	3.99125	-0.119199	0.6225
CREB3L4	10.2524	6.0083	-0.77093	0.1763
RPS27	3838.63	3525.22	-0.122875	0.51365
UBAP2L	65.9879	52.7268	-0.323665	0.2307
HAX1	42.6191	49.6159	0.219303	0.271
ATP8B2	12.5672	11.8157	-0.0889512	0.6836
IL6R	1.21825	1.07658	-0.178359	0.5087
CKS1B	146.108	171.548	0.231582	0.2276
FLAD1	26.5795	21.275	-0.321155	0.112
ZBTB7B	17.8387	14.6542	-0.283695	0.15395
ADAM15	67.9862	49.5585	-0.45611	0.02375
EFNA4	16.6587	16.1741	-0.0425915	0.9431
EFNA3	16.6267	13.3489	-0.316782	0.129
EFNA1	13.7845	11.023	-0.322531	0.13825
SLC50A1	29.4535	36.9891	0.328661	0.1046
TRIM46	1.87417	1.27189	-0.559273	0.04255
MTX1	31.5647	29.0628	-0.119139	0.5681
HCN3	2.25375	3.50891	0.638696	0.013
FDPS	118.409	80.4316	-0.557948	0.0265
RUSC1	32.6869	38.4278	0.233435	0.505
LOC645676	1.07608	1.10732	0.0412833	0.978
MSTO1	5.91787	5.11821	-0.209438	0.3522
DAP3	62.232	53.774	-0.210748	0.26875
MSTO2P	0.685344	0.875482	0.353249	0.75705
SYT11	0.1633	0.724161	2.14878	5e-05
LAMTOR2	55.1393	61.6415	0.160822	0.4343
RAB25	76.0649	7.4868	-3.34481	5e-05
LMNA	249.316	378.616	0.602758	0.002
SLC25A44	5.94948	10.5176	0.821963	0.00015
BGLAP	33.0183	36.2595	0.135092	0.51605
PMF1	33.0183	36.2595	0.135092	0.51605
PMF1-BGLAP	33.0183	36.2595	0.135092	0.51605
TMEM79	2.69683	2.70528	0.00451522	0.98755
C1orf182	2.0074	0.888057	-1.17661	0.7014
RHBG	1.57458	1.49364	-0.0761333	0.8018
APOA1BP	80.2295	68.9643	-0.218282	0.26545
BCAN	3.64986	2.70799	-0.430617	0.08005
RRNAD1	10.4092	10.2364	-0.0241515	0.9117
PRCC	43.4768	37.9857	-0.194792	0.3131
NTRK1	0.367138	0.775746	1.07926	0.02855
PEAR1	2.45097	2.08678	-0.23207	0.32075
KIRREL	7.12654	8.34994	0.228565	0.2751
DUSP23	34.9369	28.1057	-0.313887	0.15975
PEA15	24.7226	24.7188	-0.000224915	0.99935
NCSTN	27.595	26.3254	-0.0679515	0.87455
NIT1	18.3531	14.1287	-0.377396	0.40605
UFC1	53.6102	50.4839	-0.0866832	0.6644
USP21	8.59565	7.37538	-0.22089	0.3112
PPOX	7.50893	7.64925	0.0267103	0.90685
NDUFS2	47.378	43.6487	-0.11828	0.5392
TOMM40L	5.20589	3.2272	-0.689863	0.00375
SDHC	37.5456	42.0941	0.164973	0.37485
DUSP12	18.2343	21.4644	0.235288	0.26045
ATF6	8.09321	8.44481	0.0613532	0.75265
NOS1AP	2.87548	2.25608	-0.349982	0.1335
C1orf226	9.43909	7.3074	-0.36929	0.1127
UHMK1	37.0884	61.5481	0.730748	0.0001
UAP1	23.8623	52.6039	1.14044	5e-05
HSD17B7	15.4509	8.08383	-0.934581	0.0001
RGS4	0.417416	2.69165	2.68893	5e-05
NUF2	13.1161	20.5097	0.644965	0.0033
PBX1	4.52074	4.74149	0.0687834	0.7386
MGST3	36.2323	36.9888	0.0298125	0.88315
UCK2	17.3399	12.4537	-0.477519	0.01425
POGK	22.7385	23.5723	0.0519535	0.7872
POU2F1	4.27874	4.48192	0.0669317	0.73575
MPZL1	24.2554	33.012	0.444684	0.0175
DCAF6	22.7265	24.8782	0.130504	0.57025
TIPRL	23.7644	26.9562	0.181816	0.5257
SFT2D2	14.1651	22.0117	0.635932	0.00665
TBX19	1.36593	1.89545	0.472655	0.09045
ATP1B1	25.8448	150.637	2.54313	5e-05
BLZF1	7.0246	9.12962	0.378139	0.081
C1orf112	4.30651	5.91443	0.457718	0.1204
GORAB	3.67308	4.13433	0.170666	0.47135
FMO4	1.10181	1.12974	0.0361101	0.9141
PRRC2C	34.297	31.0948	-0.14141	0.45225
METTL13	19.77	16.0774	-0.298282	0.1274
