gene	value_1	value_2	log2(fold_change)	p_value
PIK3CD	5.94799	5.44725	-0.126875	0.6486
NMNAT1	4.0636	4.27364	0.072705	0.4696
RBP7	32.6271	40.3722	0.307288	0.002
UBE4B	15.4943	16.0428	0.0501875	0.5535
KIF1B	9.57997	9.75478	0.026088	0.7646
PGD	154.631	160.525	0.0539667	0.5182
APITD1	14.8347	12.7268	-0.2211	0.02855
APITD1-CORT	14.8347	12.7268	-0.2211	0.02855
CORT	14.8347	12.7268	-0.2211	0.02855
PEX14	16.409	14.9046	-0.138726	0.1306
TARDBP	49.9571	50.0552	0.00283096	0.97515
UBIAD1	8.23948	8.79043	0.09338	0.3107
PTCHD2	0.931133	0.677222	-0.459359	0.00185
FBXO44	18.6497	15.3714	-0.278901	0.15015
FBXO6	12.7781	17.5399	0.456967	5e-05
C1orf187	2.29022	0.966781	-1.24423	5e-05
AGTRAP	33.6401	38.814	0.206395	0.02525
CLCN6	4.71441	4.53547	-0.0558254	0.7412
PLOD1	99.4055	109.069	0.133848	0.10975
MFN2	35.4941	33.5783	-0.0800516	0.33965
MIIP	25.0324	25.8189	0.0446294	0.6191
VPS13D	4.09716	4.0784	-0.00662027	0.9404
PRDM2	3.1815	2.67268	-0.251422	0.0133
KAZN	6.88252	10.4248	0.599009	5e-05
TMEM51	9.92759	11.2581	0.181442	0.06105
FHAD1	0.617604	0.571961	-0.110765	0.4263
EFHD2	34.1341	41.8425	0.293754	0.0007
DNAJC16	8.75104	9.24036	0.0784944	0.3765
DDI2	9.66889	10.4454	0.111445	0.29615
RSC1A1	9.66889	10.4454	0.111445	0.29615
PLEKHM2	18.0027	18.8561	0.0668125	0.4341
FBLIM1	1.28934	4.39245	1.76839	5e-05
SPEN	21.1944	24.3709	0.20148	0.01755
C1orf144	58.774	54.1343	-0.118635	0.15705
NECAP2	25.5843	24.6668	-0.0526856	0.55245
MST1P2	4.9422	5.49814	0.153788	0.0925
CROCC	7.22536	7.47385	0.048782	0.58595
PADI3	1.78302	1.20877	-0.560785	5e-05
ARHGEF10L	7.92931	10.0327	0.339437	0.00015
MRTO4	45.557	52.9187	0.216105	0.011
PQLC2	5.24063	5.08643	-0.0430858	0.6855
C1orf151-NBL1	51.5147	55.2206	0.100223	0.2597
MINOS1	51.5147	55.2206	0.100223	0.2597
NBL1	51.5147	55.2206	0.100223	0.2597
OTUD3	5.71418	4.91935	-0.216077	0.0163
CDA	31.8467	50.5977	0.667929	5e-05
PINK1	23.4107	28.0842	0.262589	0.0024
NBPF3	4.13515	3.37561	-0.292791	0.00265
LINC00339	6.03868	6.49922	0.106034	0.3282
CDC42	117.604	124.551	0.0827988	0.3255
ZBTB40	7.42132	6.59375	-0.170576	0.05105
EPHB2	10.7727	12.1017	0.167832	0.05575
KDM1A	93.9502	103.411	0.138423	0.0999
C1orf213	1.37948	1.1414	-0.273321	0.5781
RPL11	1578.31	2116.32	0.423181	5e-05
TCEB3	9.04994	10.0606	0.152737	0.10355
PITHD1	36.0589	40.4846	0.167016	0.05415
LYPLA2	74.0872	86.4337	0.222369	0.0081
PNRC2	40.0341	36.6015	-0.129328	0.1274
GRHL3	0.319462	5.62096	4.1371	5e-05
NIPAL3	5.19757	6.00871	0.209217	0.0224
RCAN3	6.50667	5.67866	-0.196369	0.04725
SRRM1	51.3654	54.3967	0.0827197	0.3242
CLIC4	36.6005	31.9921	-0.194147	0.01995
TMEM50A	35.2815	36.2626	0.0395702	0.64685
TMEM57	8.33625	8.34124	0.000864095	0.99215
LDLRAP1	16.2114	17.0672	0.0742199	0.40345
MAN1C1	1.00188	0.607743	-0.721175	0.00015
SEPN1	39.2516	37.3925	-0.0700041	0.41285
FAM54B	19.5542	17.3504	-0.172515	0.0689
PDIK1L	3.35547	3.0686	-0.128936	0.1579
FAM110D	0.422071	0.65094	0.625039	0.05855
ZNF593	63.7157	77.9745	0.291353	0.00225
CNKSR1	11.6263	11.0066	-0.0790233	0.4033
CEP85	13.5509	12.7371	-0.0893503	0.30065
SH3BGRL3	102.673	99.5778	-0.0441554	0.5957
CD52	0.418032	0.66135	0.661803	0.61255
DHDDS	8.7046	9.37153	0.106507	0.252
HMGN2	197.829	181.838	-0.121601	0.1436
RPS6KA1	26.8579	30.4133	0.179356	0.0353
ARID1A	21.2412	18.3435	-0.21159	0.01165
PIGV	8.3641	8.02591	-0.0595457	0.55325
ZDHHC18	14.6915	14.5394	-0.0150097	0.86805
SFN	111.036	165.202	0.573197	5e-05
NUDC	172.723	192.526	0.156595	0.0638
TRNP1	49.751	41.5177	-0.260998	0.0028
WDTC1	12.7645	11.6955	-0.12618	0.1479
TMEM222	19.6415	17.5832	-0.159704	0.1029
LOC644961	0.415433	0.334412	-0.312991	0.5283
SYTL1	25.3076	30.538	0.271031	0.00235
GPR3	2.87264	3.16425	0.139489	0.18925
FAM76A	3.22327	3.07951	-0.0658261	0.48925
STX12	9.93106	10.2889	0.0510744	0.57285
PPP1R8	32.0346	31.7955	-0.0108083	0.9034
C1orf38	3.92795	4.09866	0.0613755	0.59215
SMPDL3B	12.6091	13.6682	0.116364	0.22835
XKR8	7.77368	7.44667	-0.0620023	0.48775
ATPIF1	208.967	232.527	0.15412	0.08015
SESN2	8.35753	8.0948	-0.0460808	0.6271
MED18	14.6946	14.3231	-0.0369464	0.6963
PHACTR4	9.89115	8.84262	-0.161664	0.06325
RCC1	102.102	120.084	0.234032	0.00615
TRNAU1AP	7.36519	8.75282	0.249025	0.1177
GMEB1	6.20174	6.13958	-0.0145319	0.88215
YTHDF2	59.7689	64.3003	0.105429	0.2188
EPB41	11.754	13.5447	0.204574	0.0528
PTPRU	19.6688	29.0608	0.563165	5e-05
LOC100129196	0.624423	0.530126	-0.236188	0.3433
ZCCHC17	20.6532	23.2836	0.17295	0.05565
SERINC2	38.8952	67.5711	0.796813	5e-05
TINAGL1	33.8807	19.3796	-0.805924	5e-05
KHDRBS1	118.202	115.504	-0.0333138	0.6917
TMEM39B	11.1306	10.9404	-0.0248726	0.79655
KPNA6	19.2852	19.6607	0.0278173	0.7423
TXLNA	17.828	16.1702	-0.140804	0.09965
CCDC28B	1.81162	0.816128	-1.15041	0.00015
IQCC	2.93184	2.21762	-0.402794	0.0005
EIF3I	179.87	221.943	0.303235	0.0004
FAM167B	0.412633	0.705468	0.77372	0.06815
LCK	0.288169	0.532011	0.884542	0.00515
HDAC1	148.163	131.679	-0.170158	0.04465
TSSK3	3.09916	2.58238	-0.263176	0.05545
ZBTB8B	0.614015	0.552676	-0.151839	0.34985
ZBTB8A	2.5159	2.12472	-0.243803	0.01155
RBBP4	32.1183	32.2465	0.00574864	0.9505
KIAA1522	31.374	32.2838	0.0412417	0.6664
S100PBP	7.4055	6.88368	-0.105417	0.6453
ADC	2.93718	2.46114	-0.255102	0.01975
ZNF362	5.41765	4.55567	-0.250003	0.0091
ZSCAN20	1.58493	1.60922	0.0219427	0.82365
GJB5	10.2894	13.6708	0.409944	5e-05
GJB4	1.42967	2.34779	0.715623	5e-05
GJB3	30.1214	43.421	0.527605	5e-05
ZMYM1	7.76846	8.19629	0.0773429	0.38995
ZMYM4	16.7663	14.8857	-0.17164	0.04055
NCDN	16.0796	15.3011	-0.0715902	0.42105
TFAP2E	3.72834	4.30525	0.207564	0.0391
EIF2C4	2.81395	2.93684	0.0616668	0.52545
EIF2C1	13.1376	13.634	0.0535023	0.52355
EIF2C3	4.20237	3.39189	-0.309113	0.0015
ADPRHL2	21.4972	22.9312	0.0931656	0.3023
MAP7D1	33.4512	30.9487	-0.112175	0.18525
THRAP3	71.4487	80.2103	0.166881	0.0434
SH3D21	1.17341	1.32953	0.180202	0.20025
ZC3H12A	2.90407	3.51693	0.276243	0.00455
CDCA8	30.169	26.4204	-0.191417	0.02585
MANEAL	11.2962	10.4707	-0.109477	0.2562
C1orf122	50.1597	52.5918	0.068308	0.5867
UTP11L	24.3214	28.8665	0.247169	0.00455
AKIRIN1	40.4624	43.4996	0.104422	0.2156
NDUFS5	392.871	444.37	0.177707	0.036
MACF1	19.2895	14.8775	-0.374683	5e-05
KIAA0754	7.85121	5.84773	-0.425036	0.06495
BMP8A	2.2031	1.91444	-0.202609	0.0655
PPIE	40.1057	41.1675	0.0376986	0.74945
MFSD2A	4.81192	10.3172	1.10037	5e-05
CAP1	100.707	105.82	0.0714524	0.3928
RLF	6.40973	6.4623	0.0117851	0.89235
ZMPSTE24	29.7558	29.1404	-0.0301499	0.71675
SMAP2	8.26907	9.64261	0.221699	0.02485
DEM1	0.943066	0.019869	-5.56877	0.00265
ZNF684	1.89948	1.8852	-0.0108885	0.9293
NFYC	24.955	23.6802	-0.0756451	0.4006
KCNQ4	1.37528	1.76093	0.356617	0.00135
CTPS	25.6557	26.358	0.0389596	0.6366
RIMKLA	1.0426	0.93356	-0.159368	0.0907
PPCS	30.5338	30.5215	-0.000583502	0.99515
PPIH	69.7505	77.9961	0.161198	0.0672
YBX1	723.004	872.948	0.271892	0.0019
C1orf50	7.2849	8.06375	0.146543	0.13235
ERMAP	1.92736	1.72353	-0.161255	0.3151
ZNF691	5.99878	4.37304	-0.456033	5e-05
FLJ32224	0.786324	1.25814	0.678101	0.74555
WDR65	0.420396	0.419081	-0.00452005	0.99425
TMEM125	9.76316	13.8957	0.509214	5e-05
CDC20	163.692	156.359	-0.0661223	0.42925
SZT2	3.30955	3.09438	-0.0969841	0.29535
PTPRF	59.9065	59.3192	-0.0142144	0.86135
KDM4A	20.9881	18.0021	-0.221412	0.00895
ST3GAL3	1.58774	1.34717	-0.237036	0.11575
ARTN	3.54743	3.68154	0.0535321	0.62895
IPO13	8.57022	8.62613	0.00938078	0.9173
DPH2	26.243	31.0243	0.241461	0.0063
ATP6V0B	99.0821	98.6844	-0.00580306	0.94505
B4GALT2	39.418	38.7372	-0.0251338	0.77335
CCDC24	10.175	10.9769	0.109445	0.4147
DMAP1	15.5355	14.5795	-0.0916328	0.34355
RNF220	21.5159	22.9068	0.0903769	0.29505
C1orf228	0.695315	0.468315	-0.570189	0.04115
KIF2C	32.5436	29.7232	-0.130783	0.119
RPS8	1880.74	2160.22	0.199881	0.0193
PLK3	18.1135	22.7109	0.32632	0.00045
BTBD19	2.29929	2.60243	0.178671	0.2409
UROD	46.9778	41.2089	-0.189023	0.033
TOE1	9.92966	9.28223	-0.0972742	0.51275
MMACHC	6.53574	6.85745	0.0693213	0.91625
AKR1A1	85.2125	103.946	0.286698	0.00115
NASP	82.0053	95.8049	0.224381	0.00825
TMEM69	27.5832	33.828	0.294428	0.00515
MAST2	18.2196	15.1212	-0.268919	0.0014
TSPAN1	22.3978	48.8079	1.12375	5e-05
RAD54L	14.1595	12.2369	-0.210533	0.17105
UQCRH	486.328	549.268	0.17558	0.03715
NSUN4	7.37548	8.53211	0.210166	0.0208
FAAH	12.3158	11.9058	-0.0488406	0.61545
DMBX1	1.50926	1.16439	-0.374258	0.0098
CMPK1	36.6066	40.8697	0.158929	0.06
FOXD2	0.934018	0.86306	-0.11399	0.3823
CDKN2C	4.32412	2.2771	-0.925209	5e-05
RNF11	26.8751	24.6754	-0.1232	0.1502
OSBPL9	16.5757	17.7893	0.101939	0.56225
BTF3L4	16.6559	16.9134	0.0221363	0.79235
ZFYVE9	6.70759	6.16934	-0.120679	0.18415
PRPF38A	21.0357	21.9366	0.0605	0.48005
ZYG11B	6.64736	5.61173	-0.244335	0.00545
SCP2	37.0707	36.5241	-0.0214319	0.81735
CPT2	8.49597	9.73136	0.195863	0.12465
LRRC42	58.7392	55.2706	-0.0878121	0.30975
TCEANC2	2.24956	2.50449	0.154872	0.1068
MRPL37	78.0137	85.6909	0.135415	0.1083
ACOT11	11.7588	11.6411	-0.0145115	0.8924
HEATR8	17.3654	19.5802	0.173175	0.05095
TTC4	17.3654	19.5802	0.173175	0.05095
TMEM61	2.05643	2.07882	0.0156211	0.9208
PCSK9	44.6755	38.1685	-0.227102	0.0066
PRKAA2	1.37114	0.880105	-0.639628	5e-05
FGGY	1.73306	2.33694	0.431294	0.0012
HOOK1	8.21657	9.35992	0.187961	0.03245
NFIA	1.55431	1.98481	0.352725	0.0004
INADL	6.47146	5.70394	-0.182134	0.0376
USP1	20.5388	16.8708	-0.283817	0.0013
ATG4C	4.54935	4.4396	-0.0352316	0.7039
ALG6	4.6932	5.36122	0.19199	0.05155
EFCAB7	2.99565	2.37791	-0.333173	0.002
PGM1	38.1742	36.5439	-0.0629679	0.4589
ROR1	2.26619	1.98042	-0.194462	0.0741
CACHD1	4.32063	3.67357	-0.234061	0.01455
RAVER2	16.9293	16.2311	-0.0607644	0.64235
AK4	15.6018	16.8355	0.109794	0.209
DNAJC6	3.62761	2.44936	-0.566613	5e-05
LEPR	11.431	7.89769	-0.533447	5e-05
LEPROT	11.431	7.89769	-0.533447	5e-05
PDE4B	51.9614	49.4607	-0.0711579	0.39145
MIER1	9.33036	8.33528	-0.162702	0.068
GADD45A	48.2227	55.5841	0.204962	0.01705
SRSF11	69.5706	71.0114	0.0295724	0.7271
HHLA3	9.29485	15.0896	0.699047	5e-05
CTH	8.91473	17.0809	0.938118	5e-05
ZRANB2-AS1	0.347276	0.540462	0.638112	0.55295
FPGT	3.02434	2.47095	-0.291553	0.00255
FPGT-TNNI3K	3.02434	2.47095	-0.291553	0.00255
TNNI3K	3.02434	2.47095	-0.291553	0.00255
TYW3	15.9494	16.8859	0.0823107	0.46145
ACADM	24.977	27.2162	0.123869	0.15355
RABGGTB	69.1163	63.4039	-0.124455	0.14575
ST6GALNAC3	1.1246	0.841331	-0.418669	0.07785
ST6GALNAC5	0.898006	0.876345	-0.035227	0.85495
FAM73A	2.98975	2.88885	-0.0495273	0.62105
DNAJB4	8.70558	9.11502	0.0663043	0.4963
IFI44	0.217028	0.800313	1.88268	0.00025
PRKACB	70.069	72.3041	0.045301	0.602
SAMD13	6.6214	8.81013	0.412028	5e-05
RPF1	42.0334	48.2798	0.199882	0.0884
WDR63	0.9659	0.626391	-0.62481	0.0005
LOC646626	0.752184	0.827197	0.137146	0.8476
CYR61	103.823	146.689	0.498642	5e-05
SH3GLB1	8.67551	7.96526	-0.123227	0.1597
HS2ST1	13.8301	13.5466	-0.0298832	0.7849
LMO4	5.39206	5.84158	0.115521	0.20795
PKN2	14.5611	13.7545	-0.082216	0.32885
LRRC8B	4.66267	5.05491	0.116528	0.19835
LRRC8C	4.59872	3.64556	-0.335091	0.00035
LRRC8D	7.77059	6.78572	-0.195523	0.03705
ZNF326	10.3918	10.0903	-0.0424711	0.64545
CDC7	11.7904	11.8114	0.00256517	0.9764
EPHX4	2.09013	2.76533	0.403861	0.0092
BTBD8	0.732361	0.582983	-0.329103	0.2175
KIAA1107	0.804616	0.760924	-0.0805484	0.5334
RPAP2	6.65298	6.48832	-0.036156	0.76305
RPL5	1196.73	1457.59	0.284483	0.00145
MTF2	13.6506	12.5871	-0.117016	0.1892
CCDC18	3.39739	3.32264	-0.0320942	0.74185
DR1	29.9207	25.3586	-0.238668	0.0047
FNBP1L	18.3271	15.7907	-0.214905	0.01365
ABCD3	20.7876	16.4709	-0.335805	0.00085
SLC44A3	4.09179	4.79536	0.228906	0.02095
RWDD3	11.8256	10.3046	-0.19863	0.11745
TMEM56	11.8256	10.3046	-0.19863	0.11745
TMEM56-RWDD3	11.8256	10.3046	-0.19863	0.11745
PTBP2	3.20592	2.57238	-0.317631	0.0007
SNX7	11.5646	10.3701	-0.15728	0.11205
AGL	10.4347	10.6167	0.0249468	0.7714
SLC35A3	4.62392	6.96181	0.590347	5e-05
HIAT1	4.42833	3.94195	-0.167856	0.07885
CCDC76	3.12103	3.07019	-0.0236906	0.8162
RTCD1	11.8307	12.6645	0.0982558	0.294
CDC14A	2.49471	2.5634	0.0391889	0.7107
SLC30A7	4.19898	4.46006	0.0870269	0.3444
AMY2B	4.13312	3.91026	-0.0799668	0.4378
RNPC3	4.13312	3.91026	-0.0799668	0.4378
PRMT6	5.95646	6.31643	0.0846551	0.40035
FAM102B	7.55462	6.26845	-0.26925	0.00295
PRPF38B	22.7456	23.7168	0.0603246	0.47775
STXBP3	11.4439	10.9591	-0.0624603	0.5011
GPSM2	10.5718	7.91959	-0.416726	0.0011
TMEM167B	8.81785	8.87276	0.00895575	0.92165
SCARNA2	3.37215	1.58717	-1.08721	0.01805
SARS	70.5709	89.7575	0.346958	5e-05
CELSR2	10.4162	7.6049	-0.45383	5e-05
SYPL2	0.523755	0.4993	-0.0689843	0.7074
ATXN7L2	4.21645	4.06585	-0.0524715	0.5869
CYB561D1	2.10213	2.13355	0.021407	0.8252
GNAI3	28.1059	29.1733	0.0537754	0.51675
AMPD2	25.0609	24.1063	-0.0560279	0.51395
GSTM4	9.92295	8.6656	-0.195469	0.03425
GSTM2	0.624934	0.851309	0.445979	0.1422
CSF1	1.23013	0.634538	-0.955031	5e-05
AHCYL1	35.2136	36.533	0.0530686	0.53325
FAM40A	11.9391	11.6539	-0.0348801	0.6948
SLC6A17	4.91642	4.34738	-0.177463	0.05315
KCNC4	3.41659	3.5068	0.0375997	0.68345
RBM15	8.59125	7.92786	-0.115936	0.22175
CEPT1	14.3921	15.6967	0.125187	0.26355
C1orf88	0.506525	0.471549	-0.103226	0.65695
ATP5F1	99.8842	126.907	0.345443	0.0005
RAP1A	21.5853	22.4335	0.0556037	0.53655
DDX20	9.34316	9.64857	0.0464048	0.65225
CTTNBP2NL	6.07738	4.77781	-0.3471	5e-05
WNT2B	0.650044	0.515333	-0.335031	0.1602
CAPZA1	66.8648	68.3342	0.0313611	0.70505
MOV10	34.7635	32.5816	-0.0935164	0.27265
FAM19A3	0.651238	0.497596	-0.388208	0.2668
LRIG2	2.97299	2.57342	-0.208225	0.027
MAGI3	2.48671	2.3052	-0.109347	0.26905
DCLRE1B	6.01773	5.46785	-0.138246	0.1538
HIPK1	11.2322	9.46097	-0.247578	0.0052
VANGL1	10.0744	8.38013	-0.265648	0.00175
SLC22A15	0.720694	0.710668	-0.020211	0.87655
ATP1A1	191.295	165.98	-0.20479	0.0168
PTGFRN	21.3088	17.4067	-0.291811	0.00045
CD101	0.436472	0.256054	-0.76944	0.0021
TTF2	14.1179	17.1843	0.283562	0.00105
MAN1A2	14.7876	12.6158	-0.229156	0.00735
FAM46C	0.720457	0.422771	-0.769034	5e-05
WDR3	26.1926	33.0412	0.335109	0.00015
PHGDH	83.0017	88.9147	0.0992802	0.24095
FAM72B	1.85781	1.62461	-0.193515	0.1171
SRGAP2P2	18.5738	12.8281	-0.53397	5e-05
NBPF9	6.70647	6.65718	-0.0106426	0.9109
SEC22B	27.2371	26.5279	-0.0380645	0.66805
NOTCH2NL	2.60068	3.14956	0.276261	0.00465
NBPF10	1.18018	1.02724	-0.200233	0.0402
ANKRD34A	0.537848	0.449752	-0.258071	0.183
LIX1L	9.58057	5.82232	-0.718517	5e-05
RBM8A	22.8157	23.5135	0.0434608	0.6806
PEX11B	14.2452	13.3152	-0.0974021	0.3224
ITGA10	0.481912	0.141427	-1.76871	5e-05
PIAS3	18.479	14.2065	-0.379341	5e-05
RNF115	10.346	9.53145	-0.118299	0.2136
PDIA3P	0.956677	0.959304	0.0039558	0.9766
CHD1L	24.1352	25.9106	0.102405	0.2349
BCL9	9.7069	8.67462	-0.16221	0.06105
NBPF15	2.18553	2.27012	0.0547819	0.55645
NBPF16	2.18553	2.27012	0.0547819	0.55645
NBPF16	1.33332	1.48641	0.156815	0.12735
LOC645166	3.3477	4.10778	0.295187	0.15165
LOC388692	0.518819	0.507703	-0.0312454	0.74535
FAM91A2	0.855645	0.534731	-0.6782	0.03935
LOC728855	0.855645	0.534731	-0.6782	0.03935
HIST2H2AC	5.19258	2.92646	-0.827293	0.0089
BOLA1	15.8009	15.8779	0.00701874	0.93655
VPS45	8.87594	9.77476	0.139162	0.13535
PLEKHO1	6.56378	4.17218	-0.653725	5e-05
C1orf54	1.05374	0.800643	-0.396288	0.4289
MRPS21	177.671	218.804	0.300435	0.00075
PRPF3	24.1841	24.3708	0.0110961	0.89875
RPRD2	8.92289	7.75976	-0.201499	0.02055
TARS2	7.82092	9.49223	0.279407	0.00445
ECM1	0.717987	0.559594	-0.359575	0.12255
SETDB1	14.4975	14.9721	0.0464726	0.64235
ANXA9	3.04688	4.31962	0.503573	5e-05
PRUNE	9.13954	9.8227	0.103997	0.26775
GABPB2	2.47482	2.21373	-0.160842	0.1561
SCNM1	9.63665	10.5649	0.13267	0.2378
TNFAIP8L2	9.63665	10.5649	0.13267	0.2378
TNFAIP8L2-SCNM1	9.63665	10.5649	0.13267	0.2378
PIP5K1A	31.7218	31.0902	-0.0290178	0.7349
PSMD4	122.101	128.585	0.0746552	0.3695
ZNF687	9.15616	7.76979	-0.236867	0.0873
PSMB4	315.584	329.593	0.0626614	0.45875
CGN	7.97515	11.2421	0.495334	5e-05
TUFT1	4.0963	4.76696	0.218751	0.0202
SNX27	9.26429	9.59719	0.0509311	0.5542
OAZ3	2.5046	2.42373	-0.0473552	0.93335
S100A1	0.545841	2.40455	2.13922	0.2825
CHTOP	58.5486	56.1897	-0.059328	0.58155
SNAPIN	32.8866	31.9025	-0.0438288	0.6446
INTS3	21.715	20.1583	-0.10732	0.20545
SLC27A3	5.66559	5.46959	-0.0507949	0.58735
CREB3L4	6.87888	7.75424	0.172812	0.47475
RPS27	3891.58	4371.83	0.167881	0.04705
UBAP2L	61.1158	59.625	-0.0356285	0.76055
HAX1	36.4304	39.4979	0.116632	0.19175
ATP8B2	10.8283	13.1747	0.282961	0.0031
IL6R	0.920141	1.03573	0.170717	0.1139
CKS1B	167.599	175.344	0.0651751	0.4482
FLAD1	26.6105	27.218	0.0325674	0.7204
ZBTB7B	15.0181	15.1073	0.0085446	0.922
ADAM15	61.1489	85.6618	0.486327	5e-05
EFNA4	17.6981	15.3455	-0.205779	0.4676
EFNA3	13.446	14.5563	0.114475	0.2382
EFNA1	9.90984	10.3402	0.061335	0.52565
SLC50A1	22.5191	27.4782	0.287141	0.0023
TRIM46	1.95424	1.85076	-0.0784899	0.4771
MTX1	35.2682	35.9985	0.0295722	0.7443
HCN3	2.80788	2.70547	-0.0536024	0.60655
FDPS	109.705	124.896	0.187096	0.08495
RUSC1	44.3404	39.5509	-0.164913	0.2991
LOC645676	1.01705	0.671774	-0.598341	0.4039
MSTO1	9.34911	9.91488	0.0847657	0.3733
DAP3	53.7899	66.8423	0.313427	0.0002
MSTO2P	0.948716	0.684825	-0.47024	0.36405
LAMTOR2	63.9864	66.1793	0.0486143	0.59695
RAB25	68.6877	81.4534	0.245924	0.00425
LMNA	274.505	242.814	-0.176977	0.0451
SLC25A44	6.02992	5.1344	-0.231944	0.0169
BGLAP	39.2429	35.7716	-0.133616	0.1513
PMF1	39.2429	35.7716	-0.133616	0.1513
PMF1-BGLAP	39.2429	35.7716	-0.133616	0.1513
TMEM79	2.93105	3.0365	0.0509931	0.6305
C1orf182	1.06926	2.0487	0.938097	0.7702
RHBG	1.48246	1.66938	0.171318	0.2811
APOA1BP	77.2611	81.8012	0.082379	0.33385
BCAN	2.09806	2.25103	0.101528	0.3223
RRNAD1	8.47317	8.56957	0.0163201	0.87255
PRCC	41.8072	40.219	-0.0558713	0.50855
PEAR1	2.96633	2.89521	-0.0350137	0.70955
KIRREL	6.0341	6.64575	0.139293	0.14635
DUSP23	40.902	46.3845	0.18147	0.068
LOC100505633	0.178207	0.452582	1.34462	0.03205
PEA15	21.1976	21.4306	0.0157692	0.85745
NCSTN	25.7791	27.7924	0.108488	0.555
VANGL2	0.374745	0.853941	1.18823	5e-05
KLHDC9	0.605398	0.324948	-0.897673	0.0389
NIT1	19.0566	20.93	0.135283	0.46295
UFC1	61.592	64.3089	0.0622759	0.4708
USP21	10.3323	8.46906	-0.286891	0.00395
PPOX	7.92795	7.16367	-0.146248	0.1182
NDUFS2	45.5403	48.2674	0.0839052	0.32505
TOMM40L	5.10941	6.17583	0.273475	0.00665
SDHC	35.8315	37.739	0.0748267	0.37615
FCRLB	0.709638	0.500613	-0.503386	0.0926
DUSP12	15.7952	15.783	-0.00111282	0.9958
ATF6	6.77762	7.31044	0.109179	0.20615
NOS1AP	2.39334	2.54156	0.0866848	0.3592
C1orf226	8.8737	8.68349	-0.0312598	0.74365
UHMK1	35.9342	29.0006	-0.309273	0.00015
UAP1	22.1573	24.3512	0.136206	0.1185
HSD17B7	11.9694	12.5231	0.0652392	0.50505
RGS4	0.460239	0.245239	-0.908195	0.0019
NUF2	9.52948	8.06599	-0.240546	0.01675
PBX1	3.77991	20.5772	2.44462	5e-05
MGST3	46.5062	52.8891	0.185548	0.0309
UCK2	14.2566	19.0336	0.416913	5e-05
POGK	23.2287	21.876	-0.0865547	0.3012
POU2F1	3.71144	3.77885	0.0259666	0.76945
MPZL1	21.4325	21.502	0.00466569	0.9562
DCAF6	18.0452	16.7506	-0.10741	0.29975
TIPRL	19.9255	22.3273	0.164193	0.26285
SFT2D2	11.9308	12.0795	0.0178673	0.85635
TBX19	1.51409	0.806955	-0.907893	5e-05
ATP1B1	29.6698	17.8687	-0.73156	5e-05
BLZF1	6.25622	6.53753	0.0634544	0.51075
C1orf112	4.7396	4.26766	-0.151318	0.30125
GORAB	2.81173	2.81239	0.000336051	0.9978
FMO4	0.695332	0.575619	-0.272589	0.22545
PRRC2C	31.5426	32.62	0.0484546	0.5563
METTL13	23.0432	24.0406	0.0611278	0.46715
