gene	value_1	value_2	log2(fold_change)	p_value
FHAD1	0.596166	0.524746	-0.184093	0.44005
EFHD2	29.1839	29.0218	-0.00803559	0.95305
DNAJC16	10.7707	11.612	0.108506	0.44605
DDI2	12.3067	11.913	-0.0469073	0.80115
RSC1A1	12.3067	11.913	-0.0469073	0.80115
PLEKHM2	16.2724	18.4595	0.181932	0.20145
FBLIM1	1.13531	1.90823	0.749143	0.00205
SPEN	17.1506	17.8601	0.0584812	0.6748
CLCNKB	0.519427	0.416495	-0.318623	0.33025
C1orf144	56.6125	62.3582	0.139457	0.31395
NECAP2	23.0799	22.5776	-0.0317453	0.8286
MST1P2	5.10139	4.84799	-0.0735013	0.66065
CROCC	4.75603	5.31289	0.159738	0.2754
PADI3	1.30524	0.944211	-0.467131	0.0399
ARHGEF10L	4.63106	5.01952	0.116206	0.45815
MRTO4	38.4403	43.7181	0.18561	0.19085
PQLC2	5.48341	5.82345	0.0868009	0.62445
C1orf151-NBL1	47.7778	56.2163	0.234647	0.1132
MINOS1	47.7778	56.2163	0.234647	0.1132
NBL1	47.7778	56.2163	0.234647	0.1132
OTUD3	5.57249	5.96888	0.0991393	0.497
CDA	22.3232	25.9942	0.219646	0.1653
PINK1	19.4827	21.2935	0.128221	0.3694
NBPF3	5.40966	5.32599	-0.0224884	0.8883
ALPL	0.480547	0.288685	-0.735182	0.0338
LINC00339	8.64743	7.52107	-0.201333	0.28885
CDC42	143.703	149.485	0.0569137	0.6816
ZBTB40	7.61247	7.87091	0.0481658	0.73615
EPHB2	11.6294	11.8102	0.0222599	0.87425
KDM1A	100.796	96.9011	-0.0568546	0.68575
C1orf213	2.40961	2.27684	-0.0817644	0.89875
RPL11	1526.86	1446.78	-0.0777232	0.6015
TCEB3	10.391	10.8512	0.0625153	0.6846
PITHD1	31.0886	36.2536	0.221741	0.13055
LYPLA2	62.4724	63.2116	0.016969	0.90245
PNRC2	35.2902	34.4533	-0.0346256	0.8037
GRHL3	0.192717	1.84776	3.26122	5e-05
NIPAL3	6.65293	5.51242	-0.271304	0.0721
RCAN3	10.8775	10.3647	-0.0696593	0.64705
C1orf130	0.538619	0.303282	-0.828607	0.00515
SRRM1	74.5352	85.0629	0.190609	0.1747
CLIC4	44.4859	45.6164	0.0362052	0.7921
TMEM50A	42.886	42.4257	-0.0155682	0.91075
TMEM57	9.71344	7.89674	-0.298724	0.04645
LDLRAP1	14.7173	16.4656	0.161943	0.25755
MAN1C1	1.04424	0.869177	-0.264726	0.25325
SEPN1	47.307	36.5091	-0.373796	0.0073
FAM54B	24.3857	22.1488	-0.138806	0.3597
PDIK1L	4.24967	3.77991	-0.168999	0.30725
ZNF593	42.9183	45.5076	0.0845137	0.58855
CNKSR1	10.3018	11.5439	0.164233	0.27335
CEP85	12.5971	12.7395	0.0162175	0.90915
SH3BGRL3	90.9631	99.4775	0.129089	0.35915
CD52	0.626296	0.682638	0.124276	0.9309
DHDDS	11.64	12.7721	0.133902	0.3583
HMGN2	235.844	284.32	0.269687	0.06365
RPS6KA1	22.2093	26.5522	0.257667	0.06795
ARID1A	18.6136	18.8162	0.015625	0.90595
PIGV	8.04863	8.51825	0.0818141	0.6121
ZDHHC18	14.3085	16.508	0.206291	0.14935
SFN	105.072	140.345	0.417607	0.00275
NUDC	140.503	159.914	0.186693	0.18035
TRNP1	35.567	36.2184	0.0261828	0.858
WDTC1	14.1851	14.2388	0.00544886	0.96905
TMEM222	18.1593	20.1653	0.151167	0.32495
LOC644961	0.422439	0.474665	0.168167	0.8395
SYTL1	16.9503	18.7481	0.145431	0.3232
GPR3	2.34377	3.43282	0.550562	0.0091
FAM76A	4.15164	3.68266	-0.172933	0.31695
STX12	11.7139	11.7695	0.00684374	0.96275
PPP1R8	34.9329	38.0893	0.124802	0.37815
C1orf38	4.61244	5.00441	0.117668	0.5462
SMPDL3B	15.4964	15.1216	-0.0353265	0.81775
XKR8	6.37624	7.12701	0.160591	0.33195
ATPIF1	172.095	174.213	0.0176476	0.9035
SESN2	6.17203	6.36536	0.0444967	0.77495
MED18	16.2224	14.335	-0.178438	0.239
PHACTR4	12.3202	12.5122	0.0223135	0.87625
RCC1	110.808	127.821	0.206063	0.14385
TRNAU1AP	8.20167	8.10286	-0.0174855	0.94385
GMEB1	7.09286	7.16867	0.0153381	0.92365
YTHDF2	72.8533	67.1477	-0.117657	0.3908
EPB41	15.5023	14.7393	-0.0728199	0.6385
PTPRU	15.0985	15.9119	0.0757053	0.5907
LOC100129196	0.454766	0.476295	0.0667309	0.848
ZCCHC17	22.0219	21.8543	-0.011023	0.93925
SERINC2	27.3312	35.2727	0.368003	0.00985
TINAGL1	25.1342	15.3847	-0.708156	5e-05
KHDRBS1	129.864	130.743	0.00972741	0.9462
TMEM39B	9.65241	10.3016	0.0939012	0.56255
KPNA6	27.6266	27.223	-0.021234	0.88025
TXLNA	17.8129	17.709	-0.00844498	0.95255
CCDC28B	2.99396	1.92764	-0.63522	0.01945
IQCC	2.43861	2.67486	0.133404	0.51445
EIF3I	216.102	206.745	-0.063857	0.6456
FAM167B	0.563948	0.582569	0.0468651	0.9128
LCK	0.67167	0.356523	-0.913756	0.0074
HDAC1	149.866	134.976	-0.150973	0.2762
TSSK3	2.73835	3.01784	0.14021	0.53075
ZBTB8B	0.628251	0.450824	-0.478778	0.0713
ZBTB8A	3.59289	3.04215	-0.240055	0.12225
RBBP4	36.1087	33.7005	-0.0995783	0.5425
KIAA1522	25.6901	27.2784	0.0865455	0.5581
S100PBP	8.11029	7.93491	-0.0315398	0.9416
HPCA	0.553216	0.288417	-0.939686	0.58335
ADC	2.09299	1.92457	-0.121026	0.57125
ZNF362	4.71829	5.72571	0.279191	0.07865
ZSCAN20	1.72107	1.7171	-0.00333259	0.9813
GJB5	6.67781	5.82552	-0.196987	0.2889
GJB4	0.384686	0.543025	0.497339	0.0979
GJB3	11.5519	15.9134	0.462115	0.0025
ZMYM1	11.4971	11.6185	0.0151548	0.9185
ZMYM4	21.8797	20.7146	-0.078948	0.57025
NCDN	15.2333	16.2502	0.0932322	0.51485
TFAP2E	3.29252	3.1566	-0.0608216	0.74585
EIF2C4	3.32107	3.09931	-0.0996995	0.52285
EIF2C1	17.8128	17.9286	0.00934955	0.9447
EIF2C3	5.34027	4.72337	-0.177097	0.2689
ADPRHL2	18.0641	17.9203	-0.0115305	0.9362
MAP7D1	27.122	29.036	0.0983788	0.4823
THRAP3	80.8263	82.8433	0.0355604	0.79975
SH3D21	1.12845	1.53076	0.439911	0.0565
ZC3H12A	2.67343	3.2857	0.297507	0.10155
CDCA8	24.8189	29.3328	0.241075	0.11
MANEAL	9.41878	10.4445	0.149126	0.33555
C1orf122	22.7536	25.4271	0.160275	0.51775
UTP11L	25.317	27.7976	0.134853	0.3533
AKIRIN1	41.7304	43.4906	0.0596056	0.6734
NDUFS5	344.658	304.735	-0.177612	0.19655
MACF1	16.8024	13.0197	-0.367973	0.0154
KIAA0754	7.00814	6.3766	-0.136245	0.7196
BMP8A	2.4374	2.48082	0.0254747	0.89325
PPIE	45.687	44.7546	-0.0297453	0.87505
MFSD2A	3.69863	2.81957	-0.391513	0.04295
CAP1	123.116	126.853	0.0431339	0.75515
RLF	8.42274	8.52272	0.0170234	0.90645
ZMPSTE24	37.1311	35.3939	-0.0691272	0.62065
SMAP2	12.2489	11.3309	-0.112392	0.45905
ZNF684	2.14254	1.74636	-0.294976	0.1946
NFYC	25.5389	26.4154	0.0486843	0.74005
KCNQ4	1.06992	1.2527	0.227544	0.2812
CTPS	25.5281	27.3352	0.0986753	0.49545
RIMKLA	1.43188	1.40582	-0.0264968	0.87015
PPCS	38.6447	34.1091	-0.180113	0.24375
PPIH	74.4729	88.0237	0.241176	0.09755
YBX1	823.112	750.782	-0.132695	0.3855
C1orf50	7.03448	6.62252	-0.0870639	0.65985
ERMAP	1.82381	2.16798	0.249391	0.3706
ZNF691	5.40284	5.02672	-0.104098	0.5666
FLJ32224	0.400933	0.720677	0.845992	0.81015
TMEM125	6.02938	5.64513	-0.095002	0.58925
CDC20	108.947	158.371	0.539686	0.00045
SZT2	2.41062	2.58414	0.100279	0.5251
PTPRF	46.5971	56.082	0.267299	0.0578
KDM4A	19.8593	18.4187	-0.108639	0.4393
ST3GAL3	1.41129	1.33555	-0.0795818	0.7299
ARTN	2.53166	5.45636	1.10786	5e-05
IPO13	7.15066	12.8782	0.84878	5e-05
DPH2	21.366	50.1639	1.23134	5e-05
ATP6V0B	75.8716	153.699	1.01848	5e-05
B4GALT2	29.3541	71.3703	1.28176	5e-05
CCDC24	7.61363	20.5836	1.43484	5e-05
DMAP1	13.5224	12.9126	-0.0665803	0.66845
RNF220	18.4281	20.0898	0.124553	0.37755
C1orf228	0.763879	0.864205	0.178029	0.57335
KIF2C	27.4234	31.6132	0.205117	0.1673
RPS8	1612.85	1471.96	-0.131876	0.3732
PLK3	12.7818	15.4021	0.269038	0.0727
BTBD19	2.00251	1.55429	-0.365549	0.13835
UROD	41.1234	35.5463	-0.210261	0.1428
TOE1	9.02148	8.93498	-0.0139007	0.95715
MMACHC	7.42775	8.15477	0.134719	0.8937
AKR1A1	69.7114	74.5538	0.0968865	0.49375
NASP	82.4263	93.008	0.174249	0.2242
TMEM69	36.7716	34.8509	-0.0773962	0.6843
MAST2	16.858	19.2062	0.188132	0.1767
TSPAN1	13.7347	11.9236	-0.204006	0.20255
RAD54L	8.85382	9.36387	0.0808044	0.85065
UQCRH	589.002	521.02	-0.176934	0.19875
NSUN4	9.38873	8.16599	-0.201301	0.16945
FAAH	8.59438	10.1652	0.242175	0.1225
LOC729041	0.434554	0.577734	0.410868	0.316
DMBX1	1.512	1.76102	0.219959	0.30625
CMPK1	53.9812	52.6484	-0.0360671	0.79675
FOXD2	0.93076	0.960659	0.0456146	0.8261
CDKN2C	4.37102	3.33982	-0.388201	0.044
RNF11	32.5531	32.8029	0.0110293	0.9361
OSBPL9	21.1477	21.4407	0.0198531	0.94565
BTF3L4	21.2446	19.9657	-0.0895758	0.5255
ZFYVE9	8.83237	7.3385	-0.267317	0.0709
PRPF38A	22.1111	23.7994	0.106155	0.4553
ZYG11B	10.0124	9.17423	-0.126136	0.3754
SCP2	57.4859	53.8178	-0.0951248	0.5217
CPT2	9.38843	9.84831	0.0689919	0.7176
LOC100507564	0.58402	0.798134	0.450614	0.8193
LRRC42	46.5717	47.2468	0.0207619	0.8842
TCEANC2	2.41662	2.47572	0.0348574	0.844
MRPL37	74.9112	75.2216	0.00596494	0.96535
ACOT11	8.82895	10.4544	0.243798	0.18545
HEATR8	20.0166	21.6732	0.114716	0.4352
TTC4	20.0166	21.6732	0.114716	0.4352
TMEM61	2.03717	1.3819	-0.559916	0.0523
PCSK9	31.2925	21.3999	-0.548212	0.00015
LOC100507634	0.454626	0.659991	0.537765	0.1117
PRKAA2	1.116	1.42957	0.357251	0.04635
FGGY	2.68395	3.25339	0.277586	0.1617
HOOK1	9.19155	9.78023	0.0895613	0.53315
NFIA	3.76996	4.10111	0.121467	0.4135
INADL	7.66931	6.61045	-0.214348	0.13275
USP1	19.4676	18.8904	-0.0434187	0.76595
ATG4C	5.71307	5.79289	0.0200173	0.9068
ALG6	6.79858	7.73778	0.186686	0.23915
EFCAB7	3.64911	3.74501	0.0374252	0.86345
DLEU2L	2.09488	2.49816	0.254	0.51865
PGM1	33.0988	36.2891	0.132757	0.34015
ROR1	1.64886	2.01589	0.289948	0.14335
CACHD1	4.65491	3.90132	-0.254791	0.098
RAVER2	17.6997	15.7743	-0.166152	0.50055
AK4	19.2263	16.7495	-0.198966	0.1562
DNAJC6	4.79358	3.71149	-0.369103	0.02
LEPR	14.0232	11.0816	-0.339651	0.0483
LEPROT	14.0232	11.0816	-0.339651	0.0483
PDE4B	64.4821	91.7487	0.50879	0.0002
MIER1	12.9939	12.092	-0.103781	0.4805
GADD45A	33.081	42.9355	0.376167	0.00945
SRSF11	64.1484	59.7861	-0.101604	0.4669
HHLA3	8.79742	11.277	0.358237	0.0667
CTH	9.07292	7.7117	-0.234518	0.1541
FPGT	4.26502	4.67285	0.131749	0.4205
FPGT-TNNI3K	4.26502	4.67285	0.131749	0.4205
TNNI3K	4.26502	4.67285	0.131749	0.4205
TYW3	17.9852	15.7337	-0.192955	0.31365
ACADM	27.0326	27.7268	0.0365843	0.797
RABGGTB	84.9218	74.44	-0.190058	0.17375
ST6GALNAC3	1.57034	1.12565	-0.480311	0.0528
ST6GALNAC5	1.27164	0.894656	-0.507288	0.06045
FAM73A	4.14636	3.95177	-0.0693469	0.66325
DNAJB4	8.09919	10.6882	0.400165	0.01335
IFI44	0.666152	0.378721	-0.814714	0.0337
PRKACB	97.239	79.3129	-0.293979	0.04555
SAMD13	13.0684	10.3618	-0.334814	0.0505
RPF1	48.8561	50.3917	0.0446464	0.82945
WDR63	1.02108	1.01073	-0.0146978	0.9567
LOC646626	1.56866	2.53633	0.693208	0.36855
CYR61	105.22	122.534	0.219768	0.15315
SH3GLB1	11.9489	11.6164	-0.0407168	0.76975
HS2ST1	16.2249	16.357	0.0116975	0.9508
LOC339524	0.610228	0.291531	-1.0657	0.0187
LMO4	5.32937	5.53292	0.0540754	0.72415
PKN2	19.7057	18.765	-0.0705718	0.6076
LRRC8B	5.56861	5.63727	0.0176795	0.90595
LRRC8C	6.78933	6.0173	-0.174152	0.22935
LRRC8D	9.38677	7.74049	-0.278205	0.06945
ZNF326	12.3196	14.2405	0.209048	0.16515
CDC7	11.125	13.011	0.225921	0.13075
EPHX4	3.39329	3.67997	0.11701	0.59
BTBD8	1.02976	0.717708	-0.520835	0.1156
KIAA1107	1.54339	1.46573	-0.0744869	0.70855
RPAP2	8.82604	8.49402	-0.0553184	0.7676
RPL5	1327.55	1140.08	-0.219631	0.15055
MTF2	15.1916	15.5523	0.0338527	0.8066
CCDC18	3.93254	4.32315	0.136622	0.4079
DR1	34.6375	33.9302	-0.0297676	0.8318
FNBP1L	22.2028	21.0773	-0.0750479	0.60785
ABCD3	29.8007	29.6892	-0.00540739	0.9717
SLC44A3	5.53118	5.13829	-0.106298	0.5445
RWDD3	14.3252	12.9449	-0.146173	0.4723
TMEM56	14.3252	12.9449	-0.146173	0.4723
TMEM56-RWDD3	14.3252	12.9449	-0.146173	0.4723
PTBP2	3.88428	4.01375	0.0473011	0.77765
SNX7	10.758	9.32113	-0.206832	0.20275
AGL	16.1017	15.1174	-0.0910059	0.51575
SLC35A3	8.12951	8.60709	0.082357	0.6217
HIAT1	16.0037	14.2257	-0.16991	0.2512
CCDC76	3.16354	2.61038	-0.27728	0.1632
RTCD1	17.2827	17.5266	0.0202198	0.89075
CDC14A	3.27106	3.11779	-0.069233	0.7168
SLC30A7	7.53696	7.24545	-0.0569087	0.70275
AMY2B	5.14912	4.96007	-0.0539641	0.7721
RNPC3	5.14912	4.96007	-0.0539641	0.7721
PRMT6	4.76094	5.44733	0.194305	0.2385
FAM102B	10.5651	9.98051	-0.0821177	0.57405
PRPF38B	16.8159	17.9482	0.0940137	0.50045
STXBP3	15.428	16.6147	0.10691	0.46985
GPSM2	10.6157	13.9699	0.396121	0.08905
TMEM167B	11.1116	10.6086	-0.0668327	0.6617
SCARNA2	1.37388	0.881446	-0.640314	0.27105
SARS	82.4074	81.5855	-0.0144614	0.91805
CELSR2	6.68383	7.07234	0.0815131	0.566
SYPL2	0.519154	0.502012	-0.0484404	0.85535
ATXN7L2	3.43574	3.49996	0.0267157	0.88195
CYB561D1	2.79048	2.82794	0.0192342	0.90965
GNAI3	33.9709	33.8895	-0.00346154	0.98195
AMPD2	20.5145	20.8427	0.0229009	0.87265
GSTM4	13.3861	9.95935	-0.426608	0.00775
GSTM2	1.13591	1.2584	0.147742	0.63325
GSTM1	0.658501	1.14666	0.800186	0.02455
CSF1	1.17646	0.946225	-0.314196	0.1354
AHCYL1	43.5624	38.5511	-0.17631	0.2035
FAM40A	11.6074	12.2265	0.0749662	0.61135
SLC6A17	4.43619	5.49837	0.309683	0.0387
KCNC4	2.19994	2.40173	0.126612	0.4776
RBM15	9.64829	10.1913	0.0789996	0.6001
CEPT1	18.0082	16.9628	-0.0862805	0.63655
C1orf88	0.68368	1.00269	0.552484	0.05235
ATP5F1	129.15	129.089	-0.000684107	0.9972
RAP1A	27.3206	24.4169	-0.162111	0.2612
DDX20	10.8162	10.2589	-0.0763159	0.6478
CTTNBP2NL	7.41511	6.73436	-0.138928	0.3471
WNT2B	0.617395	0.854038	0.468107	0.11055
CAPZA1	92.4872	95.7802	0.0504739	0.71325
MOV10	33.6151	34.5479	0.0394897	0.77305
FAM19A3	1.20375	0.848784	-0.504065	0.1343
LRIG2	3.84945	3.30768	-0.218834	0.1884
MAGI3	3.76367	3.29154	-0.193377	0.21385
DCLRE1B	7.01373	7.22889	0.0435926	0.77765
HIPK1	13.7525	14.6631	0.0924974	0.55105
VANGL1	11.2814	11.3341	0.00672598	0.9599
SLC22A15	1.30766	1.06182	-0.30045	0.15065
MAB21L3	1.07118	1.23111	0.200753	0.36855
ATP1A1	205.462	182.343	-0.172214	0.24385
PTGFRN	27.4108	25.2187	-0.120252	0.3791
CD101	0.57537	0.417235	-0.463629	0.0851
TTF2	12.7269	14.0687	0.144611	0.31445
MAN1A2	16.0924	15.0021	-0.101212	0.4724
FAM46C	0.967713	0.776549	-0.317503	0.13245
WDR3	35.6802	33.6023	-0.0865661	0.52805
PHGDH	89.3416	71.3066	-0.325297	0.01855
FAM72B	4.79891	6.24877	0.380865	0.02685
EMBP1	0.811596	0.578468	-0.488525	0.0501
SRGAP2P2	14.8594	13.4534	-0.143409	0.39895
NBPF9	10.6946	9.65173	-0.148022	0.3182
SEC22B	41.3153	39.0778	-0.0803273	0.57355
NOTCH2NL	3.82081	3.64953	-0.0661676	0.67645
NBPF10	9.08421	7.70866	-0.236881	0.08835
ANKRD34A	0.745945	0.739756	-0.0120203	0.96105
LIX1L	15.2578	10.5301	-0.535021	0.00135
RBM8A	20.7099	21.4609	0.0513947	0.78155
PEX11B	16.3901	14.7122	-0.155815	0.3187
ITGA10	0.480512	0.210836	-1.18845	0.0001
PIAS3	18.6681	16.4823	-0.179661	0.2167
RNF115	12.7692	12.0356	-0.0853602	0.58555
GPR89C	3.89148	4.0723	0.0655256	0.74785
PDIA3P	13.0415	11.363	-0.198767	0.20165
CHD1L	23.8313	25.5566	0.100835	0.48705
BCL9	11.5196	12.4496	0.11202	0.4233
GPR89B	4.46876	4.88466	0.128384	0.472
GPR89C	4.46876	4.88466	0.128384	0.472
NBPF15	9.50938	8.29329	-0.197407	0.1786
NBPF16	9.50938	8.29329	-0.197407	0.1786
NBPF16	8.18746	7.49752	-0.127003	0.39175
LOC645166	4.18846	4.60005	0.135227	0.60905
LOC388692	0.622289	0.545248	-0.190673	0.30885
FAM91A2	7.76541	7.78407	0.0034629	0.9844
LOC728855	7.76541	7.78407	0.0034629	0.9844
HIST2H4B	2.53844	1.66345	-0.609767	0.1715
HIST2H2AA3	3.8855	3.37931	-0.201372	0.51435
HIST2H2AC	2.41375	1.91277	-0.335607	0.4119
BOLA1	10.4983	10.8545	0.0481388	0.79315
VPS45	10.7859	11.955	0.148471	0.3242
PLEKHO1	5.54918	4.91447	-0.17524	0.33045
C1orf54	2.25171	1.75725	-0.357698	0.3431
MRPS21	205.814	193.791	-0.0868451	0.55725
PRPF3	22.9952	25.0648	0.124328	0.3822
RPRD2	10.7559	11.03	0.0363	0.79525
TARS2	9.35925	9.0576	-0.0472649	0.76
ECM1	0.765479	1.06908	0.481939	0.07245
ADAMTSL4	0.32158	0.566754	0.817547	0.00315
SETDB1	14.5812	14.4941	-0.00864142	0.95535
ANXA9	2.4595	2.2996	-0.0969834	0.652
PRUNE	10.8924	10.8136	-0.0104704	0.9433
MLLT11	0.697477	0.402529	-0.793053	0.01815
GABPB2	2.89723	3.34752	0.208416	0.29705
SCNM1	9.69528	10.1132	0.0608849	0.72645
TNFAIP8L2	9.69528	10.1132	0.0608849	0.72645
TNFAIP8L2-SCNM1	9.69528	10.1132	0.0608849	0.72645
PIP5K1A	33.6222	33.2012	-0.0181764	0.89755
PSMD4	129.985	146.654	0.174067	0.2182
ZNF687	13.4679	14.8369	0.139668	0.48765
PSMB4	285.181	288.264	0.0155125	0.90815
CGN	7.20303	7.45186	0.0489959	0.74135
TUFT1	4.63014	4.82575	0.0596981	0.71355
SNX27	14.0254	13.677	-0.0362875	0.7965
OAZ3	5.18796	5.66991	0.128158	0.8172
S100A1	2.43033	1.49275	-0.703187	0.73275
CHTOP	42.4555	45.6136	0.103513	0.56235
SNAPIN	35.3222	33.2688	-0.0864085	0.55975
INTS3	21.6085	23.8315	0.141273	0.31475
SLC27A3	3.96756	4.64188	0.226456	0.19285
CREB3L4	8.29252	8.67992	0.0658703	0.85465
RPS27	3484.68	3312.36	-0.0731707	0.60495
UBAP2L	67.5799	74.6843	0.144212	0.4605
HAX1	43.2822	45.7572	0.0802254	0.57375
ATP8B2	12.8718	11.5403	-0.157524	0.3172
IL6R	1.54431	2.88562	0.901916	5e-05
CKS1B	123.526	120.884	-0.031189	0.82685
FLAD1	26.4611	29.5855	0.16102	0.26525
ZBTB7B	13.7931	16.3162	0.242358	0.087
ADAM15	55.5232	64.5626	0.217607	0.128
EFNA4	11.7233	10.5191	-0.156366	0.77915
EFNA3	11.5077	12.7015	0.142398	0.36135
EFNA1	10.375	11.1765	0.107363	0.5034
SLC50A1	34.841	40.1247	0.203704	0.1619
TRIM46	1.48326	1.16132	-0.353002	0.08665
MTX1	28.4408	28.7314	0.0146658	0.92775
HCN3	1.94728	2.18066	0.163306	0.41035
FDPS	113.723	90.9674	-0.322107	0.0698
RUSC1	32.2421	36.3484	0.172945	0.49
LOC645676	0.772459	0.946099	0.292533	0.80635
MSTO1	13.911	14.8565	0.0948665	0.5222
DAP3	70.596	69.2528	-0.0277151	0.84735
MSTO2P	5.4249	5.23209	-0.0522079	0.89265
LAMTOR2	46.4107	55.2689	0.252009	0.09545
RAB25	73.5036	77.6205	0.0786222	0.5727
LMNA	183.22	202.538	0.144622	0.32645
SLC25A44	5.92909	6.1685	0.0571091	0.71685
BGLAP	27.6164	30.5713	0.146651	0.3431
PMF1	27.6164	30.5713	0.146651	0.3431
PMF1-BGLAP	27.6164	30.5713	0.146651	0.3431
TMEM79	2.02103	1.95695	-0.0464817	0.82745
C1orf182	1.86782	1.50224	-0.314241	0.89505
RHBG	2.12655	1.91546	-0.15082	0.48545
APOA1BP	84.0874	88.8473	0.0794387	0.5785
BCAN	1.97621	1.86444	-0.0839904	0.66875
RRNAD1	7.61442	9.20517	0.27371	0.0946
PRCC	33.6942	35.9603	0.0939055	0.50745
NTRK1	0.678719	0.463925	-0.548922	0.15855
PEAR1	2.29371	2.74882	0.261129	0.1235
KIRREL	5.39938	4.5992	-0.23141	0.1415
DUSP23	32.9051	30.0762	-0.129692	0.42075
PEA15	23.7725	24.5658	0.04736	0.7387
SUMO1P3	4.49086	3.8705	-0.214474	0.88785
NCSTN	33.5527	37.2459	0.150651	0.6154
VANGL2	0.414682	0.527649	0.347575	0.1607
KLHDC9	0.520318	0.566209	0.121942	0.74895
NIT1	19.4312	22.426	0.206798	0.50205
UFC1	62.7434	56.5116	-0.150915	0.28765
USP21	7.37417	7.55795	0.0355141	0.82375
PPOX	7.78256	7.55427	-0.0429531	0.7959
NDUFS2	55.7761	53.5655	-0.0583443	0.6763
FCER1G	0.741258	0.528978	-0.486768	0.41055
TOMM40L	4.91595	4.96415	0.0140775	0.9376
SDHC	54.4698	52.3032	-0.0585575	0.68075
DUSP12	16.321	15.8624	-0.0411177	0.79835
