GENENAME	NORMAL	ABNORMAL	LOG2FOLD	PVALUE
CDC42	166.549	130.375	-0.353279	0.05325
ZBTB40	3.56081	6.92243	0.959074	5e-05
EPHB2	22.8537	11.0838	-1.04398	5e-05
KDM1A	51.2277	91.7448	0.840703	5e-05
C1orf213	1.81544	1.5237	-0.25274	0.78365
RPL11	1387.74	1386.62	-0.00117021	0.9943
TCEB3	13.6079	9.12069	-0.57723	0.00405
PITHD1	28.7673	29.3202	0.0274646	0.8888
LYPLA2	49.873	60.0646	0.268254	0.1552
PNRC2	36.8739	45.0894	0.290191	0.12715
NIPAL3	26.0249	6.27483	-2.05224	5e-05
RCAN3	7.01331	9.05908	0.369268	0.0792
SRRM1	36.7943	51.969	0.498167	0.00705
CLIC4	248.755	45.4465	-2.45249	5e-05
TMEM50A	48.5113	31.6086	-0.618002	0.0011
TMEM57	7.89658	9.51333	0.268722	0.1823
LDLRAP1	5.62082	15.173	1.43265	5e-05
MAN1C1	0.232594	1.13501	2.28683	5e-05
SEPN1	52.8443	38.3632	-0.462024	0.01065
FAM54B	28.0476	20.7477	-0.434926	0.0304
PDIK1L	1.7202	3.60313	1.06667	5e-05
ZNF593	24.3139	41.0236	0.754676	0.00075
CNKSR1	0.0437896	10.7005	7.93288	0.0016
CEP85	6.07777	11.4195	0.909883	5e-05
SH3BGRL3	473.64	83.6147	-2.50196	5e-05
DHDDS	11.8431	7.71289	-0.618701	0.0017
HMGN2	208.541	223.968	0.102961	0.5877
RPS6KA1	6.46885	22.153	1.77592	5e-05
ARID1A	13.1579	18.3521	0.480017	0.00955
PIGV	7.83318	6.79397	-0.205343	0.34045
ZDHHC18	8.58367	13.5911	0.662994	0.00095
SFN	0.129494	99.9315	9.59191	5e-05
NUDC	111.343	142.972	0.360725	0.0549
TRNP1	13.9576	42.2591	1.59821	5e-05
WDTC1	22.1155	15.3433	-0.52745	0.0057
TMEM222	23.2014	16.9276	-0.454833	0.02955
SYTL1	0.240579	21.992	6.51432	5e-05
GPR3	1.15998	1.67949	0.533921	0.0763
FAM76A	2.99366	3.43053	0.196521	0.39595
STX12	17.0542	10.9979	-0.632905	0.0018
PPP1R8	22.5091	30.3721	0.43224	0.02525
C1orf38	0.0521381	4.57574	6.45552	0.0047
SMPDL3B	0.278226	15.7587	5.82375	5e-05
XKR8	10.2613	6.18305	-0.730818	0.00065
ATPIF1	164.078	159.833	-0.037813	0.8525
SESN2	7.86183	6.94332	-0.17924	0.4013
MED18	10.0141	14.3943	0.523468	0.01325
PHACTR4	10.0041	10.3471	0.0486313	0.8001
RCC1	47.7258	90.4544	0.922422	5e-05
TRNAU1AP	9.69827	6.86703	-0.498042	0.09715
RNU11	22.5948	5.38437	-2.06914	0.07025
GMEB1	5.07496	5.99066	0.23932	0.2721
YTHDF2	46.6585	62.1374	0.413323	0.0287
EPB41	6.75349	14.4279	1.09516	5e-05
PTPRU	2.9082	19.9599	2.77891	5e-05
LOC100129196	0.499878	0.346663	-0.528041	0.23345
ZCCHC17	27.3658	19.6793	-0.475694	0.01895
SERINC2	35.567	31.9464	-0.154887	0.42655
TINAGL1	0.163313	24.9196	7.25349	5e-05
KHDRBS1	98.069	120.494	0.297094	0.1022
TMEM39B	10.0136	10.7241	0.0988933	0.6467
KPNA6	23.8591	19.0213	-0.326923	0.0751
TXLNA	27.1758	17.2813	-0.653114	0.0004
CCDC28B	11.4895	1.85079	-2.63411	5e-05
IQCC	1.63087	2.25329	0.466395	0.0909
EIF3I	176.787	166.66	-0.0851023	0.64585
FAM167B	0.732711	0.313438	-1.22507	0.0322
HDAC1	47.1294	124.533	1.40183	5e-05
TSSK3	1.81464	2.75248	0.60105	0.047
ZBTB8B	0.0303111	0.62352	4.36252	0.0026
ZBTB8A	2.60079	2.30965	-0.171277	0.4218
RBBP4	17.8233	29.9092	0.746826	0.00805
KIAA1522	55.8766	23.8249	-1.22977	5e-05
S100PBP	10.1739	6.60224	-0.623846	0.2333
ADC	5.33714	2.9225	-0.868863	0.00055
ZNF362	12.1987	5.71873	-1.09296	5e-05
ZSCAN20	1.3267	1.74631	0.39646	0.11365
GJB3	0.00940265	19.4709	11.016	0.20675
ZMYM1	4.36332	8.60983	0.980556	5e-05
ZMYM4	18.615	18.3733	-0.0188553	0.91855
NCDN	20.135	12.7717	-0.656755	0.00105
TFAP2E	0.152307	2.95664	4.27891	5e-05
EIF2C4	4.16348	3.40165	-0.291555	0.1545
EIF2C1	7.92141	12.285	0.633063	0.0007
EIF2C3	3.90021	3.79157	-0.0407557	0.85215
ADPRHL2	28.7269	16.0994	-0.835398	5e-05
MAP7D1	102.452	30.9514	-1.72687	5e-05
THRAP3	54.3172	67.0023	0.3028	0.0978
SH3D21	2.48098	1.22191	-1.02176	0.0005
ZC3H12A	5.11758	2.40607	-1.08878	5e-05
DNALI1	5.33313	0.324288	-4.03964	0.0497
CDCA8	19.1813	28.8033	0.586534	0.00385
MANEAL	15.4069	9.13913	-0.753447	0.0004
C1orf122	43.682	28.6596	-0.608019	0.029
UTP11L	23.7554	22.6056	-0.0715704	0.7212
AKIRIN1	35.0648	42.5409	0.278827	0.1374
NDUFS5	253.238	329.265	0.378753	0.046
MACF1	40.893	13.6422	-1.58378	5e-05
KIAA0754	9.01074	6.91303	-0.382329	0.5096
BMP8A	0.0503715	1.74696	5.11609	5e-05
PPIE	17.6477	39.3011	1.15509	5e-05
MFSD2A	1.97001	3.21995	0.708836	0.0079
CAP1	319.812	102.419	-1.64274	5e-05
RLF	5.46895	7.8495	0.521338	0.00825
ZMPSTE24	32.3028	28.4116	-0.185179	0.3313
SMAP2	10.7488	9.63294	-0.158133	0.44805
ZNF643	1.42827	0.152905	-3.22356	5e-05
ZNF642	0.804512	0.0262399	-4.93828	0.007
DEM1	2.87988	0.831659	-1.79195	5e-05
ZNF684	0.831011	2.10395	1.34016	5e-05
NFYC	19.3536	24.2642	0.326229	0.09705
KCNQ4	0.0809007	1.12012	3.79136	5e-05
CTPS	23.321	19.6007	-0.250723	0.1886
RIMKLA	0.0142309	1.50497	6.72456	5e-05
PPCS	33.8477	30.6285	-0.144183	0.49865
PPIH	28.2685	63.0084	1.15635	5e-05
YBX1	700.43	758.53	0.114965	0.5375
C1orf50	6.81472	7.46242	0.13099	0.60465
ERMAP	6.34712	2.10023	-1.59556	0.00015
ZNF691	3.75275	5.64026	0.587816	0.01895
FLJ32224	1.72857	0.589681	-1.55157	0.7558
TMEM125	0.0232431	10.3292	8.79572	0.2268
CDC20	54.0941	133.088	1.29883	5e-05
SZT2	4.06896	2.35529	-0.788753	0.0027
PTPRF	56.1983	57.6382	0.0365002	0.8442
KDM4A	15.5424	20.8454	0.423521	0.02425
ST3GAL3	11.2391	1.33464	-3.074	5e-05
ARTN	1.17204	2.94854	1.33098	5e-05
IPO13	15.0957	7.84982	-0.94341	5e-05
DPH2	9.25988	19.0376	1.03978	5e-05
ATP6V0B	84.5604	76.1424	-0.151282	0.4256
B4GALT2	47.6101	35.4954	-0.423637	0.02595
CCDC24	5.42882	8.89754	0.712769	0.1373
DMAP1	20.4785	12.57	-0.704122	0.00085
RNF220	14.2667	20.8568	0.547868	0.00465
C1orf228	0.287315	0.813619	1.50172	0.0018
KIF2C	18.1407	34.3732	0.922052	5e-05
RPS8	1616.28	1812.49	0.165293	0.3723
PLK3	14.4247	10.9778	-0.393945	0.0584
BTBD19	5.94858	1.69075	-1.81489	5e-05
UROD	79.2492	37.8867	-1.0647	5e-05
TOE1	5.95445	6.88035	0.208514	0.52215
MMACHC	3.80349	7.41236	0.962607	0.3874
AKR1A1	50.7728	81.1034	0.675705	0.0006
NASP	36.465	80.0925	1.13516	5e-05
TMEM69	17.095	24.5775	0.523765	0.05105
MAST2	15.5357	15.8752	0.0311837	0.86945
TSPAN1	2.42108	15.3388	2.66347	5e-05
LURAP1	2.43472	0.18751	-3.69872	0.20485
RAD54L	6.00228	9.63876	0.683337	0.2181
UQCRH	356.971	502.726	0.493965	0.0076
NSUN4	4.03232	7.90679	0.971482	5e-05
FAAH	0.117539	10.0908	6.42376	5e-05
CMPK1	58.0298	43.44	-0.417769	0.02595
FOXD2	0.228114	1.25087	2.4551	5e-05
CDKN2C	22.9995	3.90012	-2.56001	5e-05
RNF11	64.1113	33.404	-0.940559	5e-05
OSBPL9	37.9597	19.1445	-0.987543	0.00325
BTF3L4	16.7165	16.9983	0.0241178	0.8977
ZFYVE9	10.7855	7.62229	-0.500794	0.0108
PRPF38A	12.4937	20.185	0.692077	0.0009
ZYG11B	8.65028	6.98093	-0.309328	0.1081
ZYG11A	0.658068	0.0277006	-4.57025	0.00265
SCP2	75.6165	39.1719	-0.948882	5e-05
CPT2	8.29085	8.02495	-0.0470266	0.8686
LRRC42	32.86	45.2037	0.46011	0.01875
TCEANC2	2.38069	2.71213	0.18805	0.4184
MRPL37	69.0429	58.7009	-0.234111	0.21405
ACOT11	0.49664	9.56706	4.2678	5e-05
HEATR8,TTC4	10.5062	15.9789	0.604921	0.00305
PRKAA2	3.30178	1.68539	-0.97016	5e-05
FGGY	3.87624	2.02727	-0.935118	0.0008
HOOK1	0.00629142	8.46803	10.3944	0.24515
NFIA	3.0029	1.75458	-0.775232	0.00045
INADL	2.61492	6.97581	1.4156	5e-05
USP1	21.976	16.7169	-0.394617	0.0441
ATG4C	4.27881	4.58185	0.0987201	0.6634
ALG6	3.03737	4.57559	0.591135	0.00975
EFCAB7	3.35632	3.53051	0.0729941	0.7831
DLEU2L	0.383948	1.96359	2.35451	0.0209
PGM1	54.8264	25.9714	-1.07795	5e-05
ROR1	11.9542	1.40533	-3.08854	5e-05
CACHD1	2.14911	4.13318	0.943516	5e-05
RAVER2	7.47544	14.8293	0.988224	0.03415
AK4	11.4673	15.8558	0.467488	0.0169
DNAJC6	4.54465	3.76827	-0.270266	0.19695
LEPR,LEPROT	46.6864	12.7467	-1.87287	5e-05
PDE4B	0.658441	61.7514	6.55127	5e-05
SGIP1	3.23857	0.164426	-4.29985	5e-05
MIER1	18.7395	11.1121	-0.753947	0.0001
GADD45A	64.3432	39.218	-0.714273	0.00025
SRSF11	54.3921	60.2045	0.146473	0.4283
HHLA3	8.339	8.85697	0.0869389	0.7369
CTH	1.50813	7.23784	2.2628	5e-05
FPGT,FPGT-TNNI3K,TNNI3K	2.71487	3.22724	0.249416	0.27215
TYW3	8.76841	15.35	0.807855	0.00325
ACADM	16.1793	22.4507	0.472611	0.0153
RABGGTB	44.0991	62.2131	0.496471	0.0091
ST6GALNAC3	0.659706	2.02223	1.61605	5e-05
ST6GALNAC5	0.0540081	1.08815	4.33256	0.0001
AK5	17.3643	0.0193008	-9.81325	0.1365
FAM73A	5.93253	3.10823	-0.932554	5e-05
NEXN	43.2569	0.10205	-8.72751	5e-05
DNAJB4	18.9763	8.98624	-1.07841	5e-05
PTGFR	4.10721	0.00197701	-11.0206	0.2408
IFI44L	1.1615	0.00360018	-8.3337	0.19045
IFI44	3.89871	0.398047	-3.29199	5e-05
LPHN2	3.59723	0.00340473	-10.0451	0.19045
PRKACB	14.4303	79.5486	2.46273	5e-05
SAMD13	0.797728	8.403	3.39693	5e-05
RPF1	16.5047	37.6152	1.18844	0.0003
WDR63	0.552148	0.86837	0.653255	0.043
LOC646626	1.38257	1.40937	0.027695	0.98195
CYR61	755.614	60.3351	-3.64658	5e-05
SH3GLB1	30.7842	9.37456	-1.71537	5e-05
HS2ST1	15.5115	14.841	-0.0637504	0.78715
LMO4	11.4769	6.37602	-0.84801	5e-05
PKN2	12.2488	14.7853	0.27152	0.1534
LRRC8B	0.66284	4.61712	2.80026	5e-05
LRRC8C	3.86394	4.3032	0.155336	0.44565
LRRC8D	13.324	7.37411	-0.85349	5e-05
ZNF326	12.5663	9.6517	-0.380707	0.06225
CDC7	3.17948	10.3629	1.70456	5e-05
EPHX4	7.50383	2.38056	-1.65632	5e-05
BTBD8	0.638773	0.536371	-0.252072	0.5262
KIAA1107	1.06176	1.00625	-0.0774667	0.7712
RPAP2	4.59863	6.95729	0.597323	0.0249
RPL5	1151.22	1286.83	0.160656	0.39155
SNORD21	23.352	9.09452	-1.36047	0.0474
MTF2	5.25517	12.6536	1.26773	5e-05
CCDC18	3.17243	3.6891	0.217679	0.3294
DR1	27.6757	29.5983	0.0968936	0.609
FNBP1L	16.4793	20.8536	0.339641	0.0804
LOC100129046	0.956105	0.18752	-2.35013	0.30905
ABCD3	22.6363	22.4371	-0.012755	0.95125
SLC44A3	1.1697	4.12749	1.81913	5e-05
LOC729970	4.45537	0.693261	-2.68408	5e-05
RWDD3,TMEM56,TMEM56-RWDD3	11.8573	12.7914	0.109408	0.70935
PTBP2	4.39892	3.10882	-0.500781	0.0258
SNX7	28.3094	12.9418	-1.12925	5e-05
PALMD	5.37958	0.0148319	-8.50265	0.10375
AGL	5.02939	9.7642	0.957119	5e-05
SLC35A3	7.1152	5.7208	-0.314689	0.1624
HIAT1	27.179	3.87325	-2.81088	5e-05
CCDC76	2.09954	3.50753	0.740383	0.0045
RTCD1	16.3409	12.2211	-0.419114	0.03635
CDC14A	0.816518	2.55942	1.64826	5e-05
SLC30A7	9.05221	4.44887	-1.02483	5e-05
S1PR1	0.859058	0.0123745	-6.11732	0.24295
AMY2B,RNPC3	4.53777	4.05307	-0.162966	0.51075
PRMT6	10.0547	5.13379	-0.969776	5e-05
NTNG1	1.90076	0.00373875	-8.9898	0.2454
FAM102B	6.31085	9.05662	0.521138	0.00825
PRPF38B	15.7915	18.484	0.227128	0.2296
STXBP3	15.4747	12.8744	-0.265412	0.19075
GPSM2	5.44862	12.906	1.24408	0.00695
TMEM167B	16.3554	10.2775	-0.670285	0.0011
SCARNA2	0.827165	1.45886	0.818593	0.19455
SARS	109.682	79.6387	-0.461785	0.01105
CELSR2	7.89843	7.95375	0.010069	0.95665
SYPL2	0.139164	0.539696	1.95536	5e-05
ATXN7L2	2.07276	3.4974	0.75473	0.00305
CYB561D1	3.16957	2.69263	-0.235272	0.27995
GNAI3	33.8344	29.0323	-0.220834	0.22835
AMPD2	33.3307	18.3213	-0.863333	5e-05
GSTM4	12.7871	8.02776	-0.671619	0.003
GSTM2	10.6485	0.534738	-4.31567	5e-05
GSTM1	14.5723	0.18995	-6.26147	5e-05
CSF1	33.2698	1.04207	-4.99669	5e-05
AHCYL1	64.104	34.8154	-0.880687	5e-05
FAM40A	12.6988	11.2668	-0.172611	0.3835
SLC6A17	2.73459	4.99037	0.867822	5e-05
KCNC4	0.605577	2.04574	1.75624	5e-05
RBM15	3.02776	6.87502	1.18311	5e-05
CEPT1	10.3648	16.2002	0.644323	0.01565
CHI3L2	0.717606	0.0359068	-4.32086	0.24775
C1orf88	0.710027	0.765821	0.109134	0.74315
ATP5F1	87.9153	98.7278	0.167342	0.42695
RAP1A	32.563	24.3501	-0.419309	0.0321
DDX20	5.82546	9.36973	0.685635	0.0031
CTTNBP2NL	11.3602	6.71708	-0.758083	0.00015
WNT2B	0.213874	0.897826	2.06967	5e-05
CAPZA1	101.815	77.5492	-0.392764	0.0345
MOV10	25.9613	25.9073	-0.00299988	0.9881
FAM19A3	0.161887	1.43509	3.14808	0.0867
LRIG2	2.32075	2.94306	0.342726	0.13805
MAGI3	3.28107	2.82628	-0.215262	0.30495
DCLRE1B	4.92874	5.34174	0.11609	0.58575
HIPK1	10.506	10.44	-0.00909463	0.96165
OLFML3	2.21867	0.328011	-2.75788	5e-05
VANGL1	6.58153	9.46273	0.523833	0.00625
SLC22A15	0.00407584	0.848238	7.70123	0.17455
MAB21L3	0.764318	1.01136	0.404053	0.19225
ATP1A1	172.672	181.026	0.0681589	0.7149
PTGFRN	16.5785	20.7582	0.324369	0.08485
TTF2	4.40116	11.9215	1.43761	5e-05
MAN1A2	13.4037	13.1529	-0.0272432	0.8868
FAM46C	0.0503125	0.839454	4.06046	5e-05
WDR3	12.6209	26.4673	1.06839	5e-05
PHGDH	85.7024	115.781	0.433986	0.02225
FAM72B	0.658133	1.31889	1.00288	0.00315
SRGAP2P2	22.2475	17.6283	-0.33575	0.1213
NBPF9	8.53646	5.80148	-0.557216	0.00995
SEC22B	102.499	33.116	-1.63001	5e-05
NOTCH2NL	10.466	2.86749	-1.86784	5e-05
NBPF10	4.55961	1.00355	-2.1838	5e-05
TXNIP	18.144	0.0275598	-9.36271	0.04575
ANKRD34A	3.21677	0.644995	-2.31826	5e-05
LIX1L	27.1445	10.8423	-1.32399	5e-05
RBM8A	14.7215	19.5558	0.409673	0.1055
PEX11B	21.962	14.6961	-0.579578	0.00405
ITGA10	6.44353	0.290995	-4.46878	5e-05
PIAS3	27.6224	16.9289	-0.706354	0.00025
RNF115	19.1679	10.7133	-0.839293	5e-05
PDIA3P	1.14873	1.11594	-0.041773	0.8939
CHD1L	20.1662	22.2194	0.139882	0.4652
BCL9	4.50698	10.1361	1.16927	5e-05
NBPF15,NBPF16	5.86511	2.66234	-1.13946	5e-05
NBPF16	2.60387	1.09229	-1.2533	5e-05
LOC645166	6.75676	2.0687	-1.70761	5e-05
LOC388692	0.0270222	0.710608	4.71684	5e-05
FAM91A2,LOC728855	0.444661	0.937647	1.07634	0.0118
HIST2H2AC	1.09891	1.68384	0.615689	0.24965
BOLA1	6.77184	11.1238	0.716024	0.0043
VPS45	14.0589	9.09593	-0.628189	0.00185
PLEKHO1	45.4073	7.44413	-2.60875	5e-05
C1orf54	2.15015	1.30685	-0.718348	0.109
C1orf51	3.19811	0.0863298	-5.21122	0.0002
MRPS21	18.0695	156.883	3.11805	5e-05
PRPF3	14.1224	19.4292	0.460244	0.0201
RPRD2	7.91303	8.27595	0.0646952	0.72985
TARS2	9.82046	7.68281	-0.354156	0.09405
ECM1	45.0156	0.713662	-5.97904	5e-05
ADAMTSL4	2.53372	0.244356	-3.3742	5e-05
SETDB1	8.80942	12.3058	0.482218	0.0285
ANXA9	1.51631	2.08591	0.460112	0.1165
PRUNE	6.22337	9.76514	0.649945	0.00145
C1orf56	1.15482	0.109289	-3.40145	0.2635
MLLT11	24.188	0.420779	-5.84508	5e-05
GABPB2	2.47145	2.71499	0.13559	0.59075
SCNM1,TNFAIP8L2,TNFAIP8L2-SCNM1	9.77896	7.97786	-0.293679	0.23025
PIP5K1A	36.2701	30.33	-0.258033	0.16145
PSMD4	101.242	126.507	0.32141	0.0895
ZNF687	9.03062	8.60231	-0.0701015	0.83085
PSMB4	237.92	230.386	-0.0464235	0.80285
CGN	0.353994	7.84463	4.46991	5e-05
TUFT1	28.3088	4.03783	-2.8096	5e-05
SNX27	6.74531	10.6157	0.654245	0.0011
OAZ3	4.45043	5.3021	0.252618	0.7533
S100A1	0.351614	1.43163	2.0256	0.58135
CHTOP	30.1365	48.4415	0.684733	0.0115
SNAPIN	38.2358	31.6248	-0.273868	0.1702
INTS3	22.7068	19.5032	-0.219412	0.2385
SLC27A3	0.561292	3.75175	2.74074	5e-05
CREB3L4	3.006	8.79014	1.54804	0.0356
RPS27	2705.57	3147.9	0.218456	0.2295
UBAP2L	64.7052	57.6709	-0.166039	0.53835
HAX1	46.6259	39.8836	-0.225337	0.2575
ATP8B2	25.3703	11.5204	-1.13896	5e-05
IL6R	0.745161	1.11561	0.582204	0.04095
CKS1B	59.5135	133.87	1.16954	5e-05
FLAD1	12.9115	23.1488	0.842277	5e-05
ZBTB7B	14.5055	15.9337	0.135479	0.4873
ADAM15	70.6598	58.0276	-0.284149	0.14125
EFNA4	7.14317	14.4133	1.01277	0.204
EFNA3	2.60993	14.5087	2.47483	5e-05
EFNA1	2.68149	11.6743	2.12223	5e-05
SLC50A1	20.9654	26.6457	0.345894	0.0942
TRIM46	5.61488	1.62168	-1.79176	5e-05
MTX1	23.5748	26.4969	0.168581	0.4126
HCN3	1.11941	1.99479	0.833505	0.00355
FDPS	90.0556	107.339	0.253284	0.27185
RUSC1	16.4048	28.4512	0.794369	0.05105
LOC645676	1.0358	0.926776	-0.160454	0.9165
MSTO1	5.10397	5.19891	0.0265886	0.9043
DAP3	42.9929	56.107	0.384083	0.03985
MSTO2P	0.536716	0.605753	0.174572	0.89285
SYT11	29.3765	0.149301	-7.6203	5e-05
LAMTOR2	46.7679	47.6544	0.0270882	0.8952
RAB25	0.0180256	67.183	11.8638	0.1465
LMNA	622.563	209.705	-1.56986	5e-05
SLC25A44	11.6321	5.42648	-1.10002	5e-05
BGLAP,PMF1,PMF1-BGLAP	35.7454	28.6388	-0.319784	0.12895
TMEM79	2.27679	2.3669	0.0559977	0.8331
C1orf182	0.196852	1.73242	3.13761	0.5156
APOA1BP	46.7983	72.029	0.622121	0.002
BCAN	0.0508053	3.17434	5.96533	5e-05
RRNAD1	6.12007	9.08616	0.570123	0.01235
PRCC	37.7135	37.0311	-0.0263451	0.88675
PEAR1	1.29814	2.1475	0.726219	0.00315
KIRREL	29.9674	6.26195	-2.25871	5e-05
IFI16	30.391	0.0169037	-10.8121	0.1956
DUSP23	19.2703	28.8096	0.580168	0.00855
PEA15	170.023	22.9037	-2.89208	5e-05
NCSTN	73.3871	24.3952	-1.58893	0.00025
VANGL2	0.541203	0.364684	-0.569523	0.06415
SLAMF7	10.3645	0.0439112	-7.88284	0.00265
KLHDC9	1.95374	0.549401	-1.83031	0.0001
NIT1	14.8898	16.138	0.116138	0.79225
UFC1	69.2024	48.5935	-0.51006	0.00905
USP21	10.0131	7.54763	-0.407798	0.0578
PPOX	7.2079	6.81571	-0.0807152	0.71945
NDUFS2	48.4897	43.2633	-0.164533	0.38995
TOMM40L	7.00521	4.76897	-0.554749	0.0137
SDHC	41.7749	36.7041	-0.186697	0.31695
DUSP12	15.8181	16.7379	0.0815463	0.70005
ATF6	15.4967	7.59655	-1.02855	5e-05
NOS1AP	0.790602	2.61856	1.72775	5e-05
C1orf226	2.22046	8.3427	1.90966	5e-05
UHMK1	27.7726	36.7673	0.40476	0.02635
UAP1	66.2497	22.3586	-1.56708	5e-05
DDR2	43.6505	0.106845	-8.67434	5e-05
HSD17B7	5.15318	13.8613	1.42752	5e-05
RGS4	318.246	0.394436	-9.65613	5e-05
NUF2	15.5106	11.6854	-0.408545	0.06365
PBX1	5.39171	4.16794	-0.371408	0.067
MGST3	46.1104	33.772	-0.449264	0.0199
UCK2	12.6504	15.9489	0.334273	0.0858
POGK	18.4318	20.563	0.157857	0.39975
POU2F1	1.84348	4.09173	1.15028	5e-05
MPZL1	38.8553	22.1968	-0.807759	5e-05
DCAF6	40.4029	20.7104	-0.964102	5e-05
TIPRL	26.9335	22.7357	-0.244442	0.37225
SFT2D2	9.05019	13.0668	0.529881	0.03265
TBX19	0.424143	1.22935	1.53527	5e-05
ATP1B1	57.5352	24.9565	-1.20503	5e-05
BLZF1	9.97885	6.54491	-0.608501	0.0049
C1orf112	2.92207	4.01606	0.458791	0.18775
GORAB	5.05092	3.46626	-0.543165	0.02135
PRRX1	10.776	0.0104938	-10.0041	0.18785
FMO4	0.60163	0.999224	0.731933	0.0439
PRRC2C	30.4834	30.2404	-0.01155	0.94875
METTL13	12.7714	18.3283	0.521164	0.0087
