gene	value_1	value_2	log2(fold_change)	p_value
PTPRU	2.67168	1.36621	-0.967575	5e-05
LOC100129196	0.454709	0.190448	-1.25555	0.0172
ZCCHC17	23.8199	24.2503	0.0258366	0.8966
SERINC2	32.1008	43.7195	0.445669	0.01765
KHDRBS1	85.3313	103.434	0.27756	0.12015
TMEM39B	8.93784	13.8536	0.632264	0.00245
KPNA6	20.6036	19.7555	-0.0606414	0.72485
TXLNA	24.1801	22.0261	-0.134608	0.4583
CCDC28B	10.5258	10.4121	-0.0156631	0.94525
IQCC	1.45054	1.38654	-0.0651057	0.81905
EIF3I	155.439	170.713	0.135225	0.45365
FAM167B	0.654463	1.27681	0.964165	0.02765
HDAC1	41.5648	55.0918	0.406475	0.026
TSSK3	1.63232	1.29398	-0.335115	0.28455
ZBTB8A	2.19974	1.96483	-0.162923	0.43055
RBBP4	15.0636	15.9446	0.0820049	0.7663
KIAA1522	50.1587	25.7613	-0.961294	5e-05
S100PBP	8.60119	6.59816	-0.382473	0.3898
ADC	4.80851	7.26918	0.596201	0.0064
ZNF362	10.9267	8.60661	-0.344343	0.07505
ZSCAN20	1.16982	1.23981	0.083834	0.7404
ZMYM1	3.69507	3.71092	0.00617435	0.97485
ZMYM4	15.837	14.6732	-0.110124	0.5435
NCDN	18.1189	19.3472	0.0946328	0.6093
EIF2C4	3.55672	2.78754	-0.351558	0.07415
EIF2C1	6.83643	5.64437	-0.27643	0.1416
EIF2C3	3.36566	2.93728	-0.196411	0.3575
ADPRHL2	25.7894	19.503	-0.403079	0.037
MAP7D1	95.7538	85.4073	-0.16497	0.34935
THRAP3	47.66	48.3621	0.0210979	0.9042
SH3D21	2.2538	1.306	-0.787209	0.0033
ZC3H12A	4.64566	3.91713	-0.246088	0.26215
DNALI1	4.64934	4.51522	-0.0422321	0.92485
CDCA8	16.7794	16.4586	-0.0278477	0.8876
MANEAL	13.5165	10.3769	-0.381344	0.05135
C1orf122	41.8589	39.8709	-0.0701974	0.7653
UTP11L	20.6892	21.0276	0.0234029	0.90085
AKIRIN1	30.4	26.2551	-0.211473	0.24525
NDUFS5	225.399	221.912	-0.0224959	0.9045
MACF1	36.0222	34.9619	-0.0431	0.8273
KIAA0754	7.8644	8.48944	0.110333	0.87445
PPIE	15.7754	16.484	0.0633858	0.7797
MFSD2A	1.7453	0.98149	-0.830428	0.0042
CAP1	279.489	169.904	-0.718072	0.0001
RLF	4.63509	3.85387	-0.266288	0.17975
ZMPSTE24	26.9539	28.98	0.104566	0.5621
SMAP2	9.34438	7.01472	-0.413713	0.03845
ZNF643	1.24831	0.695622	-0.8436	0.00795
ZNF642	0.698509	0.583765	-0.25889	0.4304
DEM1	2.51599	2.00268	-0.329192	0.1852
ZNF684	0.720218	0.749536	0.0575646	0.85665
NFYC	17.3594	23.3836	0.429777	0.0262
CTPS	20.2751	16.4777	-0.299194	0.114
PPCS	29.3104	26.7995	-0.129209	0.5255
PPIH	24.5648	30.6189	0.317827	0.12225
YBX1	628.466	675.73	0.104611	0.5769
C1orf50	6.09011	7.44065	0.288961	0.23435
ERMAP	5.52345	7.94241	0.524006	0.0233
ZNF691	3.32024	4.40895	0.409146	0.0903
FLJ32224	1.52207	2.09815	0.463086	0.89825
TIE1	0.234367	1.25069	2.41588	5e-05
CDC20	47.8957	69.4428	0.535928	0.0073
SZT2	3.61679	3.89469	0.106798	0.69925
PTPRF	50.2767	27.0629	-0.893575	5e-05
KDM4A	13.6832	15.0309	0.135517	0.4656
ST3GAL3	9.88849	10.319	0.0614749	0.75395
ARTN	1.07889	1.1768	0.125317	0.68855
IPO13	13.5763	11.2507	-0.271074	0.1529
DPH2	8.20758	5.90471	-0.475091	0.0243
ATP6V0B	74.21	78.5516	0.082028	0.6565
B4GALT2	42.3866	29.6704	-0.514582	0.00705
CCDC24	5.0049	3.74973	-0.416554	0.46275
DMAP1	18.8667	25.6188	0.441359	0.02305
RNF220	12.6065	6.9967	-0.849417	5e-05
KIF2C	15.9546	20.3451	0.35071	0.077
RPS8	1437.87	1449.86	0.0119773	0.94705
PLK3	13.1118	10.4167	-0.331967	0.0947
BTBD19	5.51843	5.25944	-0.0693496	0.76525
UROD	70.4395	71.8683	0.0289706	0.87225
TOE1	5.29443	7.06395	0.416001	0.1267
MMACHC	3.31077	3.30447	-0.00275085	0.99755
AKR1A1	45.1553	43.7971	-0.0440621	0.81415
NASP	31.9552	34.4984	0.110479	0.559
TMEM69	14.5334	16.7233	0.202492	0.445
MAST2	13.9117	11.0032	-0.338376	0.069
TSPAN1	2.08573	2.93615	0.493377	0.0654
LURAP1	2.13176	3.19007	0.581543	0.5041
RAD54L	5.25819	4.54243	-0.211102	0.75395
UQCRH	316.593	344.781	0.12305	0.4945
NSUN4	3.48483	3.13948	-0.15056	0.45825
CYP4X1	0.0524601	1.44754	4.78623	0.0026
CMPK1	48.1593	40.2808	-0.257724	0.1586
CDKN2C	20.3469	33.0064	0.697937	0.0005
RNF11	53.2403	44.0801	-0.272392	0.1352
OSBPL9	32.2025	27.4387	-0.230961	0.44375
BTF3L4	13.7096	12.3913	-0.145861	0.42815
ZFYVE9	9.21078	9.36062	0.0232817	0.8998
PRPF38A	10.7247	11.4769	0.0978064	0.6068
ZYG11B	7.24888	6.53909	-0.148667	0.4189
ZYG11A	0.572905	0.0311678	-4.20016	0.00265
SCP2	63.0779	57.4122	-0.135777	0.48575
CPT2	7.37221	6.53714	-0.173439	0.56535
LRRC42	29.3142	25.3338	-0.210534	0.26825
TCEANC2	2.03333	1.82961	-0.152304	0.50745
MRPL37	61.2431	69.261	0.177496	0.33185
ACOT11	0.459576	1.09846	1.25711	0.00445
HEATR8	9.18793	8.41937	-0.126028	0.52785
TTC4	9.18793	8.41937	-0.126028	0.52785
LOC100507634	0.327581	0.565647	0.78805	0.0427
PRKAA2	2.69375	2.18579	-0.301462	0.13005
FGGY	3.42108	3.50745	0.0359714	0.88075
NFIA	2.54139	1.67521	-0.601277	0.0033
INADL	2.24183	1.31284	-0.771989	0.00025
USP1	18.7477	17.2924	-0.116577	0.5324
ATG4C	3.54909	3.7434	0.0769002	0.7303
ALG6	2.50819	2.25377	-0.154309	0.49555
EFCAB7	2.80928	3.51553	0.323541	0.1822
DLEU2L	0.321114	0.390291	0.281467	0.77785
PGM1	49.044	33.4419	-0.552419	0.0023
ROR1	10.5942	3.01656	-1.81229	5e-05
CACHD1	1.84917	4.37873	1.24364	5e-05
RAVER2	6.33508	5.06137	-0.323834	0.5458
AK4	9.47192	2.40635	-1.97681	5e-05
DNAJC6	3.87755	1.51156	-1.35911	5e-05
LEPR	38.946	30.1172	-0.370889	0.06555
LEPROT	38.946	30.1172	-0.370889	0.06555
PDE4B	0.565909	0.871895	0.623583	0.0272
SGIP1	2.7468	2.61872	-0.0688931	0.7463
MIER1	15.5654	12.4819	-0.31851	0.0879
GADD45A	58.4639	25.5378	-1.19491	5e-05
SRSF11	46.9669	44.0679	-0.0919186	0.6071
HHLA3	7.41357	8.27695	0.158931	0.5244
CTH	1.27335	0.658691	-0.950959	0.0029
FPGT	2.22556	2.15513	-0.0463909	0.83045
FPGT-TNNI3K	2.22556	2.15513	-0.0463909	0.83045
TNNI3K	2.22556	2.15513	-0.0463909	0.83045
TYW3	7.37291	9.03399	0.293129	0.29765
ACADM	13.7064	12.9063	-0.0867703	0.64955
RABGGTB	37.0116	37.3181	0.0119005	0.9502
ST6GALNAC3	0.557414	1.27639	1.19524	0.0012
AK5	15.0996	19.298	0.35394	0.0557
FAM73A	4.9615	5.14801	0.0532378	0.7858
NEXN	38.0573	12.1818	-1.64345	5e-05
DNAJB4	15.6074	9.05636	-0.785226	5e-05
PTGFR	3.34352	5.35076	0.678379	0.00125
IFI44L	0.960426	2.61164	1.44321	5e-05
IFI44	3.23972	5.12465	0.661583	0.00545
LPHN2	3.04613	2.11602	-0.52562	0.01335
PRKACB	11.77	10.6819	-0.13995	0.4602
SAMD13	0.658006	0.454053	-0.535242	0.17055
RPF1	14.1625	15.9732	0.173576	0.59505
WDR63	0.475076	0.286618	-0.72903	0.04205
LOC646626	1.26699	1.39261	0.136393	0.91775
CYR61	666.148	243.021	-1.45476	5e-05
CLCA2	0.339667	1.17729	1.79328	5e-05
SH3GLB1	25.5302	22.6652	-0.171725	0.3514
HS2ST1	12.8151	14.1348	0.141413	0.54945
LMO4	9.70623	6.45098	-0.589391	0.00175
PKN2	10.2943	9.80549	-0.0701794	0.70355
LRRC8B	0.55548	0.335522	-0.727328	0.0076
LRRC8C	3.23947	4.14149	0.354393	0.0709
LRRC8D	11.4129	14.7334	0.368431	0.04695
ZNF326	10.6181	13.054	0.297967	0.1332
CDC7	2.70908	3.0779	0.184144	0.41105
EPHX4	6.37834	6.18588	-0.0442002	0.8437
BTBD8	0.55143	0.725677	0.396149	0.28315
KIAA1107	0.90339	0.771141	-0.228353	0.3821
RPAP2	3.91435	4.31257	0.139775	0.5892
RPL5	989.734	1045.91	0.0796395	0.6728
SNORD21	16.5143	6.77665	-1.28507	0.0453
MTF2	4.44226	3.59665	-0.304638	0.1381
CCDC18	2.76731	3.09472	0.161327	0.44645
DR1	23.1466	18.9649	-0.287463	0.1159
FNBP1L	13.8933	11.2693	-0.301986	0.11745
LOC100129046	0.845914	0.66082	-0.356255	0.85335
ABCD3	18.959	17.6709	-0.101506	0.6351
SLC44A3	0.982171	1.68879	0.781945	0.00665
LOC729970	3.83767	3.63432	-0.0785436	0.77625
RWDD3	10.1223	7.54336	-0.424252	0.15225
TMEM56	10.1223	7.54336	-0.424252	0.15225
TMEM56-RWDD3	10.1223	7.54336	-0.424252	0.15225
PTBP2	3.6428	4.32765	0.248536	0.23355
SNX7	24.7198	25.1892	0.0271369	0.88815
PALMD	4.59969	0.959438	-2.26127	5e-05
AGL	4.16771	3.42755	-0.28208	0.1471
SLC35A3	5.89416	5.22752	-0.17316	0.41465
HIAT1	22.5799	19.2977	-0.226611	0.21715
CCDC76	1.74515	1.83961	0.0760439	0.765
RTCD1	13.9321	12.0897	-0.20463	0.28275
CDC14A	0.696996	0.65789	-0.0833034	0.7733
SLC30A7	7.43602	6.00284	-0.308886	0.1015
S1PR1	0.745541	0.765957	0.0389757	0.89075
AMY2B	3.87083	4.57988	0.242667	0.28975
RNPC3	3.87083	4.57988	0.242667	0.28975
PRMT6	8.70833	6.83955	-0.348495	0.08215
NTNG1	1.64412	1.76211	0.0999877	0.68145
FAM102B	5.28765	5.92099	0.163212	0.39775
PRPF38B	13.6223	14.5136	0.0914362	0.6151
STXBP3	12.9881	13.8782	0.0956275	0.62475
GPSM2	4.73458	4.68356	-0.0156311	0.9715
TMEM167B	13.5002	12.1337	-0.153967	0.4227
SARS	97.4096	81.6772	-0.25413	0.155
CELSR2	7.09685	4.08329	-0.797447	0.0001
ATXN7L2	1.88307	2.93471	0.64013	0.00975
CYB561D1	2.75926	2.33951	-0.238075	0.25505
GNAI3	28.1425	24.0979	-0.223845	0.20995
AMPD2	30.1241	32.9796	0.130654	0.4698
GSTM4	11.3717	7.42986	-0.614043	0.0045
GSTM2	9.45271	9.23956	-0.0329046	0.8865
GSTM1	12.8448	11.9921	-0.0990997	0.63915
CSF1	30.1408	46.1351	0.614146	0.00065
AHCYL1	54.7598	53.7412	-0.0270887	0.8825
FAM40A	11.3201	11.7672	0.0558878	0.77055
SLC6A17	2.40773	0.457704	-2.39518	5e-05
KCNC4	0.539242	0.44376	-0.281154	0.3574
RBM15	2.6673	2.73141	0.0342691	0.8776
CEPT1	8.6705	9.21213	0.0874209	0.74815
CHI3L2	0.624362	1.55666	1.318	0.00025
C1orf88	0.591411	0.12142	-2.28415	5e-05
ATP5F1	74.2942	79.063	0.0897538	0.66095
RAP1A	27.751	25.1937	-0.139477	0.45705
DDX20	5.03259	4.75427	-0.0820757	0.6983
CTTNBP2NL	9.72261	9.02253	-0.107813	0.5545
CAPZA1	85.3527	84.279	-0.0182644	0.9154
MOV10	23.2201	31.6194	0.445436	0.01355
LRIG2	1.99709	2.01011	0.0093746	0.96715
MAGI3	2.83528	2.7365	-0.0511587	0.8038
DCLRE1B	4.26445	3.75678	-0.18286	0.36885
HIPK1	8.90911	10.2327	0.199827	0.29095
OLFML3	1.96324	3.23654	0.721217	0.0063
VANGL1	5.63167	5.21909	-0.109763	0.54915
MAB21L3	0.667798	0.705898	0.0800471	0.7991
ATP1A1	151.567	238.677	0.655105	0.00065
PTGFRN	14.6036	7.37764	-0.985092	5e-05
TTF2	3.85555	4.11276	0.093172	0.64325
MAN1A2	11.2635	10.6507	-0.0807074	0.6601
WDR3	10.8116	10.0256	-0.108884	0.56055
PHGDH	76.6268	101.853	0.410574	0.02605
FAM72B	0.568593	0.641434	0.173903	0.59875
SRGAP2P2	20.0943	28.6894	0.513729	0.01075
NBPF9	7.61275	7.45185	-0.0308198	0.88165
SEC22B	86.8373	76.0301	-0.191744	0.2822
NOTCH2NL	8.88579	7.21148	-0.301204	0.12215
NBPF10	4.04279	3.71915	-0.12038	0.5487
TXNIP	15.244	27.1966	0.835185	5e-05
ANKRD34A	2.84372	2.09732	-0.439232	0.0508
LIX1L	24.2612	23.8782	-0.0229524	0.9051
RBM8A	12.5493	11.8821	-0.0788203	0.75535
PEX11B	18.781	16.916	-0.150891	0.44475
ITGA10	5.61536	7.01624	0.32132	0.10245
PIAS3	24.0977	25.264	0.0681892	0.70815
RNF115	16.8383	16.6064	-0.0200105	0.91865
PDIA3P	0.9925	1.06938	0.107636	0.7157
CHD1L	17.7707	13.7409	-0.371022	0.0479
BCL9	3.95028	3.35103	-0.23735	0.22945
NBPF15	5.12073	5.02795	-0.0263792	0.8958
NBPF16	5.12073	5.02795	-0.0263792	0.8958
NBPF16	2.27137	1.81114	-0.326663	0.15095
LOC645166	6.0586	7.02666	0.213854	0.468
HIST2H2AC	0.999122	1.0762	0.107215	0.83135
BOLA1	6.11704	5.06521	-0.272212	0.2948
VPS45	12.0973	10.94	-0.145074	0.44505
PLEKHO1	41.9062	26.4166	-0.665718	0.00045
C1orf54	1.78537	2.8116	0.655171	0.09455
C1orf51	2.73057	1.46238	-0.900881	0.00115
MRPS21	15.7117	50.6154	1.68773	5e-05
PRPF3	12.4593	12.5329	0.00850062	0.96455
RPRD2	6.76945	8.58144	0.34218	0.0624
TARS2	8.73593	9.05527	0.0517959	0.79825
ECM1	40.496	35.0049	-0.210222	0.2522
ADAMTSL4	2.28855	3.13613	0.454553	0.0424
SETDB1	7.74972	8.03277	0.0517532	0.8212
ANXA9	1.38624	2.78548	1.00675	0.00045
PRUNE	5.38255	5.14253	-0.0658108	0.7428
C1orf56	1.01806	1.1955	0.231788	0.85645
MLLT11	20.6474	12.1875	-0.760558	5e-05
GABPB2	2.15759	2.59473	0.26616	0.2902
SCNM1	8.58006	7.88553	-0.12178	0.6022
TNFAIP8L2	8.58006	7.88553	-0.12178	0.6022
TNFAIP8L2-SCNM1	8.58006	7.88553	-0.12178	0.6022
PIP5K1A	31.2961	24.3005	-0.364996	0.04415
PSMD4	91.9743	117.3	0.350903	0.05225
ZNF687	8.04136	9.01241	0.164472	0.616
PSMB4	208.031	232.927	0.163079	0.3635
TUFT1	25.029	11.372	-1.13812	5e-05
SNX27	5.77685	5.96618	0.0465253	0.8055
OAZ3	3.96059	4.77323	0.26925	0.73765
S100A1	0.312015	0.996084	1.67465	0.63515
CHTOP	25.9187	29.2217	0.173049	0.5493
SNAPIN	33.8698	35.4573	0.0660799	0.72845
INTS3	20.0834	23.0975	0.201733	0.26145
SLC27A3	0.512697	1.3147	1.35856	0.00015
CREB3L4	2.68667	2.91764	0.118979	0.8778
RPS27	2414.89	2333.41	-0.0495187	0.77775
UBAP2L	57.0187	60.546	0.0865961	0.7374
HAX1	40.5736	40.621	0.00168408	0.99305
ATP8B2	22.2095	20.3318	-0.127445	0.5327
IL6R	0.656828	0.751182	0.193647	0.4902
CKS1B	51.9532	61.404	0.24112	0.2256
FLAD1	11.4313	10.4977	-0.12291	0.54525
ZBTB7B	12.9146	10.4378	-0.307187	0.1068
ADAM15	63.4824	68.0876	0.101037	0.5804
EFNA4	6.37919	5.94329	-0.102113	0.9161
EFNA3	2.33203	1.77802	-0.391311	0.14605
EFNA1	2.42583	1.44871	-0.743708	0.01005
SLC50A1	18.1963	18.2608	0.00510227	0.9825
TRIM46	5.09155	4.9896	-0.0291816	0.88665
MTX1	21.6926	23.1107	0.0913558	0.64865
HCN3	0.987171	0.982059	-0.00749063	0.97485
FDPS	79.1704	77.3915	-0.0327861	0.87865
RUSC1	14.5717	13.5026	-0.109941	0.78805
LOC645676	0.92908	1.52856	0.718295	0.60505
MSTO1	4.51546	4.39037	-0.0405318	0.8549
DAP3	37.4918	37.6183	0.00485945	0.97885
MSTO2P	0.473615	0.386086	-0.294792	0.8388
SYT11	25.3497	27.1226	0.0975253	0.57905
LAMTOR2	42.0655	44.2537	0.0731592	0.71245
LMNA	582.5	538.64	-0.112938	0.56315
SLC25A44	10.0713	9.52328	-0.0807218	0.66765
BGLAP	32.0747	59.5039	0.89155	0.0001
PMF1	32.0747	59.5039	0.89155	0.0001
PMF1-BGLAP	32.0747	59.5039	0.89155	0.0001
TMEM79	2.02773	1.90612	-0.0892228	0.7333
APOA1BP	41.3983	43.0691	0.0570829	0.75865
RRNAD1	5.51158	6.54124	0.2471	0.2643
PRCC	33.856	33.3905	-0.0199714	0.91435
PEAR1	1.14874	1.01176	-0.183193	0.4718
KIRREL	26.8102	21.0794	-0.346947	0.055
IFI16	26.1416	44.6884	0.773555	5e-05
DUSP23	17.7387	15.3335	-0.210211	0.35545
PEA15	147.117	91.6743	-0.682376	0.0002
NCSTN	63.7013	58.8049	-0.115385	0.72805
VANGL2	0.470665	0.0145045	-5.02013	0.04575
SLAMF7	8.96402	3.30198	-1.44082	5e-05
KLHDC9	1.74662	0.964448	-0.856794	0.01335
NIT1	13.2086	15.5718	0.237454	0.56525
UFC1	59.8047	58.2897	-0.0370174	0.8431
USP21	8.91295	10.6759	0.260386	0.1924
PPOX	6.38811	6.52402	0.0303714	0.8913
NDUFS2	42.7076	42.8965	0.00636415	0.9713
TOMM40L	6.12047	4.01611	-0.607843	0.00535
SDHC	35.0613	34.4987	-0.0233378	0.8987
FCGR2A	0.354063	1.53898	2.1199	5e-05
FCRLB	0.398855	1.12339	1.49392	0.00055
DUSP12	13.8108	17.4627	0.338476	0.0949
ATF6	13.0767	12.0362	-0.119627	0.51085
NOS1AP	0.698406	1.43916	1.04309	5e-05
C1orf226	1.9557	4.47137	1.19303	5e-05
UHMK1	22.857	26.5679	0.217048	0.22265
UAP1	57.3106	46.765	-0.293373	0.1023
DDR2	37.9926	39.6269	0.06076	0.734
HSD17B7	4.49104	4.61202	0.0383512	0.87035
RGS4	266.544	176.5	-0.594704	0.00145
NUF2	13.5773	15.4589	0.187234	0.3482
PBX1	4.59203	5.30059	0.207022	0.2846
MGST3	39.4092	36.4227	-0.113696	0.53865
UCK2	11.0671	7.52211	-0.557062	0.0048
POGK	16.0989	13.1459	-0.29235	0.11435
POU2F1	1.55259	1.46291	-0.0858401	0.66215
MPZL1	33.3251	21.96	-0.601731	0.00085
DCAF6	34.944	32.1518	-0.120144	0.5691
TIPRL	22.9319	22.9861	0.00340287	0.9903
SFT2D2	7.90414	6.76362	-0.224813	0.36655
ATP1B1	48.996	31.4348	-0.640302	0.00235
BLZF1	8.46982	7.41362	-0.192155	0.3325
C1orf112	2.50455	2.24525	-0.157677	0.65435
GORAB	4.28971	4.3512	0.0205351	0.92685
PRRX1	9.0628	10.7302	0.243649	0.20625
FMO4	0.509853	0.18996	-1.42439	0.00795
PRRC2C	26.6137	25.2087	-0.0782473	0.66135
METTL13	11.1685	10.9357	-0.030381	0.8764
DNM3	0.413438	0.168488	-1.29503	5e-05
C1orf9	31.0111	31.6368	0.028819	0.8789
PRDX6	119.647	148.17	0.308472	0.0818
KLHL20	6.61163	7.30599	0.144074	0.46425
DARS2	9.20745	8.63878	-0.0919742	0.6369
LOC100506046	0.361858	0.695468	0.94256	0.7736
ZBTB37	1.12869	1.12637	-0.00297031	0.99215
RABGAP1L	6.49731	4.72013	-0.461016	0.0294
CACYBP	28.1405	27.8168	-0.0166909	0.92505
PAPPA2	1.53192	1.22679	-0.320455	0.1538
RASAL2	9.32693	6.5739	-0.504654	0.00605
RALGPS2	7.26556	5.94573	-0.289219	0.124
FAM20B	18.1895	17.0644	-0.0921176	0.6016
TOR3A	12.1568	11.3466	-0.0995019	0.6225
SOAT1	10.8168	11.4421	0.0810761	0.65905
TOR1AIP1	15.7893	19.2287	0.284316	0.1205
CEP350	4.1796	4.64485	0.152269	0.40915
QSOX1	279.095	252.759	-0.142996	0.45575
XPR1	7.48884	6.51869	-0.200161	0.2705
