gene	value_1	value_2	log2(fold_change)	p_value
CSRP1	NA	NA	-0.6480052	NA
MOV10	NA	NA	-0.5625721	NA
PARP1	NA	NA	-0.5246655	NA
HIST2H3PS2	NA	NA	-0.7803941	NA
MIA3	NA	NA	-0.2452522	NA
CROCC	NA	NA	-0.2791092	NA
HECTD3	NA	NA	-0.01735181	NA
NIT1	NA	NA	0.3328509	NA
SRSF11	NA	NA	-0.2848694	NA
RCC2	NA	NA	-0.7471726	NA
ENO1	NA	NA	0.2698252	NA
CCBL2	NA	NA	-0.2040156	NA
KIRREL	NA	NA	-0.03998065	NA
SERBP1	NA	NA	-0.2715452	NA
PYCR2	NA	NA	0.3803147	NA
CYB5R1	NA	NA	0.5521141	NA
TXLNA	NA	NA	-0.5101518	NA
CSDE1	NA	NA	-0.1901723	NA
WASF2	NA	NA	0.3273121	NA
KIAA0319L	NA	NA	0.1274155	NA
GPR89A	NA	NA	NaN	NA
GPR89B	NA	NA	NaN	NA
MIER1	NA	NA	-0.7720545	NA
ZMYM4	NA	NA	-0.001153691	NA
RBBP5	NA	NA	NaN	NA
SRGAP2	NA	NA	-0.05686092	NA
HNRNPU	NA	NA	-0.2947824	NA
SCP2	NA	NA	NaN	NA
HAX1	NA	NA	NaN	NA
ALDH9A1	NA	NA	-0.0536674	NA
TRMT13	NA	NA	NaN	NA
STMN1	NA	NA	-0.8422145	NA
RAB4A	NA	NA	0.09123328	NA
MRPL24	NA	NA	0.398855	NA
SARS	NA	NA	1.114285	NA
VPS45	NA	NA	-0.5464624	NA
UBAP2L	NA	NA	0.1560483	NA
KIFAP3	NA	NA	1.976702	NA
VAMP3	NA	NA	0.2805624	NA
NCDN	NA	NA	0.2119324	NA
STRIP1	NA	NA	-0.4669664	NA
MRPS15	NA	NA	0.0158118	NA
ARPC5	NA	NA	-0.2289726	NA
CDC42BPA	NA	NA	0.4626343	NA
TAGLN2	NA	NA	-0.3672591	NA
NUDC	NA	NA	-0.003026455	NA
GALE	NA	NA	0.5642434	NA
RAB3GAP2	NA	NA	-0.01863419	NA
PSMB4	NA	NA	0.2069115	NA
H6PD	NA	NA	0.01023612	NA
CRTC2	NA	NA	NaN	NA
SNX27	NA	NA	0.1000201	NA
MARCKSL1	NA	NA	0.1293393	NA
RNPEP	NA	NA	-0.2672361	NA
HP1BP3	NA	NA	-0.1767057	NA
CAPZB	NA	NA	0.06420842	NA
MFN2	NA	NA	0.4713087	NA
EMC1	NA	NA	0.03883612	NA
ARID1A	NA	NA	-0.4473147	NA
SRP9	NA	NA	-0.03379302	NA
ERI3	NA	NA	0.1479531	NA
EIF4G3	NA	NA	0.1085964	NA
UBR4	NA	NA	0.1140665	NA
RNPEP	NA	NA	NaN	NA
MAP7D1	NA	NA	-0.002306496	NA
TPR	NA	NA	-0.4717598	NA
MTR	NA	NA	-0.2560445	NA
AK5	NA	NA	0.1762669	NA
SOAT1	NA	NA	-0.1983684	NA
TIPRL	NA	NA	-0.1343523	NA
EBNA1BP2	NA	NA	0.6644253	NA
ATP1B1	NA	NA	-0.4897484	NA
ENO1	NA	NA	0.02564701	NA
GPATCH4	NA	NA	-0.476952	NA
NUCKS1	NA	NA	NaN	NA
C1orf174	NA	NA	NaN	NA
DHX9	NA	NA	-0.09680153	NA
FUBP1	NA	NA	NaN	NA
MYCBP	NA	NA	-0.10916	NA
USP24	NA	NA	-0.2316782	NA
FDPS	NA	NA	0.04613133	NA
LAMTOR5	NA	NA	0.5755293	NA
SNRNP40	NA	NA	-0.02247436	NA
RHOB	NA	NA	-0.6888518	NA
CASP8	NA	NA	1.352851	NA
ZC3H15	NA	NA	-0.03224199	NA
PNKD	NA	NA	NaN	NA
EML4	NA	NA	-0.3439194	NA
HTRA2	NA	NA	0.2827546	NA
SRSF7	NA	NA	-0.2142491	NA
MAP2	NA	NA	0.06405757	NA
BCS1L	NA	NA	0.1860157	NA
STK39	NA	NA	-0.31823	NA
RALB	NA	NA	0.2367585	NA
DGUOK	NA	NA	NaN	NA
SH3BP4	NA	NA	-0.5549326	NA
ACTR2	NA	NA	-0.1329059	NA
ARPC2	NA	NA	-0.1044708	NA
PSME4	NA	NA	-0.03280611	NA
SPTBN1	NA	NA	-0.07710633	NA
RAB1A	NA	NA	-0.0150693	NA
LANCL1	NA	NA	-0.09085348	NA
EIF2B4	NA	NA	0.1598309	NA
ILKAP	NA	NA	-0.4899538	NA
PPM1G	NA	NA	-0.05464011	NA
PPIG	NA	NA	NaN	NA
NOP58	NA	NA	-0.006333989	NA
MAP4K4	NA	NA	-0.03548312	NA
ATL2	NA	NA	-0.003314384	NA
TUBA4A	NA	NA	0.2779188	NA
CPSF3	NA	NA	-0.3237736	NA
STAMBP	NA	NA	-0.3450557	NA
SLC39A10	NA	NA	0.4066941	NA
CIAO1	NA	NA	-0.001586036	NA
SSB	NA	NA	-0.3228512	NA
COPS7B	NA	NA	-0.2247812	NA
COPS8	NA	NA	0.326317	NA
CTDSP1	NA	NA	NaN	NA
MRPL44	NA	NA	0.3069479	NA
SERPINE2	NA	NA	2.15699	NA
MAT2A	NA	NA	0.1277938	NA
DBI	NA	NA	0.2703123	NA
CYP20A1	NA	NA	-0.3853759	NA
AGPS	NA	NA	-0.01335502	NA
CPS1	NA	NA	1.015345	NA
RRM2	NA	NA	-0.03167747	NA
MTHFD2	NA	NA	0.4718088	NA
SP100	NA	NA	-0.5365503	NA
MPHOSPH10	NA	NA	-0.1309309	NA
MLPH	NA	NA	0.002208973	NA
ORC2	NA	NA	-0.5509008	NA
RPS7	NA	NA	-0.07189996	NA
FASTKD2	NA	NA	-0.08488069	NA
SMYD5	NA	NA	1.017651	NA
DTYMK	NA	NA	-0.2613503	NA
SEPT2	NA	NA	-0.05004891	NA
CNOT11	NA	NA	NaN	NA
SNX17	NA	NA	-0.1467855	NA
RAB3GAP1	NA	NA	0.04327432	NA
CUL3	NA	NA	0.08430316	NA
STRN	NA	NA	-0.2900705	NA
AAMP	NA	NA	0.5206661	NA
PDE6D	NA	NA	0.6730715	NA
GPC1	NA	NA	-0.9470302	NA
DNPEP	NA	NA	0.233549	NA
PXDN	NA	NA	-0.7078781	NA
NOL10	NA	NA	0.05526141	NA
RAB10	NA	NA	0.09127928	NA
SNRPG	NA	NA	0.1011184	NA
PCBP1	NA	NA	-0.08447252	NA
MSH2	NA	NA	-0.3083608	NA
SPR	NA	NA	0.7652043	NA
MAPRE3	NA	NA	0.1834576	NA
GPD2	NA	NA	0.1357603	NA
YWHAQ	NA	NA	-0.10165	NA
CCT7	NA	NA	0.1632518	NA
TSN	NA	NA	0.2150941	NA
STEAP3	NA	NA	0.2110804	NA
EIF2AK2	NA	NA	-0.09909322	NA
IRS1	NA	NA	0.5226956	NA
TSSC1	NA	NA	0.4493751	NA
PKP4	NA	NA	NaN	NA
PRKRA	NA	NA	0.0163807	NA
EHD3	NA	NA	0.3103073	NA
RTN4	NA	NA	0.6109839	NA
COX5B	NA	NA	0.02240507	NA
RAB11FIP5	NA	NA	0.5474046	NA
ASAP2	NA	NA	-0.06212174	NA
PUM2	NA	NA	0.2431183	NA
HDLBP	NA	NA	-0.3151025	NA
APOB	NA	NA	4.111091	NA
TXNDC9	NA	NA	0.06589878	NA
FN1	NA	NA	-1.014927	NA
COX7A2L	NA	NA	-0.2452522	NA
HADHB	NA	NA	0.6628028	NA
SLC20A1	NA	NA	0.1210158	NA
CRIPT	NA	NA	NaN	NA
RQCD1	NA	NA	0.09103339	NA
TTN	NA	NA	-0.1713349	NA
LGALSL	NA	NA	0.5410689	NA
WDFY1	NA	NA	-0.3622174	NA
UGGT1	NA	NA	0.0659893	NA
PNO1	NA	NA	-0.07105555	NA
HAT1	NA	NA	-0.523562	NA
MFF	NA	NA	0.08291209	NA
PSMD14	NA	NA	0.05628115	NA
MTX2	NA	NA	0.2880999	NA
SF3B1	NA	NA	-0.2561654	NA
RPIA	NA	NA	NaN	NA
PPM1B	NA	NA	-0.09734115	NA
GPN1	NA	NA	NaN	NA
MRPL19	NA	NA	0.3485188	NA
INPP1	NA	NA	0.7109919	NA
IDH1	NA	NA	0.6859185	NA
SP140L	NA	NA	-0.1574319	NA
CREB1	NA	NA	NaN	NA
ACTR3	NA	NA	-0.06502078	NA
DPY30	NA	NA	0.033732	NA
KIAA1715	NA	NA	-0.01321208	NA
NDUFA10	NA	NA	-0.1296127	NA
MLTK	NA	NA	-0.7718856	NA
STAT1	NA	NA	0.2465667	NA
YIPF4	NA	NA	0.3091297	NA
ACSL3	NA	NA	0.06253517	NA
MCM6	NA	NA	-0.9234915	NA
HADHA	NA	NA	0.6219324	NA
PDCL3	NA	NA	-0.1585955	NA
POLR1A	NA	NA	0.04172899	NA
NCKAP1	NA	NA	-0.01763696	NA
TRIP12	NA	NA	-0.2822619	NA
MEMO1	NA	NA	0.3369924	NA
PPIL3	NA	NA	-0.005902895	NA
CAB39	NA	NA	-0.2321696	NA
SF3B14	NA	NA	-0.2869994	NA
PREB	NA	NA	-0.2845142	NA
PPP1R7	NA	NA	0.4160767	NA
ANAPC1	NA	NA	0.09146363	NA
FMNL2	NA	NA	0.3183439	NA
GALM	NA	NA	0.2233906	NA
MRPL53	NA	NA	0.2345794	NA
ABCB6	NA	NA	-1.139982	NA
ZNF512	NA	NA	0.2992052	NA
CHMP3	NA	NA	-0.02687092	NA
SCLY	NA	NA	NaN	NA
GMPPA	NA	NA	-0.3485725	NA
HK2	NA	NA	0.4611838	NA
SPATS2L	NA	NA	-0.5362519	NA
GEMIN6	NA	NA	0.283053	NA
HNRNPLL	NA	NA	-0.1554903	NA
WDR33	NA	NA	1.049554	NA
BRE	NA	NA	-0.04236423	NA
NIFK	NA	NA	0.3246718	NA
CCDC93	NA	NA	0.08827017	NA
NFU1	NA	NA	-0.2200823	NA
C2orf69	NA	NA	NaN	NA
CNNM3	NA	NA	-1.759412	NA
DHX57	NA	NA	-0.08827732	NA
MRPS5	NA	NA	0.04993477	NA
SRBD1	NA	NA	0.4100066	NA
TANC1	NA	NA	-0.03955954	NA
FAM98A	NA	NA	0.1373145	NA
CWC22	NA	NA	-0.2524157	NA
RDH14	NA	NA	0.07987439	NA
EEF1B2	NA	NA	0.06754564	NA
IMP4	NA	NA	-0.1315581	NA
TTC27	NA	NA	-0.2924283	NA
BIN1	NA	NA	-0.2070182	NA
GLS	NA	NA	0.2497194	NA
ITGA6	NA	NA	-0.2327835	NA
DYNC1I2	NA	NA	0.1618953	NA
RBM45	NA	NA	-0.2986583	NA
MAP2	NA	NA	NaN	NA
DARS	NA	NA	-0.2767945	NA
MAP4K3	NA	NA	-0.3267674	NA
WDR75	NA	NA	0.2358917	NA
TPRKB	NA	NA	0.03518001	NA
GFPT1	NA	NA	0.2042664	NA
LMAN2L	NA	NA	-0.1791288	NA
ACP1	NA	NA	-0.2137333	NA
NDUFB3	NA	NA	-0.0660715	NA
ACP1	NA	NA	0.2076776	NA
DNAJB2	NA	NA	-0.006932795	NA
HSPE1	NA	NA	0.3895267	NA
TMSB10	NA	NA	0.001616763	NA
XRCC5	NA	NA	-0.1367164	NA
RANBP2	NA	NA	-0.2963106	NA
GLS	NA	NA	1.029588	NA
ATIC	NA	NA	0.2543238	NA
OLA1	NA	NA	0.3686815	NA
STAM2	NA	NA	-0.005471931	NA
C2orf47	NA	NA	0.2416627	NA
DNAJC10	NA	NA	0.1018614	NA
DDX1	NA	NA	0.2165684	NA
RIF1	NA	NA	-0.2031386	NA
UBXN4	NA	NA	-0.07956582	NA
RETSAT	NA	NA	0.7546748	NA
IWS1	NA	NA	-0.340847	NA
NAGK	NA	NA	0.03713268	NA
USP34	NA	NA	-0.006190276	NA
RTN4	NA	NA	0.6161271	NA
XPO1	NA	NA	-0.04026128	NA
TANK	NA	NA	NaN	NA
EIF5B	NA	NA	0.09890722	NA
NCAPH	NA	NA	-0.7172104	NA
PDIA6	NA	NA	-0.08229377	NA
ABI2	NA	NA	0.02510356	NA
PSMD1	NA	NA	-0.06791405	NA
BIRC6	NA	NA	-0.4145686	NA
FARSB	NA	NA	0.06063805	NA
CAD	NA	NA	-0.03195975	NA
DDX18	NA	NA	-0.1889072	NA
