gene	value_1	value_2	log2(fold_change)	p_value
RNF11	32.9515	31.2718	-0.0754798	0.77275
OSBPL9	25.5103	19.2802	-0.403965	0.3955
BTF3L4	14.3047	9.55264	-0.582514	0.0267
ZFYVE9	5.84146	5.03684	-0.213811	0.4269
PRPF38A	12.1777	9.29549	-0.389645	0.141
ZYG11B	4.16317	3.83546	-0.118281	0.6548
SCP2	46.41	37.7647	-0.297397	0.3271
CPT2	6.77695	6.21134	-0.125732	0.8058
LRRC42	25.1479	24.6256	-0.0302847	0.9098
TCEANC2	1.8491	1.56495	-0.240709	0.41705
MRPL37	88.712	76.3347	-0.21679	0.41025
ACOT11	0.774422	0.664151	-0.22161	0.64565
HEATR8	12.1642	11.7695	-0.0475868	0.8543
TTC4	12.1642	11.7695	-0.0475868	0.8543
PRKAA2	1.74343	1.41123	-0.304971	0.27355
FGGY	2.8255	2.95263	0.0634913	0.84045
NFIA	2.00037	1.18207	-0.758949	0.0113
INADL	1.07248	1.37147	0.354772	0.2091
USP1	25.9561	17.2016	-0.59353	0.0286
ATG4C	3.31486	2.16359	-0.615524	0.0388
ALG6	2.75991	1.71972	-0.682449	0.0245
EFCAB7	2.75806	1.6559	-0.736037	0.02065
PGM1	29.1782	27.1385	-0.10455	0.69905
ROR1	5.55657	8.20974	0.563143	0.0529
CACHD1	1.58621	1.06094	-0.580241	0.06275
RAVER2	4.94159	4.19059	-0.237822	0.77245
AK4	1.94831	2.70445	0.473114	0.08185
DNAJC6	2.47555	4.19176	0.759811	0.00915
LEPR	20.7383	24.5057	0.240823	0.4585
LEPROT	20.7383	24.5057	0.240823	0.4585
PDE4B	0.821951	0.424185	-0.954358	0.0131
SGIP1	1.60717	1.62959	0.0199874	0.9462
MIER1	9.04645	8.43175	-0.101519	0.71975
GADD45A	46.6453	66.8864	0.51998	0.0522
SRSF11	45.6645	64.5963	0.500376	0.1191
HHLA3	5.6569	14.5451	1.36245	0.0001
CTH	1.32039	2.06081	0.64224	0.07675
FPGT	1.52073	1.5328	0.0114052	0.96935
FPGT-TNNI3K	1.52073	1.5328	0.0114052	0.96935
TNNI3K	1.52073	1.5328	0.0114052	0.96935
TYW3	8.95253	6.66842	-0.42495	0.2797
ACADM	16.1097	11.1496	-0.53093	0.05085
RABGGTB	44.6121	34.8581	-0.355941	0.18175
ST6GALNAC5	0.0222763	0.93263	5.38772	0.2006
AK5	16.8302	10.8963	-0.627213	0.0159
FAM73A	2.91428	3.06493	0.0727153	0.80395
NEXN	39.4069	59.5341	0.595268	0.06865
DNAJB4	9.08302	8.80524	-0.0448112	0.8729
PTGFR	1.99193	1.62991	-0.289375	0.31385
IFI44L	1.25151	0.517028	-1.27535	0.00035
IFI44	3.36662	2.31564	-0.539892	0.0908
LPHN2	2.25058	4.19193	0.89732	0.002
PRKACB	8.89066	6.25344	-0.507641	0.07505
SAMD13	0.428012	0.161927	-1.40231	0.0259
RPF1	19.4713	13.8395	-0.492553	0.2927
LOC646626	0.475898	0.638755	0.42461	0.8472
CYR61	437.598	504.045	0.203945	0.5371
SH3GLB1	18.0817	16.5645	-0.126438	0.63655
HS2ST1	7.9391	7.05209	-0.170926	0.63225
LMO4	7.62536	7.95141	0.0604062	0.81725
PKN2	8.48035	6.18229	-0.455982	0.0943
LRRC8B	0.540611	0.318181	-0.764741	0.03025
LRRC8C	3.96062	2.57036	-0.623759	0.02055
LRRC8D	12.1013	9.90968	-0.288246	0.27145
ZNF326	11.8708	8.5793	-0.468487	0.07745
CDC7	5.28699	2.8474	-0.892802	0.00195
EPHX4	5.96307	3.89435	-0.614673	0.04605
RPAP2	3.64953	2.74951	-0.408532	0.2903
RPL5	1098.3	1023.06	-0.102374	0.7781
MTF2	5.32741	4.13507	-0.365523	0.1822
CCDC18	4.27389	4.58862	0.102513	0.7273
DR1	23.0645	17.6044	-0.389742	0.15195
FNBP1L	6.57128	5.52977	-0.248954	0.3601
ABCD3	14.3082	13.481	-0.0859155	0.7846
SLC44A3	0.389363	0.660085	0.761535	0.08875
LOC729970	2.45136	2.21121	-0.148746	0.6996
RWDD3	6.87986	10.4092	0.597409	0.12555
TMEM56	6.87986	10.4092	0.597409	0.12555
TMEM56-RWDD3	6.87986	10.4092	0.597409	0.12555
PTBP2	3.68006	1.8912	-0.96043	0.00145
LOC729987	0.203154	0.37073	0.867792	0.09345
SNX7	16.4123	15.5164	-0.0809828	0.76475
PALMD	1.88419	7.83665	2.05629	5e-05
AGL	2.40189	2.23187	-0.105918	0.69875
SLC35A3	4.06334	3.88362	-0.0652651	0.8298
HIAT1	15.6609	12.7963	-0.291434	0.2785
CCDC76	2.25653	1.91467	-0.237011	0.4443
RTCD1	14.949	12.9897	-0.202679	0.4369
CDC14A	0.711284	0.696362	-0.0305886	0.93975
SLC30A7	4.40202	3.32952	-0.402854	0.131
S1PR1	0.685481	1.00673	0.554495	0.13305
AMY2B	2.96532	3.27708	0.144224	0.63945
RNPC3	2.96532	3.27708	0.144224	0.63945
PRMT6	10.2574	9.50297	-0.11021	0.6779
NTNG1	2.20488	3.18184	0.529164	0.08235
FAM102B	4.28634	3.99457	-0.101707	0.7097
PRPF38B	17.8124	18.2095	0.0318085	0.91085
STXBP3	11.6801	9.65584	-0.27458	0.31125
GPSM2	6.18716	4.85974	-0.348398	0.5544
TMEM167B	9.7856	10.1441	0.0519019	0.84455
SCARNA2	0.46097	1.3015	1.49743	0.0954
SARS	97.788	102.048	0.0615144	0.8297
CELSR2	4.39167	4.23844	-0.0512352	0.8563
ATXN7L2	2.57956	3.3191	0.363667	0.2481
CYB561D1	1.5424	2.49444	0.693541	0.018
GNAI3	24.1419	19.0513	-0.341654	0.196
AMPD2	24.7365	36.0321	0.542642	0.04335
GSTM4	6.22113	11.7894	0.922245	0.00115
GSTM2	7.00546	7.56582	0.111016	0.71455
GSTM1	18.0069	14.2681	-0.335763	0.21665
CSF1	29.2533	19.2706	-0.6022	0.02635
AHCYL1	43.8258	36.2253	-0.274783	0.3127
FAM40A	9.94177	12.7196	0.355474	0.1857
SLC6A17	2.45026	1.47823	-0.729064	0.01075
KCNC4	0.494347	0.702273	0.506508	0.18405
RBM15	2.49214	2.82538	0.181058	0.53315
CEPT1	7.6938	6.02045	-0.353825	0.35475
CHI3L2	0.469242	0.43975	-0.0936481	0.8483
C1orf88	0.304636	0.443542	0.541985	0.24705
ATP5F1	91.1492	65.1071	-0.485416	0.1455
RAP1A	23.4005	20.8364	-0.167431	0.52145
DDX20	5.41224	4.46529	-0.27747	0.3481
CTTNBP2NL	6.10591	6.64821	0.122761	0.645
CAPZA1	77.2417	65.8664	-0.229836	0.40025
MOV10	24.1822	22.8744	-0.0802172	0.7635
LRIG2	1.01122	1.2302	0.282795	0.3972
MAGI3	2.21738	2.12546	-0.0610818	0.8218
DCLRE1B	5.7222	4.48261	-0.352231	0.19755
HIPK1	7.07213	6.27422	-0.172709	0.54795
OLFML3	1.22418	1.0257	-0.255213	0.5093
VANGL1	5.01219	5.0392	0.00775567	0.9759
ATP1A1	166.251	131.367	-0.339761	0.2706
PTGFRN	7.23706	0.0270066	-8.06595	0.00035
TTF2	5.94444	4.50095	-0.40131	0.1362
MAN1A2	7.45361	8.79064	0.238029	0.38685
WDR3	12.6039	10.0736	-0.323286	0.2338
PHGDH	131.111	106.597	-0.298624	0.2873
FAM72B	1.89695	0.899488	-1.0765	0.00335
SRGAP2P2	14.9482	13.658	-0.13023	0.66435
NBPF9	6.69647	8.71057	0.379366	0.1672
SEC22B	74.8897	61.7705	-0.277849	0.2908
NOTCH2NL	8.31566	7.66322	-0.117879	0.6613
NBPF10	2.90231	3.03111	0.062648	0.81395
TXNIP	7.66753	5.11802	-0.583177	0.04055
ANKRD34A	2.99462	3.30067	0.140386	0.61505
LIX1L	14.3775	14.1902	-0.0189193	0.9465
RBM8A	20.405	16.8508	-0.276106	0.39235
PEX11B	18.2555	18.0505	-0.0162955	0.9502
ITGA10	1.62611	3.00927	0.88799	0.00195
PIAS3	16.7989	21.2216	0.337166	0.2034
RNF115	17.2693	16.4358	-0.0713668	0.7917
PDIA3P	0.750863	0.824165	0.134383	0.73335
CHD1L	22.5682	17.4296	-0.372749	0.174
BCL9	2.92562	2.18283	-0.42254	0.12385
NBPF15	3.42015	3.26304	-0.0678409	0.7994
NBPF16	3.42015	3.26304	-0.0678409	0.7994
NBPF16	2.26046	2.03707	-0.150119	0.5996
LOC645166	12.6267	15.4966	0.295475	0.352
HIST2H2AC	6.03432	17.7776	1.5588	0.00105
BOLA1	8.83298	12.3562	0.484261	0.1247
VPS45	12.356	11.6604	-0.0835955	0.7492
PLEKHO1	45.6726	69.4873	0.605419	0.04065
C1orf54	1.03896	2.20881	1.08812	0.0488
C1orf51	2.22383	3.23019	0.538573	0.10495
MRPS21	54.3737	1.05989	-5.68092	5e-05
PRPF3	16.0402	14.9921	-0.0974913	0.7105
RPRD2	5.95097	4.9339	-0.270396	0.3076
TARS2	13.3814	9.92515	-0.431071	0.10715
ECM1	32.4279	51.1506	0.657515	0.0155
ADAMTSL4	1.14133	2.21488	0.956518	0.00285
SETDB1	6.63844	7.10867	0.0987335	0.7528
ANXA9	0.857646	1.16617	0.443329	0.29065
PRUNE	4.17084	3.99359	-0.0626524	0.8211
C1orf56	0.815213	1.07475	0.398749	0.84865
MLLT11	18.4396	19.5653	0.0854911	0.7466
GABPB2	1.6092	2.90997	0.854661	0.01045
SCNM1	12.51	16.6642	0.413671	0.19865
TNFAIP8L2	12.51	16.6642	0.413671	0.19865
TNFAIP8L2-SCNM1	12.51	16.6642	0.413671	0.19865
PIP5K1A	26.6546	28.4542	0.0942572	0.72875
PSMD4	120.445	155.006	0.363955	0.19625
ZNF687	6.35742	5.98302	-0.0875669	0.8787
PSMB4	368.202	483.375	0.392647	0.185
CGN	0.232026	0.458144	0.981516	0.0166
TUFT1	12.344	28.6441	1.21443	5e-05
SNX27	4.85888	3.56563	-0.446467	0.0901
OAZ3	2.43283	2.61528	0.104328	0.95325
CHTOP	38.2671	29.1005	-0.395062	0.37315
SNAPIN	36.7712	32.6503	-0.17148	0.51695
INTS3	16.7191	14.0221	-0.253791	0.3432
SLC27A3	0.390059	1.03483	1.40763	0.0051
CREB3L4	2.3965	2.17466	-0.140139	0.9264
RPS27	2710.25	3360.79	0.310376	0.2986
UBAP2L	61.5258	51.0499	-0.269282	0.51
HAX1	56.7043	88.4993	0.642207	0.01685
ATP8B2	16.168	20.6724	0.354559	0.22225
IL6R	0.367439	0.420881	0.195906	0.6369
CKS1B	112.103	82.2443	-0.446843	0.09985
FLAD1	15.7189	19.6847	0.324574	0.2266
ZBTB7B	8.52571	10.7352	0.332461	0.2099
ADAM15	91.1413	124.064	0.444908	0.1203
EFNA4	6.48719	9.19847	0.5038	0.7711
EFNA3	1.06644	1.94389	0.866139	0.0302
EFNA1	1.09059	1.19237	0.128721	0.7506
SLC50A1	14.7799	19.5452	0.403178	0.14885
TRIM46	4.69329	6.90255	0.55653	0.04525
MTX1	32.1459	60.8668	0.92102	0.0029
HCN3	0.781303	1.02428	0.390653	0.3364
FDPS	90.1962	90.1803	-0.000253968	0.99945
RUSC1	23.2596	22.9776	-0.0176023	0.9771
LOC645676	0.703508	1.15782	0.718767	0.69675
MSTO1	8.6214	10.2459	0.249057	0.3461
DAP3	40.5594	31.9398	-0.34468	0.19345
SYT11	13.048	14.5626	0.158432	0.5612
LAMTOR2	60.2745	94.1161	0.642893	0.0228
LMNA	553.573	1174.34	1.085	0.0047
SLC25A44	10.1889	9.83691	-0.0507155	0.8509
BGLAP	50.3553	74.3461	0.562112	0.0618
PMF1	50.3553	74.3461	0.562112	0.0618
PMF1-BGLAP	50.3553	74.3461	0.562112	0.0618
TMEM79	1.98977	1.92065	-0.0510024	0.8817
C1orf182	0.313425	0.438821	0.485511	0.30925
APOA1BP	49.0105	49.5156	0.0147914	0.95605
RRNAD1	5.92986	7.78792	0.393242	0.1705
PRCC	39.4764	35.102	-0.169436	0.5178
PEAR1	1.36599	2.03021	0.571678	0.06195
KIRREL	12.6925	19.3835	0.61085	0.04225
IFI16	22.4897	18.6203	-0.272388	0.30785
DUSP23	29.8236	51.0131	0.774415	0.00635
LOC100505633	0.047961	3.0234	5.97817	0.0064
PEA15	150.22	176.67	0.233976	0.42605
NCSTN	47.4174	56.1023	0.242644	0.64165
SLAMF7	15.4367	3.12741	-2.30332	5e-05
KLHDC9	1.20018	1.3296	0.147745	0.7343
NIT1	14.3471	16.4835	0.200261	0.821
UFC1	79.2891	79.9563	0.012088	0.9632
USP21	10.4802	9.20942	-0.186487	0.4965
PPOX	6.77737	12.2418	0.853024	0.00375
NDUFS2	47.3499	36.718	-0.366875	0.17095
TOMM40L	7.68258	7.83647	0.0286142	0.9186
SDHC	29.0504	24.6032	-0.239714	0.36565
FCRLB	1.28281	1.37399	0.099063	0.8065
DUSP12	17.5358	13.3197	-0.396741	0.13985
ATF6	10.0695	10.5366	0.0654119	0.8021
NOS1AP	0.600118	0.599449	-0.00160922	0.99655
C1orf226	2.53056	2.25248	-0.167943	0.5987
UHMK1	20.3622	16.7106	-0.285125	0.3079
UAP1	77.4353	92.0987	0.250189	0.36525
DDR2	17.7144	23.3452	0.398202	0.1825
HSD17B7	4.55272	3.06658	-0.570098	0.0756
RGS4	190.957	187.556	-0.0259326	0.93485
NUF2	28.0163	21.0821	-0.410247	0.13975
PBX1	2.57877	2.59184	0.00729208	0.9809
MGST3	46.4402	45.429	-0.0317609	0.90535
UCK2	14.2274	11.7603	-0.274751	0.2981
POGK	15.2093	18.4108	0.275595	0.29895
POU2F1	1.01995	0.827125	-0.302324	0.28095
MPZL1	24.5877	23.3588	-0.0739718	0.78375
DCAF6	20.5076	18.4263	-0.154389	0.6616
TIPRL	20.3816	20.6307	0.0175247	0.96455
SFT2D2	5.52629	5.05708	-0.128007	0.71625
ATP1B1	35.7402	39.7682	0.154067	0.6234
BLZF1	8.26816	7.12804	-0.214061	0.44335
C1orf112	4.45243	2.97583	-0.5813	0.12895
GORAB	3.02183	2.57454	-0.231106	0.43315
PRRX1	5.96275	4.81568	-0.30824	0.244
PRRC2C	19.6785	29.5035	0.584265	0.05965
METTL13	13.4255	11.5512	-0.216935	0.42255
C1orf9	15.1381	16.0572	0.0850358	0.76065
PRDX6	166.205	171.811	0.0478613	0.86455
KLHL20	4.90288	5.91669	0.271161	0.3197
DARS2	12.7679	10.0366	-0.347257	0.18865
ZBTB37	0.859469	0.96032	0.160071	0.6968
RABGAP1L	3.83886	7.21806	0.910933	0.092
CACYBP	50.0679	32.0675	-0.642773	0.0199
PAPPA2	1.25981	2.66498	1.08093	0.00115
RASAL2	5.94834	5.27125	-0.174344	0.5227
RALGPS2	4.09145	4.01561	-0.0269926	0.9233
FAM20B	13.9179	14.215	0.0304783	0.90545
TOR3A	18.0179	17.4304	-0.0478287	0.8555
SOAT1	14.0198	10.4072	-0.429887	0.10515
TOR1AIP1	11.7365	10.2795	-0.191227	0.47295
CEP350	2.66582	2.74604	0.0427746	0.8733
QSOX1	297.783	376.367	0.33788	0.31565
XPR1	4.20658	5.78093	0.458653	0.0924
KIAA1614	0.409685	0.645959	0.656929	0.0922
MR1	2.30112	2.17617	-0.0805465	0.77025
IER5	50.138	49.6397	-0.0144102	0.95705
DHX9	57.5364	43.9707	-0.387934	0.1712
LAMC1	57.8742	81.7222	0.497806	0.1161
LAMC2	0.936058	1.32813	0.504731	0.10085
SMG7	14.3761	14.193	-0.018488	0.9467
RGL1	6.43466	6.46787	0.0074268	0.9793
TSEN15	20.55	17.0319	-0.270902	0.3208
C1orf21	6.40273	5.82394	-0.13669	0.6062
RNF2	4.89786	2.93545	-0.738567	0.00785
SWT1	0.583761	0.423909	-0.461622	0.58715
HMCN1	1.32028	0.916888	-0.526024	0.62675
C1orf27	3.41575	3.26796	-0.0638123	0.95915
PLA2G4A	2.2029	0.653869	-1.75233	5e-05
RGS2	1.39795	0.564511	-1.30824	0.00495
TROVE2	6.30963	8.92984	0.501079	0.3491
CDC73	8.28191	6.83139	-0.277784	0.3087
CFH	24.6939	19.2648	-0.358184	0.20545
C1orf53	9.80714	23.1073	1.23645	0.00035
