symbol	uninfected_12.FPKM	SC35M_dNS1_12.FPKM	uninfected_12_SC35M_dNS1_12.logfc	uninfected_12_SC35M_dNS1_12.qvalue
NOX1	0.255206	0.367601	0.526481	0.780297
E2F2	12.8528	11.4315	-0.169066	0.738072
PSMB1	159.041	156.672	-0.0216498	0.951929
SYN1	0.0535508	0.214169	1.99977	1
JARID2	5.85651	5.33368	-0.134911	0.575411
CDKL5	1.69877	1.49873	-0.180747	0.659503
CAMK1G	0.00831905	0.011009	0.404196	1
CDK11A	28.1359	29.1254	0.0498662	0.958313
NADK	124.675	124.744	0.00079835	0.999219
TFAP2B	0	0	0	1
TFAP2D	0	0	0	1
DLEC1	0.0126788	0.00763978	-0.730819	1
CYTH3	9.42234	10.0124	0.0876305	0.914104
ADAM22	1.28507	1.26122	-0.0270255	0.978474
SYPL1	48.8247	47.4489	-0.0412363	0.9368
CYB561	25.3952	23.0437	-0.140181	0.702622
SPAG9	32.278	35.0707	0.119719	0.887677
CELSR3	2.75307	2.47488	-0.153679	0.741579
AASS	0.180228	0.158196	-0.188108	1
PLEKHG6	0.701188	2.34423	1.74124	0.0118335
SS18L2	20.1352	20.6154	0.0340011	0.976573
MPND	9.56506	10.7431	0.167569	0.856048
MGST1	837.294	771.702	-0.117691	0.923795
CRY1	7.83624	7.68877	-0.0274086	0.973727
PGLYRP1	0.244271	0.0431154	-2.50221	1
NFIX	4.85269	7.44734	0.61794	0.643919
ST3GAL1	6.87082	6.27891	-0.129969	0.926172
MMP25	0.951077	0.550375	-0.789147	0.554451
IL32	15.725	32.3029	1.03861	0.000538752
PKD1	30.0095	28.4087	-0.0790869	0.946629
MAPK8IP2	0.0276607	0.015549	-0.831017	1
MED24	104.487	92.7981	-0.171163	0.698707
RHOBTB2	31.3088	26.8224	-0.223133	0.829762
HEATR5B	5.29996	4.62444	-0.196702	0.536564
SEC62	197.632	236.073	0.256416	0.426388
RPS20	1685.02	1740.71	0.0469037	0.882008
CSDE1	558.102	581.499	0.0592493	0.915846
UBE3C	36.1114	38.7541	0.101897	0.807937
REV3L	8.43029	7.92958	-0.0883384	0.925882
TENM1	0.00669319	0.00853506	0.350707	1
PAX7	0	0	0	1
MASP2	0.240008	0.273867	0.190392	1
IYD	0.0173326	0.0129393	-0.421728	1
FAM76A	4.51391	4.08158	-0.145248	0.780999
TRAF3IP3	1.98469	1.7733	-0.162479	0.916851
POMT2	48.6141	51.5848	0.0855717	0.913231
VTA1	23.9541	24.945	0.0584763	0.885418
MLXIPL	7.20967	4.70531	-0.615645	0.0770042
BAZ1B	37.6079	42.9976	0.193223	0.147328
RANBP9	37.197	31.0903	-0.258721	0.517358
ETV7	0.0121136	0.00544612	-1.15333	1
SPRTN	8.38716	7.746	-0.114731	0.891357
METTL13	34.7449	33.2323	-0.0642142	0.893047
DYRK4	18.2376	16.5695	-0.138388	0.935058
ZNF207	101.076	102.708	0.0230998	0.958646
UQCRC1	326.417	323.189	-0.0143354	0.97521
STARD3NL	7.19093	7.2425	0.0103094	0.982949
CD9	124.057	130.292	0.0707444	0.783928
HHATL	0	0	0	1
NCAPD2	434.416	434.192	-0.000744585	0.99949
IFFO1	0.117998	0.100418	-0.232741	1
GIPR	13.0029	0.278635	-5.54431	0.000538752
PHF7	2.08215	2.07506	-0.00492168	0.998365
SEMA3G	1.32039	1.22589	-0.107137	0.903747
NISCH	15.0613	15.2733	0.020173	0.976684
STAB1	0.456198	0.257865	-0.823047	0.593628
FUZ	14.3006	14.1761	-0.0126145	0.992262
SLC6A13	0.0121482	0.023105	0.927456	1
IDS	8.04513	8.38177	0.0591393	0.94435
PRSS3	0	0.0374879	Inf	1
ZNF200	7.68492	8.30921	0.112681	0.709487
CD4	0	0.029539	Inf	1
LRRC23	3.72589	3.22927	-0.206378	0.919714
BTK	0	0	0	1
HFE	13.4111	11.3508	-0.240639	0.460982
SCMH1	10.6266	10.6509	0.00330285	0.996558
FYN	61.7913	59.6133	-0.0517703	0.90101
HIVEP2	0.758118	0.993252	0.389738	0.705623
FMO1	0	0.019214	Inf	1
TCEB3	33.7216	35.1365	0.0592985	0.950369
LYPLA2	101.564	108.805	0.0993508	0.853267
CLCN6	4.02284	4.70099	0.224749	0.69822
MRC2	7.14773	8.55758	0.259718	0.901927
NME2	589.887	699.411	0.245702	0.572492
SLC6A7	0.194996	0.194335	-0.00490371	1
TSPAN9	3.76954	4.07592	0.112735	0.913001
BTBD7	16.0324	14.9517	-0.100677	0.965912
APBA3	8.55082	7.85433	-0.122576	0.817176
MKS1	18.9762	18.0032	-0.0759407	0.885418
ABHD5	17.7882	19.595	0.139567	0.796135
KAL1	0	0	0	1
AKAP8L	66.5102	73.807	0.150184	0.763588
MBTD1	4.5486	4.38068	-0.0542669	0.910161
UTP18	48.0603	56.1657	0.224844	0.346149
RNF216	12.7057	13.1554	0.05017	0.950152
TTC19	21.07	21.8406	0.0518232	0.946951
PTBP1	1178.75	1187.7	0.0109148	0.99142
DPF1	2.52165	3.29867	0.387516	0.421715
SYT7	1.33416	1.27034	-0.0707254	0.952897
LARS2	28.5872	29.918	0.0656428	0.925709
PIK3C2A	22.7106	20.1442	-0.172998	0.921849
PLAUR	21.889	27.2124	0.314057	0.0775697
ANLN	142.611	132.758	-0.10328	0.881093
WIZ	52.2458	60.7375	0.217272	0.911176
RABGAP1	31.0872	34.9989	0.170988	0.764536
DCN	1.19222	0.345643	-1.7863	0.00194575
QPCTL	15.5208	13.5364	-0.197353	0.859401
PPP5C	73.5794	76.1873	0.0502476	0.941987
CEP68	2.18212	2.35067	0.107339	0.948872
MAP4K3	10.5293	9.85414	-0.0956121	0.969001
ZBTB32	0.743167	0.11284	-2.71941	0.0694885
TYROBP	0	0	0	1
TMEM159	5.96526	7.21032	0.273477	0.56287
GABRA3	0	0	0	1
BRCA1	35.3235	33.5404	-0.0747285	0.922274
ERCC1	39.1319	42.9144	0.133117	0.902844
CD22	0.540785	0.575754	0.0903974	0.946058
SEMA3B	91.5924	69.5762	-0.396635	0.00362295
MBTPS2	19.6811	18.2118	-0.111932	0.625966
PRICKLE3	54.4109	53.5391	-0.0233025	0.968754
LTF	0	0.00990053	Inf	1
EXTL3	15.6287	14.1397	-0.144441	0.857202
NR1H4	0	0	0	1
ELOVL5	41.8696	47.7671	0.190113	0.355465
ALOX5	0.218577	0.159261	-0.456747	1
KDM5D	0	0	0	1
CALCOCO1	18.5778	15.9238	-0.2224	0.481664
UBR7	28.4233	33.2951	0.228237	0.558199
MAP4K5	32.2916	26.7704	-0.270519	0.831205
EHD3	0	0	0	1
PSMC4	82.6454	81.7666	-0.015423	0.965486
MAN2B2	13.2291	3.95225	-1.74297	0.45034
SLC7A14	0.00415262	0.0019358	-1.10109	1
CLDN11	0.150258	0.187062	0.316077	1
SLC25A39	157.012	157.446	0.00397919	0.989613
MVP	80.3745	61.5626	-0.384684	0.823032
NUB1	59.9112	60.0512	0.00336734	0.99358
PGM3	88.7423	83.2343	-0.0924449	0.978094
RWDD2A	3.13827	2.96572	-0.0815866	0.958806
CLK1	25.768	32.9481	0.354617	0.194499
POLR3B	16.1069	15.2327	-0.0804988	0.922207
ANGEL1	11.1531	10.8602	-0.0384047	0.95968
RNF14	27.902	28.2194	0.0163199	0.979205
DNASE1L1	22.0816	22.0327	-0.00319725	0.997497
DDX11	50.6042	52.1832	0.0443281	0.949745
HEBP1	34.6679	32.7743	-0.0810363	0.743239
GPRC5A	299.139	368.118	0.299354	0.169199
MAMLD1	4.36892	4.61012	0.0775303	0.927186
CD6	0	0	0	1
TACC3	53.653	49.843	-0.10627	0.79677
UFL1	9.9695	8.79918	-0.180151	0.279554
POLA2	60.8226	55.3937	-0.134886	0.672867
ZC3H3	9.63168	9.521	-0.0166746	0.966165
CAPN1	117.614	127.411	0.115423	0.89242
ACPP	4.29165	4.40802	0.0385964	0.96633
MDH1	293.664	289.786	-0.019179	0.961141
SLC30A9	21.0148	19.9485	-0.0751222	0.834046
MTMR11	3.49395	3.20371	-0.125114	0.820984
COX15	37.2599	32.0146	-0.218894	0.50581
CCDC88C	7.45933	7.9225	0.086909	0.937556
YAF2	55.944	75.376	0.430122	0.614327
ZMYND11	15.9914	13.385	-0.256675	0.440438
WAS	0.11925	0.397582	1.73726	0.0849712
DPEP1	0.704297	0.712318	0.0163367	0.991263
BID	35.2479	33.9493	-0.0541541	0.95711
MATR3	473.888	503.222	0.0866499	0.91648
NPC1L1	0.021081	0.0206234	-0.03166	1
XYLT2	6.83266	6.26324	-0.12554	0.728649
RGPD5	0.0970179	0.216162	1.15579	1
STMN4	0	0	0	1
NUDCD3	39.8733	39.7264	-0.00532346	0.994607
ISL1	0.0110358	0.0243161	1.13972	1
CHDH	3.89977	3.27869	-0.25027	0.319467
IL20RA	1.96405	2.1462	0.127957	0.940569
CLCA1	0	0	0	1
CLCA4	0	0	0	1
GLT8D1	46.7378	46.769	0.000962978	0.999435
ATP2C1	96.695	106.916	0.144964	0.721735
SRCIN1	2.97367	2.95994	-0.00667928	0.994788
IGF1	0	0.00132135	Inf	1
SLC38A5	354.373	362.436	0.0324565	0.940574
MAGIX	2.62209	2.19739	-0.254929	0.660651
RALBP1	21.3947	22.0411	0.0429478	0.924414
RUFY3	5.83007	5.3824	-0.115262	0.914793
CNTN1	0.0493748	0.00321375	-3.94145	1
SLC11A1	0.184448	0.297176	0.688102	1
WWTR1	27.6893	30.669	0.147454	0.782054
AGPS	20.6095	22.6902	0.138757	0.867939
ZNF806	0	0	0	1
CXorf56	29.4395	29.4273	-0.000598559	0.998889
ATP1A2	0.00819635	0.06885	3.0704	1
TTC27	24.3725	23.7999	-0.0342992	0.962985
ZNF582	0	0	0	1
VSIG2	0.0104215	0.0152578	0.549981	1
PHLDB1	8.87297	6.82007	-0.37963	0.441859
MARCO	2.40033	3.20067	0.415139	0.468618
CYP24A1	0	0.0706613	Inf	1
PRDM11	12.4462	10.9506	-0.1847	0.602489
SYT13	0.178808	0.197098	0.140496	1
SNAI2	2.32341	3.05626	0.395523	0.0423128
CD74	0.229444	0.488653	1.09067	0.120097
HGF	0.0119402	0.0302577	1.34147	1
ZRANB1	9.94176	11.5308	0.213922	0.696377
NCDN	14.6106	13.1567	-0.151217	0.715005
GPR124	1.38953	1.5684	0.174698	0.909141
CCT8L1P	0	0	0	1
ZFP64	11.1049	10.5401	-0.0753098	0.87412
MNAT1	40.882	43.4344	0.0873718	0.949962
SAMD4A	2.1083	2.59408	0.299142	0.795522
RUNX3	0.0365957	0.0148134	-1.30477	1
MRE11A	22.4991	21.893	-0.0393963	0.956189
PLEKHB1	0.168552	0.477139	1.50121	0.0147632
SERPINB1	58.1578	99.6811	0.777348	0.000538752
CYP3A43	0	0	0	1
SLC7A9	0	0	0	1
SPAST	5.59471	5.95511	0.0900643	0.688042
NRXN3	0	0	0	1
OSBPL5	26.3993	25.1912	-0.0675761	0.916313
AQR	17.7549	18.2466	0.0394118	0.960776
CPS1	486.491	423.342	-0.200587	0.824882
C8B	0	0	0	1
FHL1	57.6386	41.7938	-0.463745	0.0252472
RTFDC1	113.598	115.047	0.0182773	0.974722
GABRA1	0	0	0	1
NLRP2	0.0209146	0	-Inf	1
SLC45A4	3.18912	3.29654	0.0477944	0.962123
RNF10	334.751	332.584	-0.00937061	0.98809
ZNF839	11.526	10.4225	-0.145202	0.87981
ZDHHC6	35.959	51.1401	0.508102	0.295246
GRAMD1B	21.2058	29.2958	0.46623	0.0184811
RNH1	58.7096	56.2378	-0.0620562	0.87702
NDUFS1	52.6883	51.0902	-0.0444345	0.96455
RB1CC1	29.6155	28.1362	-0.0739244	0.9206
ERP44	9.14026	8.97833	-0.0257875	0.943665
ALAS1	31.3781	29.6434	-0.0820466	0.797784
BIRC3	8.56516	7.77976	-0.138755	0.842732
AKAP11	4.16223	3.91642	-0.0878203	0.693047
GLRX2	44.9989	45.5966	0.0190363	0.963406
SNAPC1	4.68274	6.14916	0.393034	0.746778
DERA	60.0062	49.0891	-0.289709	0.258468
STRAP	164.356	171.144	0.0583903	0.877489
ABCC2	56.4524	45.3121	-0.317138	0.00773312
DEF6	0.20801	0.117413	-0.825059	1
PLEKHO1	0.532738	0.362416	-0.555781	0.552801
GCLM	40.2225	38.2775	-0.0715059	0.9249
UBR2	7.69576	7.53825	-0.0298335	0.94336
EHD2	27.4579	27.4323	-0.00134476	0.997458
DEPDC1	38.9255	38.4404	-0.0180901	0.979584
CCDC28A	5.42958	5.53257	0.0271102	0.955758
RRAGD	0.00518246	0	-Inf	1
HSF2	2.20399	2.42294	0.13664	0.648548
PHF20	37.4809	33.2599	-0.172372	0.857427
HSD17B6	2.32076	2.84983	0.296278	0.937556
NR1H3	52.718	47.8464	-0.139888	0.800241
TYMP	1.3437	1.92368	0.517655	0.666215
NCAPH2	34.6973	35.6467	0.0389437	0.95896
TOMM34	72.6497	69.7566	-0.0586264	0.822015
SEC63	125.953	125.135	-0.00940708	0.986167
KPNA6	32.9806	32.6687	-0.0137083	0.979646
VIM	323.08	341.957	0.0819243	0.7128
RTEL1-TNFRSF6B	2.19463	2.33314	0.0883002	0.952994
FAS	11.0963	11.5048	0.0521574	0.943328
RNASET2	17.283	14.673	-0.236191	0.373143
CD44	597.947	666.685	0.156987	0.63421
KCNG1	0	0	0	1
AGPAT4	0.923221	1.0962	0.24776	0.76121
SLAMF7	0.0571063	0	-Inf	1
BTN3A1	7.95522	7.43787	-0.0970123	0.845696
MIPEP	9.02189	8.95712	-0.0103948	0.985333
PRKCH	5.71081	8.76628	0.618271	0.280537
INSRR	0.0108792	0.00183007	-2.5716	1
IFNGR1	16.3787	19.6249	0.260865	0.275825
B4GALT7	18.2754	14.83	-0.301387	0.288753
SH2D2A	7.75213	6.34983	-0.287874	0.311754
VRK2	9.04827	9.17483	0.0200393	0.984717
TNFRSF1B	0	0.00267532	Inf	1
VEZT	45.0018	41.1388	-0.129481	0.733059
POU2F2	0.0570025	0.797889	3.80709	0.000538752
BRD9	41.6523	37.4878	-0.151975	0.898055
SNX1	112.106	830.977	2.88994	0.000538752
TBPL1	8.59123	10.3505	0.26876	0.536055
ARNTL2	10.5122	12.2111	0.216138	0.503433
BCLAF1	89.2302	91.8651	0.0419848	0.950086
SLC39A9	30.0355	31.2068	0.0551897	0.934407
ANK1	0.805174	0.311311	-1.37094	0.042574
IBSP	0	0	0	1
TFB1M	14.4326	13.2409	-0.124325	0.938008
RABEP1	38.7629	43.7727	0.175352	0.910458
HMGB3	145.702	147.759	0.0202327	0.96455
NUP160	77.0835	83.6367	0.117714	0.586209
BAK1	12.2017	12.9628	0.0872913	0.724099
MUSK	0	0	0	1
IKZF2	0.215794	0.239481	0.150252	1
GRN	270.461	253.45	-0.0937185	0.825356
FAM13B	11.7226	10.9613	-0.0968689	0.861359
ARHGAP31	0.100482	0.0794932	-0.338028	1
NR2E3	0.032799	0.0183315	-0.839324	1
CENPQ	13.4133	15.1151	0.172327	0.334937
SARS	82.939	87.1483	0.0714232	0.816335
RANBP3	61.1486	65.3048	0.0948681	0.854521
ARID4A	10.308	12.6288	0.292952	0.709487
TSSC1	26.5653	27.7828	0.0646461	0.880333
PNPLA6	75.9435	70.2045	-0.113364	0.829762
IFT88	3.26593	2.77467	-0.235176	0.639332
ALG1	45.1828	46.6802	0.0470372	0.964657
ZCCHC8	11.9046	13.7066	0.20335	0.280537
ABCF2	94.1333	107.44	0.19076	0.70689
CHPF2	16.7673	16.5136	-0.0220031	0.974171
LRRC7	0.0548841	0.123511	1.17018	1
FUT8	16.8287	14.3018	-0.234731	0.564401
UBA6	34.7739	36.1332	0.0553204	0.964367
GAB2	3.25639	3.03574	-0.101223	0.888062
ATP6V0A1	44.6091	40.8328	-0.127611	0.812386
PIAS1	16.4632	15.2369	-0.111672	0.910913
SLC4A7	6.00312	7.15388	0.253013	0.636025
APBA2	0	0	0	1
UHRF1	44.6918	51.7085	0.21039	0.115296
MAP2K3	31.6743	32.7883	0.0498653	0.930473
EFCAB1	0	0	0	1
TMSB10	2796.55	2998.98	0.100824	0.623752
ASTE1	6.58978	4.73187	-0.47782	0.764943
RNF19A	60.8835	60.2037	-0.0162005	0.991673
PEX3	29.9109	25.1762	-0.24861	0.881483
GABARAPL2	69.95	68.8492	-0.0228832	0.965196
MYOC	0	0	0	1
SH3YL1	1.71174	1.59037	-0.106101	0.959314
FAM136A	59.2683	61.4516	0.0521878	0.859121
VCL	64.6759	61.8405	-0.0646761	0.93246
DEPDC1B	20.7868	19.5224	-0.0905378	0.780277
DAPK2	6.68558	5.98169	-0.160499	0.74529
NSMAF	27.5447	29.0967	0.0790794	0.877973
ADSS	37.759	38.9696	0.0455287	0.891165
STAP1	0	0	0	1
TIMP2	82.7691	80.0902	-0.0474663	0.866609
RFC1	78.0153	74.5896	-0.0647824	0.921471
TBC1D23	28.5981	30.5179	0.0937352	0.88474
CUL3	33.8378	33.9999	0.00689308	0.988985
MYOM2	0.0158985	0	-Inf	1
OTC	0	0	0	1
CYP46A1	0.00798924	0	-Inf	1
ZZZ3	21.8827	21.2211	-0.0442958	0.950099
SLC18A1	0	0	0	1
USP2	1.6233	1.25844	-0.367296	0.652764
CASR	0	0	0	1
TUBG2	3.28616	3.67931	0.163035	0.659628
RPL26L1	164.76	164.707	-0.000463487	0.999318
FLT4	0.109848	0.0236837	-2.21355	1
NSUN2	114.228	128.574	0.17068	0.546045
FBXO42	5.12663	4.80774	-0.0926514	0.878977
MFAP3	26.0385	23.437	-0.151861	0.825145
MRI1	19.4262	17.3533	-0.162796	0.768853
METTL1	30.4947	29.171	-0.0640241	0.963534
HOXC8	0.355881	0.393055	0.143335	0.961462
AGA	10.8339	9.35239	-0.212149	0.747318
PI4K2B	15.7287	14.6268	-0.104787	0.912323
BOD1L1	9.22521	13.6618	0.566495	0.00737689
