symbol	uninfected_24.FPKM	SC35M_dNS1_24.FPKM	uninfected_24_SC35M_dNS1_24.logfc	uninfected_24_SC35M_dNS1_24.qvalue
SPATA20	10.4581	7.51702	-0.476391	0.115484
CACNA1G	0.0208776	0.0168513	-0.30909	1
TNFRSF12A	44.3116	61.2558	0.467163	0.500582
DLX6	0	0	0	1
MAP3K9	1.74886	1.93571	0.146448	0.604949
RALA	59.4138	65.9539	0.150658	0.884917
BAIAP2L1	13.5542	15.3597	0.18041	0.62437
JHDM1D	1.90029	5.09309	1.42232	0.000538752
ETV1	0	0	0	1
AGK	14.9537	16.823	0.169933	0.804062
ALDH3B1	86.774	51.001	-0.766736	0.000538752
TTC22	0	0	0	1
PHTF2	10.1036	7.52452	-0.425203	0.1113
CCL26	15.1337	11.6618	-0.375978	0.142851
FARP2	15.5114	16.7844	0.11379	0.926317
USH1C	5.1965	4.96054	-0.0670428	0.977981
GGCT	90.6851	80.4415	-0.172925	0.624585
DBF4	25.2746	31.8919	0.335498	0.358325
TBXA2R	3.02482	2.79326	-0.114902	0.806274
IFRD1	70.1809	61.7342	-0.185007	0.600788
LGALS14	0	0	0	1
COX10	12.0265	11.844	-0.0220594	0.967848
GTF2IRD1	42.1349	46.9733	0.156827	0.776669
PAF1	39.6216	44.3527	0.162735	0.631682
VPS41	37.2114	37.8013	0.0226903	0.981001
ARHGAP44	0.0622018	0.0821789	0.401813	1
ELAC2	84.1807	93.9352	0.158177	0.767005
SCIN	0.627341	0.463306	-0.437284	0.597682
ARSD	6.53472	4.55016	-0.522208	0.545133
PNPLA4	25.4114	23.9363	-0.0862757	0.826215
MYH13	0.00148314	0.00399141	1.42824	1
ADIPOR2	55.2399	58.4425	0.0813064	0.92377
CDKL3	1.71764	1.07753	-0.672695	0.770542
UPP2	0	0	0	1
PRSS21	204.848	172.38	-0.248958	0.18274
MARK4	4.82584	5.33449	0.144569	0.930009
PROM1	0.275387	0.130745	-1.07471	1
CCDC124	143.564	143.412	-0.00153131	0.995337
CEACAM21	0	0	0	1
PAFAH1B1	64.067	72.9905	0.188127	0.562523
NOS2	0.00689625	0.738696	6.74302	0.509201
DNAH9	0.0278056	0.0232218	-0.259896	1
KIAA0100	104.601	98.3559	-0.0888072	0.942936
SLC13A2	0.115606	0.0756787	-0.61126	1
GAS7	6.03766	4.29136	-0.492553	0.38308
TRAPPC6A	7.8799	5.60832	-0.490608	0.646543
MATK	30.14	24.5923	-0.293472	0.0905746
CEACAM7	0.00371117	0.0123164	1.73063	1
CD79B	0.108016	0.0394703	-1.45241	1
SCN4A	0.0983972	0.0501282	-0.972994	1
ST7L	34.5543	42.1854	0.28788	0.772385
TKTL1	0.0366593	0.00929356	-1.97987	1
PAX6	15.8118	22.1059	0.483425	0.757993
RPUSD1	12.9989	13.5603	0.0609954	0.923061
RHBDF1	8.71732	5.62991	-0.630772	0.0209003
LUC7L	32.5708	49.3447	0.599316	0.000538752
CACNA2D2	0.0477864	0.0265428	-0.848276	1
BAIAP3	0.806559	1.1799	0.548809	0.702051
TSR3	43.1218	43.3499	0.00760902	0.983226
PIGQ	31.3538	25.3444	-0.306977	0.303148
CRAMP1L	23.3413	14.7476	-0.662406	0.674172
TEAD3	6.11529	6.03572	-0.0188958	0.972675
SELE	0	0.0166535	Inf	1
DNAJC11	92.34	106.348	0.203761	0.800434
FMO3	0	0	0	1
MYLIP	5.96853	10.2997	0.78716	0.000538752
NOX1	0.475208	0.44822	-0.0843513	0.970956
E2F2	17.4664	12.4791	-0.485065	0.0634037
PSMB1	126.299	128.386	0.0236486	0.945653
SYN1	0.0511149	0.259983	2.3466	1
JARID2	5.27339	5.33963	0.0180081	0.967548
CDKL5	1.46584	2.14215	0.547335	0.0144557
CAMK1G	0.0173868	0.187147	3.42811	1
CDK11A	22.2781	31.1759	0.484808	0.191506
NADK	108.38	157.874	0.542671	0.480594
TFAP2B	0	0	0	1
TFAP2D	0	0	0	1
DLEC1	0.00971713	0.0212197	1.1268	1
CYTH3	10.6778	8.32568	-0.358978	0.368952
ADAM22	1.68664	1.37845	-0.291104	0.707247
SYPL1	43.3277	44.9391	0.0526834	0.910681
CYB561	20.8813	18.733	-0.156631	0.680293
SPAG9	26.6585	32.5347	0.287381	0.425711
CELSR3	3.29734	3.09534	-0.091206	0.844982
AASS	0.172029	0.199369	0.212791	1
PLEKHG6	1.91353	4.53357	1.24441	0.422181
SS18L2	18.7778	20.4361	0.122093	0.913554
MPND	7.83293	8.30785	0.0849237	0.942847
MGST1	698.295	699.879	0.00326823	0.996479
CRY1	9.23829	9.58176	0.0526649	0.917235
PGLYRP1	0.107871	0.0698953	-0.626037	1
NFIX	5.14145	8.30019	0.690971	0.639248
ST3GAL1	5.91116	8.5429	0.531285	0.275565
MMP25	0.509864	0.729517	0.516829	0.758937
IL32	22.0287	44.2043	1.00481	0.000538752
PKD1	25.5869	24.4565	-0.0651917	0.956722
MAPK8IP2	0.0439086	0.064197	0.548004	1
MED24	80.6965	91.0056	0.173448	0.7173
RHOBTB2	43.6871	36.376	-0.264218	0.786383
HEATR5B	5.7853	4.88836	-0.24304	0.376183
SEC62	185.006	212.605	0.200609	0.581339
RPS20	1879.54	1694.72	-0.149329	0.439284
CSDE1	518.592	497.234	-0.0606749	0.918569
UBE3C	29.2862	34.624	0.241551	0.41895
REV3L	10.9189	15.179	0.475243	0.498966
TENM1	0.0054312	0.00761552	0.487673	1
PAX7	0	0	0	1
MASP2	0.436164	0.338123	-0.367322	0.719197
IYD	0.00955061	0.0331131	1.79374	1
FAM76A	4.93347	7.88692	0.676859	0.0051878
TRAF3IP3	1.85199	1.95536	0.0783628	0.956875
POMT2	41.9192	46.4878	0.14924	0.836691
VTA1	22.0805	25.8202	0.225725	0.212675
MLXIPL	10.5127	4.1244	-1.34987	0.000538752
BAZ1B	43.3961	44.9725	0.0514764	0.842969
RANBP9	33.699	34.0702	0.0158041	0.979556
ETV7	0	0.0130112	Inf	1
SPRTN	8.46911	9.10662	0.104706	0.909847
METTL13	32.8328	32.8651	0.00141912	0.997151
DYRK4	18.1887	16.5967	-0.132147	0.94167
ZNF207	59.3426	67.1643	0.178627	0.376702
UQCRC1	294.328	297.848	0.0171487	0.97018
STARD3NL	4.61538	5.83528	0.338354	0.19728
CD9	117.917	108.87	-0.115161	0.559838
HHATL	0.100423	0	-Inf	1
NCAPD2	318.698	248.319	-0.359994	0.789479
IFFO1	0.103981	0.251524	1.27438	1
GIPR	0.275405	0.124472	-1.14573	1
PHF7	3.17031	2.37416	-0.417205	0.854161
SEMA3G	0.926067	1.29103	0.479331	0.236642
NISCH	15.0361	15.5408	0.0476263	0.951929
STAB1	0.443386	0.239377	-0.889279	0.572253
FUZ	16.5342	12.3425	-0.421818	0.64621
SLC6A13	0.026136	0.241692	3.20906	1
IDS	7.18289	6.54236	-0.134753	0.841332
PRSS3	0.0454822	0	-Inf	1
ZNF200	8.13726	17.4588	1.10134	0.000538752
CD4	0.0390147	0.0150358	-1.37562	1
LRRC23	5.1364	4.02119	-0.353135	0.850113
BTK	0.00853746	0.352103	5.36605	1
HFE	13.6844	15.9492	0.220951	0.485685
SCMH1	10.9675	12.7024	0.21187	0.749732
FYN	67.0582	82.567	0.300152	0.103136
HIVEP2	1.61447	1.58566	-0.0259771	0.98139
FMO1	0.00663699	0	-Inf	1
TCEB3	25.6824	30.048	0.226487	0.687833
LYPLA2	88.1292	96.6451	0.133078	0.740358
CLCN6	3.67568	5.11612	0.477038	0.291297
MRC2	6.47727	6.33948	-0.0310225	0.977638
NME2	772.089	690.925	-0.160237	0.671387
SLC6A7	0.249048	0.316994	0.348033	1
TSPAN9	2.62005	2.78254	0.0868073	0.948404
BTBD7	15.9248	16.7123	0.0696381	0.973538
APBA3	6.22182	7.72578	0.312344	0.343724
MKS1	18.8039	18.7976	-0.000478586	0.999233
ABHD5	21.9132	21.8325	-0.00532309	0.992355
KAL1	0	0	0	1
AKAP8L	50.9361	82.8086	0.70109	0.00362295
MBTD1	4.10708	4.47141	0.122617	0.699239
UTP18	43.9912	55.1176	0.325296	0.115115
RNF216	13.9414	12.9785	-0.103254	0.875442
TTC19	22.4868	22.3271	-0.0102852	0.988076
PTBP1	997.44	994.333	-0.00450126	0.995403
DPF1	2.92707	2.82023	-0.0536422	0.96159
SYT7	1.48765	1.02037	-0.543935	0.0975449
LARS2	20.8711	26.2747	0.332173	0.312849
PIK3C2A	18.2799	23.7707	0.378925	0.753169
PLAUR	14.6695	77.57	2.40268	0.000538752
ANLN	74.9738	70.7527	-0.0836015	0.884759
WIZ	45.0047	46.992	0.0623376	0.975148
RABGAP1	33.6992	34.1718	0.0200913	0.980303
DCN	0.813019	0.521132	-0.64164	0.457282
QPCTL	12.0977	11.9271	-0.0204882	0.98558
PPP5C	58.8879	63.3635	0.105679	0.866521
CEP68	2.5685	2.54469	-0.0134323	0.991008
MAP4K3	14.4059	16.081	0.158694	0.943817
ZBTB32	0.379809	0.0989081	-1.94111	1
TYROBP	0	0	0	1
TMEM159	9.94589	11.116	0.160468	0.804511
GABRA3	0.00272647	0.00266449	-0.0331761	1
BRCA1	47.4379	37.7196	-0.330726	0.445375
ERCC1	32.9448	33.2548	0.0135126	0.989183
CD22	2.16205	0.842091	-1.36035	0.00103163
SEMA3B	116.535	102.329	-0.187555	0.341631
MBTPS2	21.9787	18.1593	-0.275395	0.0647735
PRICKLE3	49.27	44.7322	-0.139397	0.69288
LTF	0	0.112273	Inf	1
EXTL3	10.7057	12.0118	0.166069	0.800552
NR1H4	0	0.0463483	Inf	1
ELOVL5	37.3561	34.519	-0.113952	0.644352
ALOX5	0.257487	0.595405	1.20937	0.23194
KDM5D	0	0	0	1
CALCOCO1	23.0935	24.1819	0.0664404	0.916469
UBR7	35.9042	34.5872	-0.0539127	0.942201
MAP4K5	24.6616	28.88	0.227808	0.784848
EHD3	0	0.00380799	Inf	1
PSMC4	57.5077	65.9791	0.198253	0.159849
MAN2B2	14.4255	4.45877	-1.6939	0.414823
SLC7A14	0	0	0	1
CLDN11	0.229523	0.241893	0.075727	1
SLC25A39	136.669	135.548	-0.0118786	0.975881
MVP	79.2493	105.606	0.414228	0.800695
NUB1	58.4625	92.0279	0.654561	0.000538752
PGM3	93.4178	75.418	-0.308789	0.930606
RWDD2A	4.74969	3.39978	-0.482393	0.472123
CLK1	29.9731	35.8571	0.258591	0.419452
POLR3B	15.551	14.2545	-0.125589	0.862148
ANGEL1	8.6591	9.46142	0.12784	0.830565
RNF14	27.6582	30.3034	0.131772	0.763348
DNASE1L1	24.8479	21.2726	-0.224131	0.891673
DDX11	48.7729	51.2905	0.0726124	0.923114
HEBP1	35.663	27.7559	-0.361633	0.00556088
GPRC5A	220.309	297.681	0.434236	0.0376908
MAMLD1	7.30119	6.08151	-0.263701	0.61186
CD6	0	0.00328482	Inf	1
TACC3	34.3889	30.5044	-0.172922	0.577099
UFL1	11.5144	9.79835	-0.23283	0.118386
POLA2	65.5242	62.7377	-0.0626946	0.898735
ZC3H3	7.40822	9.40192	0.343829	0.00844291
CAPN1	124.089	129.603	0.0627291	0.950709
ACPP	3.89469	3.4929	-0.157084	0.836062
MDH1	328.788	292.997	-0.166269	0.369776
SLC30A9	24.3094	20.4754	-0.247622	0.350293
MTMR11	2.56571	6.29358	1.29452	0.000538752
COX15	41.0067	36.6493	-0.162075	0.657644
CCDC88C	9.04365	10.9639	0.277778	0.760148
YAF2	43.5409	70.1919	0.688931	0.288996
ZMYND11	16.8976	14.63	-0.207892	0.690744
WAS	0.468446	0.213115	-1.13625	0.236893
DPEP1	1.40246	1.22808	-0.191552	0.888882
BID	31.5493	35.3988	0.166091	0.818073
MATR3	443.998	480.318	0.113437	0.87981
NPC1L1	0.0594859	0.139313	1.22771	1
XYLT2	6.41738	6.17633	-0.0552335	0.93111
RGPD5	0.142766	0.0957029	-0.577018	1
STMN4	0.0205389	0.138358	2.75197	1
NUDCD3	39.732	46.3332	0.221745	0.745799
ISL1	0.0237124	0.0318808	0.427045	1
CHDH	3.83141	3.53031	-0.118081	0.708482
IL20RA	2.02373	1.42599	-0.505051	0.481338
CLCA1	0	0	0	1
CLCA4	0	0	0	1
GLT8D1	54.698	46.3587	-0.238649	0.79351
ATP2C1	100.667	107.291	0.0919376	0.858294
SRCIN1	3.08047	2.7547	-0.161255	0.869596
IGF1	0	0.00158441	Inf	1
SLC38A5	256.884	304.674	0.246147	0.149939
MAGIX	2.15501	2.32986	0.112548	0.908495
RALBP1	21.1332	19.0314	-0.151132	0.570084
RUFY3	5.76211	8.23263	0.514755	0.267064
CNTN1	0.00488472	0.00693307	0.505217	1
SLC11A1	0.225402	0.0831726	-1.43832	1
WWTR1	25.3512	33.5247	0.40317	0.21388
AGPS	17.0749	16.9647	-0.00934211	0.991323
ZNF806	0	0	0	1
CXorf56	25.9059	26.3374	0.0238305	0.969862
ATP1A2	0.0903029	0.00807404	-3.48341	1
TTC27	16.7019	20.778	0.315049	0.340584
ZNF582	0	0	0	1
VSIG2	0	0.0232764	Inf	1
PHLDB1	10.3275	8.15612	-0.340534	0.549224
MARCO	3.59132	2.78098	-0.368922	0.572601
CYP24A1	0.177424	0.0194666	-3.18813	1
PRDM11	11.7397	11.1731	-0.07137	0.905229
SYT13	0.257003	0.131872	-0.962647	1
SNAI2	1.85244	11.1977	2.5957	0.000538752
CD74	0.495829	0.932068	0.910594	0.116903
HGF	0.0513335	0.00159809	-5.00548	1
ZRANB1	10.2892	10.0868	-0.0286517	0.978543
NCDN	14.3224	13.4156	-0.0943647	0.856855
GPR124	4.84063	2.39349	-1.01608	0.0294236
CCT8L1P	0.00591199	0	-Inf	1
ZFP64	11.882	10.6735	-0.154749	0.758364
MNAT1	40.1019	41.8019	0.0598978	0.966457
SAMD4A	0.850366	2.60848	1.61706	0.00737689
RUNX3	0.0903742	0.083679	-0.111045	1
MRE11A	26.1574	27.4841	0.0713831	0.86302
PLEKHB1	0.573751	0.845596	0.559542	0.63729
SERPINB1	72.3909	126.26	0.80252	0.000538752
CYP3A43	0.016919	0	-Inf	1
SLC7A9	0.0138577	0.0657899	2.24718	1
SPAST	4.87491	5.48369	0.169771	0.312742
NRXN3	0	0	0	1
OSBPL5	29.462	30.8512	0.0664742	0.898973
AQR	13.7249	17.8359	0.377988	0.237933
CPS1	718.198	610.452	-0.234502	0.835581
C8B	0	0	0	1
FHL1	59.1652	37.6977	-0.650274	0.000538752
RTFDC1	114.778	112.222	-0.0324838	0.95767
GABRA1	0.069546	0	-Inf	1
NLRP2	0.00526445	0	-Inf	1
SLC45A4	2.22262	2.71923	0.290932	0.593756
RNF10	330.861	395.829	0.258656	0.494398
ZNF839	10.3864	9.34703	-0.152113	0.842903
ZDHHC6	49.6646	54.7425	0.140444	0.871924
GRAMD1B	14.6393	31.2712	1.09498	0.000538752
RNH1	56.8235	56.4897	-0.00849777	0.982411
NDUFS1	57.3239	58.2469	0.023043	0.980201
RB1CC1	24.1428	23.7159	-0.0257418	0.972853
ERP44	7.75711	9.27279	0.257484	0.0579911
ALAS1	31.8866	36.1439	0.180801	0.352539
BIRC3	9.70494	15.4211	0.668113	0.0520946
AKAP11	4.50429	3.92132	-0.199961	0.173324
GLRX2	43.9371	43.1842	-0.0249361	0.950055
SNAPC1	4.17833	8.7193	1.06129	0.130118
DERA	55.2827	44.6733	-0.307413	0.194639
STRAP	134.066	140.229	0.0648406	0.840787
ABCC2	44.759	42.1106	-0.0879946	0.670331
DEF6	0.205594	0.134223	-0.615169	1
PLEKHO1	0.29796	0.50588	0.763679	0.456368
GCLM	27.159	25.2458	-0.105388	0.871193
UBR2	6.9566	8.69414	0.321662	0.0134864
EHD2	26.5033	22.8953	-0.211117	0.622566
DEPDC1	22.0615	18.0936	-0.286048	0.502791
CCDC28A	6.25259	6.2337	-0.0043648	0.991132
RRAGD	0	0.0188947	Inf	1
HSF2	2.41478	3.28755	0.44512	0.0400048
PHF20	35.7542	39.4057	0.140291	0.914636
HSD17B6	7.25507	3.55113	-1.03071	0.643785
NR1H3	69.0686	63.5771	-0.119522	0.829457
TYMP	1.78014	6.3685	1.83896	0.000538752
NCAPH2	33.615	34.8585	0.0524053	0.941125
TOMM34	50.7907	56.67	0.158022	0.344438
SEC63	120.483	117.292	-0.0387319	0.95592
KPNA6	25.9418	27.3038	0.0738232	0.878322
VIM	306.405	270.982	-0.177242	0.286815
RTEL1-TNFRSF6B	1.49539	1.7647	0.238904	0.84955
FAS	12.586	26.7429	1.08734	0.000538752
RNASET2	17.9966	15.0476	-0.258194	0.288268
CD44	319.262	370.488	0.214686	0.421362
KCNG1	0	0.0363057	Inf	1
AGPAT4	1.25367	1.35229	0.109253	0.919157
SLAMF7	0	0	0	1
BTN3A1	10.0411	18.9583	0.916908	0.000538752
MIPEP	9.13048	10.9268	0.259112	0.466544
PRKCH	4.17834	7.20544	0.786155	0.154546
INSRR	0.010665	0.00189366	-2.49364	1
IFNGR1	15.1672	28.3685	0.903331	0.000538752
B4GALT7	11.4722	14.0074	0.288041	0.356719
SH2D2A	7.65113	4.75438	-0.686416	0.00480514
VRK2	10.631	10.6896	0.00792192	0.990572
TNFRSF1B	0.00494841	0	-Inf	1
VEZT	38.1273	38.5112	0.0144557	0.980244
POU2F2	0.418243	0.254369	-0.71742	1
BRD9	28.125	38.2411	0.44327	0.423053
SNX1	108.712	105.884	-0.0380372	0.966104
TBPL1	8.93174	9.94768	0.155419	0.793085
ARNTL2	9.86915	13.2143	0.421103	0.227367
BCLAF1	87.0794	93.4569	0.101969	0.848273
SLC39A9	26.8854	28.6444	0.091426	0.858803
ANK1	0.976879	0.684585	-0.51295	0.289678
IBSP	0	0	0	1
TFB1M	16.1286	15.1611	-0.0892519	0.958968
RABEP1	36.5545	39.4227	0.108976	0.936824
HMGB3	91.3803	85.8156	-0.0906424	0.776504
NUP160	67.3254	81.1206	0.268917	0.219516
BAK1	8.80355	16.353	0.893401	0.000538752
MUSK	0	0	0	1
IKZF2	0.558118	0.577802	0.0500061	0.975037
GRN	300.648	301.339	0.00331376	0.993251
FAM13B	10.2765	11.5959	0.174266	0.667563
ARHGAP31	0.130086	0.0916138	-0.505832	1
NR2E3	0.0366541	0.0268394	-0.449622	1
CENPQ	12.5722	12.6256	0.00610953	0.985499
SARS	124.72	100.272	-0.314767	0.0376908
RANBP3	49.8704	55.5441	0.155449	0.746605
ARID4A	12.0126	14.631	0.284485	0.649296
TSSC1	33.3908	33.5597	0.00728014	0.986405
PNPLA6	81.7463	69.8962	-0.225939	0.511975
IFT88	3.29271	2.35396	-0.484186	0.288268
ALG1	30.8375	32.8245	0.0900842	0.937172
ZCCHC8	12.7536	17.3662	0.445385	0.000538752
ABCF2	71.3998	80.1875	0.167457	0.694885
CHPF2	9.8612	12.5985	0.353415	0.209345
LRRC7	0.0168967	0.252843	3.90343	1
FUT8	22.2783	19.2271	-0.212501	0.575359
UBA6	30.5693	44.2703	0.534255	0.272414
GAB2	3.16585	3.09981	-0.0304137	0.972898
ATP6V0A1	37.9461	37.4395	-0.0193898	0.979269
PIAS1	12.543	16.0003	0.351218	0.351748
SLC4A7	6.01748	6.33164	0.0734217	0.921531
APBA2	0.00720501	0	-Inf	1
UHRF1	56.2647	51.4454	-0.129187	0.436131
MAP2K3	24.5791	33.0288	0.426291	0.101032
EFCAB1	0	0	0	1
TMSB10	3129.77	3140.71	0.00503565	0.986566
ASTE1	6.40355	8.597	0.424962	0.791713
RNF19A	58.7119	73.9453	0.332805	0.863567
PEX3	24.8684	25.7689	0.0513178	0.976773
GABARAPL2	65.8637	65.7973	-0.0014551	0.99643
MYOC	0	0.00509841	Inf	1
SH3YL1	2.06913	1.96743	-0.0727084	0.972675
FAM136A	45.5751	46.8238	0.038997	0.906377
VCL	49.3237	53.2001	0.10915	0.841181
DEPDC1B	11.9642	11.6093	-0.0434347	0.912328
DAPK2	7.24143	6.71535	-0.108814	0.840522
NSMAF	23.6262	27.9744	0.243719	0.524849
ADSS	35.3571	50.0489	0.501338	0.000538752
STAP1	0	0.00952026	Inf	1
TIMP2	99.297	83.6187	-0.247925	0.0438182
RFC1	89.4402	81.0628	-0.141883	0.772547
TBC1D23	28.1368	27.9648	-0.0088495	0.98767
CUL3	30.9296	30.173	-0.0357288	0.96653
MYOM2	0	0.0220211	Inf	1
OTC	0	0	0	1
CYP46A1	0.00623174	0.0378017	2.60074	1
ZZZ3	23.8859	30.9405	0.373342	0.226834
SLC18A1	0	0	0	1
USP2	2.72362	1.87904	-0.535533	0.272904
CASR	0	0	0	1
TUBG2	2.54971	3.44776	0.435325	0.0636502
RPL26L1	111.253	137.281	0.303283	0.639644
FLT4	0.0783916	0.00300212	-4.70665	1
NSUN2	89.947	102.348	0.186331	0.44364
FBXO42	6.97074	5.49842	-0.342295	0.275006
MFAP3	20.658	20.1043	-0.0391973	0.973211
MRI1	15.9391	14.4818	-0.138328	0.838829
METTL1	20.8699	26.2697	0.331975	0.747184
HOXC8	0.282133	0.397449	0.494392	0.857202
AGA	12.8002	11.7335	-0.125532	0.873929
