gene	value_1	value_2	log2(fold_change)	p_value
OTUD3	2.14461	2.12701	-0.0118888	0.9637
CDA	0.381359	1.05937	1.47398	0.01175
PINK1	45.0832	60.5024	0.424403	0.03605
NBPF3	3.32962	3.92468	0.237217	0.31715
LINC00339	6.99359	6.82741	-0.0346951	0.9001
CDC42	140.525	139.468	-0.010889	0.9583
ZBTB40	3.20317	3.39938	0.0857691	0.69605
EPHB2	20.6782	12.2576	-0.754435	0.0003
KDM1A	46.121	44.9687	-0.0365021	0.85935
C1orf213	1.64594	3.09136	0.909331	0.31775
RPL11	1253.02	1061.82	-0.23887	0.2556
TCEB3	12.1606	11.1043	-0.131091	0.5499
PITHD1	25.8544	28.3306	0.13195	0.5435
LYPLA2	45.5684	47.0779	0.047017	0.824
PNRC2	31.2882	31.9293	0.0292623	0.88915
NIPAL3	22.8879	41.8379	0.870222	5e-05
RCAN3	6.15575	8.11671	0.398961	0.08355
SRRM1	32.9756	32.1758	-0.0354225	0.86085
CLIC4	209.615	221.65	0.0805405	0.7236
TMEM50A	41.6212	43.5306	0.0647125	0.75425
TMEM57	6.94674	6.25694	-0.150879	0.50075
LDLRAP1	5.1223	5.53529	0.111868	0.6345
SEPN1	48.0009	44.4966	-0.109365	0.59085
FAM54B	25.2324	27.7757	0.138546	0.5201
PDIK1L	1.44526	1.34515	-0.103559	0.7108
ZNF593	22.8373	22.4933	-0.021894	0.9297
CEP85	5.44209	8.08698	0.571439	0.01125
SH3BGRL3	439.871	513.194	0.222423	0.29685
DHDDS	10.5913	10.6422	0.00691221	0.9761
HMGN2	184.958	181.602	-0.0264156	0.90035
RPS6KA1	5.90829	6.70888	0.18333	0.4269
ARID1A	11.8927	11.6521	-0.0294918	0.884
PIGV	6.91247	8.85462	0.357229	0.12855
ZDHHC18	7.71118	10.7029	0.472975	0.0376
NUDC	103.602	105.44	0.0253711	0.905
TRNP1	12.5925	12.8381	0.0278644	0.90465
WDTC1	20.0335	19.7041	-0.023916	0.90905
TMEM222	21.1769	17.8539	-0.246252	0.2793
GPR3	1.02975	0.712313	-0.531718	0.15765
FAM76A	2.60379	2.68406	0.0438042	0.86795
STX12	14.4871	16.6454	0.200353	0.3442
PPP1R8	19.6564	19.0536	-0.0449344	0.8304
XKR8	9.39265	10.8038	0.201939	0.38415
ATPIF1	153.688	166.62	0.116554	0.6061
SESN2	7.14461	9.90557	0.471384	0.0423
MED18	8.83407	8.27136	-0.0949537	0.68655
PHACTR4	8.86401	9.96186	0.168455	0.4202
RCC1	41.7819	39.5828	-0.0780032	0.70825
TRNAU1AP	8.57029	9.15533	0.0952666	0.7417
RNU11	20.5424	13.8111	-0.572775	0.54515
GMEB1	4.55693	4.71216	0.0483258	0.8457
YTHDF2	40.6286	35.2447	-0.20509	0.31905
EPB41	5.98677	4.32876	-0.467824	0.0461
PTPRU	2.71368	2.27262	-0.255897	0.2947
ZCCHC17	24.2531	20.7437	-0.225499	0.2985
SERINC2	32.6271	32.1093	-0.0230818	0.9124
KHDRBS1	86.7953	83.0935	-0.0628798	0.76075
TMEM39B	9.09611	9.80142	0.10774	0.6517
KPNA6	20.9687	21.7678	0.0539611	0.7895
TXLNA	24.611	27.9348	0.182759	0.3736
CCDC28B	10.7114	10.1472	-0.0780642	0.7697
IQCC	1.47905	1.85879	0.329697	0.2924
EIF3I	158.32	149.255	-0.0850615	0.6786
FAM167B	0.66554	2.36981	1.83217	0.0007
HDAC1	42.2934	37.5716	-0.170791	0.4054
TSSK3	1.65939	2.01517	0.280252	0.42015
ZBTB8A	2.23538	1.839	-0.281599	0.2378
RBBP4	15.3275	14.4471	-0.0853383	0.808
KIAA1522	51.0429	34.9809	-0.545142	0.0104
S100PBP	8.74808	9.54739	0.12614	0.81985
ADC	4.88826	6.21133	0.34558	0.1691
ZNF362	11.1178	11.2839	0.0213964	0.92335
ZSCAN20	1.19166	1.17435	-0.0211096	0.93925
ZMYM1	3.75613	4.12935	0.136669	0.5647
ZMYM4	16.0934	13.7205	-0.230135	0.25985
NCDN	18.4451	17.4532	-0.0797455	0.7105
EIF2C4	3.61705	3.497	-0.0486929	0.8248
EIF2C1	6.96087	6.58974	-0.0790466	0.7111
EIF2C3	3.42347	2.37379	-0.528267	0.0353
ADPRHL2	26.2436	24.4517	-0.102031	0.6393
MAP7D1	97.5171	112.199	0.202334	0.34525
THRAP3	48.5256	50.681	0.0626985	0.75865
SH3D21	2.28753	2.35278	0.0405733	0.88765
ZC3H12A	4.72452	3.10911	-0.603668	0.0193
DNALI1	4.72582	2.65896	-0.829704	0.20135
CDCA8	17.1305	16.3938	-0.0634234	0.773
MANEAL	13.763	12.1019	-0.185558	0.40575
C1orf122	42.5629	43.6598	0.0367084	0.8881
UTP11L	21.0339	21.0991	0.00446231	0.98365
AKIRIN1	30.8994	32.0924	0.0546546	0.78725
NDUFS5	229.353	215.109	-0.0924962	0.651
MACF1	36.6149	25.891	-0.49998	0.03105
KIAA0754	7.99954	7.16439	-0.159073	0.83805
PPIE	16.0509	17.1214	0.0931525	0.7254
MFSD2A	1.77917	1.45621	-0.288982	0.3819
CAP1	284.096	238.861	-0.250206	0.26205
RLF	4.70704	3.84177	-0.293049	0.19185
ZMPSTE24	27.3834	30.8642	0.172635	0.40585
SMAP2	9.50685	9.10899	-0.0616759	0.7811
ZNF643	1.26908	0.927114	-0.452966	0.18375
ZNF642	0.710278	0.766427	0.109766	0.76525
DEM1	2.56362	3.35203	0.386852	0.16045
ZNF684	0.73394	0.846053	0.205085	0.5829
NFYC	17.6559	18.3522	0.0558037	0.80735
CTPS	20.6645	20.4424	-0.0155894	0.9453
PPCS	29.7464	33.7109	0.180501	0.42975
PPIH	25.032	21.7379	-0.20356	0.39245
YBX1	639.813	548.146	-0.223091	0.31775
C1orf50	6.19319	6.47861	0.0650024	0.81725
ERMAP	5.61485	6.9117	0.299794	0.2598
ZNF691	3.38034	3.33997	-0.0173317	0.94945
FLJ32224	1.548	2.262	0.547196	0.86485
TIE1	0.238502	0.57711	1.27485	0.00245
CDC20	48.9208	51.0791	0.062285	0.77945
SZT2	3.67892	3.39777	-0.114695	0.6962
PTPRF	51.1662	40.906	-0.322879	0.1257
KDM4A	13.922	14.293	0.0379372	0.853
ST3GAL3	10.0603	12.8733	0.355705	0.11145
ARTN	1.09765	3.62293	1.72274	5e-05
IPO13	13.8106	14.5232	0.0725812	0.73305
DPH2	8.35921	8.76687	0.0686947	0.77135
ATP6V0B	75.5456	68.0502	-0.150749	0.47405
B4GALT2	43.1514	43.9442	0.0262635	0.9009
CCDC24	5.08911	4.79333	-0.0863871	0.8959
KLF17	0.217797	0.52255	1.26259	0.0044
DMAP1	19.1907	21.4157	0.158258	0.47775
RNF220	12.8351	15.258	0.249468	0.24705
KIF2C	16.284	17.0796	0.0688248	0.75025
RPS8	1463.01	1185.81	-0.303061	0.1693
SNORD46	9.79202	33.0131	1.75336	0.17235
PLK3	13.3256	16.4793	0.306455	0.16805
BTBD19	5.60904	4.83229	-0.215047	0.42875
UROD	71.7111	70.2735	-0.0292155	0.8904
TOE1	5.39725	5.6894	0.0760536	0.8114
MMACHC	3.37357	2.57087	-0.392017	0.78195
AKR1A1	45.9556	49.8011	0.115939	0.5821
NASP	32.5797	27.466	-0.246328	0.26175
TMEM69	14.7653	12.9652	-0.187568	0.5388
MAST2	14.1645	18.0109	0.346591	0.0947
TSPAN1	2.11782	4.42197	1.06211	0.00085
LURAP1	2.17146	2.04522	-0.0864121	0.9421
RAD54L	5.36519	4.73466	-0.180367	0.8208
UQCRH	322.176	270.544	-0.251982	0.21665
NSUN4	3.54609	3.59795	0.0209455	0.9292
CMPK1	48.9054	50.1487	0.0362192	0.86475
CDKN2C	20.7437	24.1495	0.219319	0.33425
RNF11	54.0528	58.6872	0.118677	0.5676
OSBPL9	32.7262	28.3077	-0.209252	0.53455
BTF3L4	13.929	12.7556	-0.126953	0.539
ZFYVE9	9.35924	10.0935	0.108967	0.6032
PRPF38A	10.9162	10.2441	-0.0916709	0.67505
ZYG11B	7.36533	7.74384	0.0723002	0.73245
ZYG11A	0.583188	0.283072	-1.04279	0.00705
SCP2	64.0367	66.6653	0.0580372	0.79535
CPT2	7.49609	6.97284	-0.104393	0.7503
LRRC42	29.8173	30.2926	0.0228142	0.9118
TCEANC2	2.06928	2.05604	-0.00926067	0.9703
MRPL37	62.3529	54.7485	-0.187637	0.3627
ACOT11	0.467183	0.80292	0.781268	0.09355
HEATR8	9.35244	10.7422	0.199872	0.38115
TTC4	9.35244	10.7422	0.199872	0.38115
PRKAA2	2.73581	1.99535	-0.455322	0.04505
FGGY	3.47954	3.66751	0.0759049	0.78465
NFIA	2.58514	1.53969	-0.747599	0.00105
INADL	2.27813	2.29034	0.00771536	0.97325
USP1	19.0817	18.5151	-0.0434885	0.83475
ATG4C	3.60543	3.94753	0.13078	0.61095
ALG6	2.5483	2.37327	-0.102659	0.69465
EFCAB7	2.85264	3.69502	0.373285	0.19295
PGM1	49.8291	37.3947	-0.414155	0.0435
ROR1	10.7706	9.40061	-0.196267	0.3876
CACHD1	1.88003	2.31576	0.300733	0.2304
RAVER2	6.43677	6.68577	0.0547563	0.92715
AK4	9.60042	4.60563	-1.0597	5e-05
DNAJC6	3.94732	5.08659	0.365828	0.10525
LEPR	39.5482	37.2644	-0.0858151	0.7026
LEPROT	39.5482	37.2644	-0.0858151	0.7026
PDE4B	0.576293	0.997933	0.792141	0.014
SGIP1	2.7911	2.93709	0.0735539	0.7674
MIER1	15.8141	15.0066	-0.0756093	0.72015
GADD45A	59.397	60.5203	0.0270296	0.90085
SRSF11	47.7374	47.4502	-0.00870593	0.9679
HHLA3	7.53247	8.92734	0.245108	0.38975
CTH	1.29263	2.80892	1.11971	0.0005
FPGT	2.25942	2.33572	0.047915	0.8504
FPGT-TNNI3K	2.25942	2.33572	0.047915	0.8504
TNNI3K	2.25942	2.33572	0.047915	0.8504
TYW3	7.49979	8.33986	0.153172	0.63365
ACADM	13.9324	14.6047	0.0679841	0.75095
RABGGTB	37.6101	36.3199	-0.0503601	0.8073
ST6GALNAC3	0.566716	0.535572	-0.0815455	0.8683
ST6GALNAC5	0.0489619	0.783008	3.9993	0.0059
AK5	15.3491	18.5116	0.270279	0.20755
FAM73A	5.03987	5.24211	0.0567623	0.7945
NEXN	38.6954	30.8405	-0.327335	0.1185
DNAJB4	15.8465	16.4973	0.0580655	0.79115
PTGFR	3.39224	6.1188	0.851009	0.0002
IFI44L	0.975948	1.09242	0.162654	0.56315
IFI44	3.28719	3.87768	0.238337	0.40965
LPHN2	3.09535	7.32703	1.24312	5e-05
PRKACB	11.9512	11.9599	0.00105711	0.9958
SAMD13	0.666999	1.20267	0.850488	0.0388
RPF1	14.4029	13.8535	-0.0561077	0.8817
WDR63	0.48229	0.837998	0.797047	0.0306
LOC646626	1.28983	0.976046	-0.402165	0.8009
CYR61	676.663	598.871	-0.176192	0.47095
CLCA2	0.344216	0.847486	1.29987	0.00095
SH3GLB1	25.9275	27.6948	0.0951307	0.64715
HS2ST1	13.0126	11.3917	-0.191934	0.4667
LMO4	9.87641	12.2652	0.312517	0.13655
PKN2	10.4633	11.0024	0.0724819	0.7248
LRRC8B	0.564537	0.408223	-0.467711	0.13365
LRRC8C	3.29507	3.55547	0.109732	0.6271
LRRC8D	11.6013	12.8849	0.151397	0.4768
ZNF326	10.7953	10.729	-0.00889833	0.968
CDC7	2.75986	3.24742	0.234697	0.3536
EPHX4	6.47381	5.82882	-0.151411	0.56485
BTBD8	0.560024	0.771382	0.461958	0.2931
KIAA1107	0.916382	1.01498	0.14743	0.6234
RPAP2	3.97738	3.73408	-0.0910667	0.76495
RPL5	1006.23	778.656	-0.369905	0.10205
MTF2	4.51916	4.75545	0.07353	0.74915
CCDC18	2.81866	2.69501	-0.0647178	0.79395
DR1	23.5341	24.9117	0.0820699	0.69035
FNBP1L	14.1062	11.8772	-0.248136	0.2504
LOC100129046	0.8602	0.98974	0.202378	0.9312
ABCD3	19.2827	19.3054	0.00169981	0.9936
SLC44A3	0.996306	0.915619	-0.121842	0.71825
LOC729970	3.89881	3.27403	-0.251966	0.42785
RWDD3	10.2762	12.0705	0.232188	0.46745
TMEM56	10.2762	12.0705	0.232188	0.46745
TMEM56-RWDD3	10.2762	12.0705	0.232188	0.46745
PTBP2	3.7007	2.40934	-0.619161	0.0178
SNX7	25.1135	28.4759	0.18128	0.39625
PALMD	4.67676	9.66515	1.04728	0.0004
AGL	4.2346	4.4726	0.0788902	0.721
SLC35A3	5.98655	6.43385	0.103959	0.6685
HIAT1	22.9442	22.1332	-0.0519175	0.8056
CCDC76	1.77315	2.15736	0.282958	0.3261
RTCD1	14.1602	14.1806	0.00207822	0.9916
CDC14A	0.709238	1.00167	0.498067	0.1263
SLC30A7	7.55075	6.77389	-0.156635	0.45215
S1PR1	0.757521	1.14498	0.595967	0.06525
AMY2B	3.93077	5.10726	0.377738	0.1514
RNPC3	3.93077	5.10726	0.377738	0.1514
PRMT6	8.86181	9.66798	0.125612	0.57645
NTNG1	1.67245	4.20645	1.33064	5e-05
FAM102B	5.37595	9.12856	0.763867	0.0005
PRPF38B	13.8609	13.6858	-0.0183456	0.92935
STXBP3	13.1943	15.947	0.273368	0.2132
GPSM2	4.82596	6.0474	0.325501	0.4991
TMEM167B	13.7087	15.8316	0.207719	0.33615
SARS	99.0922	113.737	0.198859	0.35015
CELSR2	7.21687	5.56116	-0.375989	0.07335
ATXN7L2	1.91797	2.64115	0.461582	0.1097
CYB561D1	2.80707	3.22153	0.198679	0.40435
GNAI3	28.6025	24.0852	-0.247994	0.2201
AMPD2	30.6418	32.8179	0.0989821	0.6325
GSTM4	11.5622	10.7729	-0.102015	0.67235
GSTM2	9.60376	9.17597	-0.0657383	0.7954
GSTM1	13.0736	15.2122	0.21857	0.36785
CSF1	30.6664	26.3696	-0.217785	0.29275
AHCYL1	55.6791	54.9524	-0.0189527	0.92805
FAM40A	11.5224	14.2398	0.305489	0.1579
SLC6A17	2.45324	1.69092	-0.536876	0.0324
KCNC4	0.548873	0.737823	0.426803	0.1965
RBM15	2.71469	2.4692	-0.136741	0.6039
CEPT1	8.80571	11.5964	0.397167	0.19225
CHI3L2	0.63429	0.798732	0.332569	0.4159
C1orf88	0.600769	0.79901	0.411404	0.2669
ATP5F1	75.5273	65.3864	-0.208009	0.40285
RAP1A	28.1905	29.2527	0.0533602	0.79395
DDX20	5.11651	5.41218	0.0810516	0.7462
CTTNBP2NL	9.88044	10.3017	0.0602402	0.7718
CAPZA1	86.7452	87.7748	0.0170229	0.9353
MOV10	23.6347	21.3508	-0.146616	0.4748
LRIG2	2.02909	1.83084	-0.148325	0.56865
MAGI3	2.88267	3.04477	0.0789284	0.7325
DCLRE1B	4.3446	4.04367	-0.103558	0.673
HIPK1	9.05631	9.77223	0.109763	0.61455
OLFML3	1.99662	2.3478	0.23375	0.4397
VANGL1	5.73112	6.58164	0.199629	0.3399
SLC22A15	0.00360342	0.517804	7.1669	0.15115
MAB21L3	0.678263	0.924473	0.446788	0.19945
ATP1A1	154.233	156.467	0.020746	0.9228
PTGFRN	14.8488	0.0362711	-8.67731	5e-05
TTF2	3.92973	4.1759	0.0876586	0.70575
MAN1A2	11.4469	10.1911	-0.167645	0.42355
WDR3	11.0008	10.3895	-0.0824874	0.69605
PHGDH	78.0742	100.643	0.366324	0.09945
FAM72B	0.58057	0.638094	0.136301	0.7236
SRGAP2P2	20.4417	20.3657	-0.00537771	0.9807
NBPF9	7.74546	8.81907	0.187274	0.41655
SEC22B	88.251	88.0065	-0.00400232	0.98445
NOTCH2NL	9.04199	7.68914	-0.233818	0.28905
NBPF10	4.11312	3.00835	-0.451261	0.0421
TXNIP	15.4527	26.7156	0.789818	0.00075
ANKRD34A	2.89456	1.87995	-0.622646	0.01985
LIX1L	24.6912	25.2626	0.0330071	0.8844
RBM8A	12.7848	11.3229	-0.175191	0.55485
PEX11B	19.0999	21.0935	0.143234	0.51275
ITGA10	5.69876	6.57913	0.207248	0.3562
PIAS3	24.5038	21.9324	-0.159941	0.4455
RNF115	17.1148	15.7762	-0.117495	0.5923
PDIA3P	1.00759	1.12498	0.158984	0.645
CHD1L	18.0887	18.9198	0.0648102	0.7569
BCL9	4.01965	3.28208	-0.292461	0.19265
NBPF15	5.21083	5.38022	0.0461531	0.83925
NBPF16	5.21083	5.38022	0.0461531	0.83925
NBPF16	2.31043	2.13149	-0.116304	0.6481
LOC645166	6.17707	8.09583	0.390257	0.23925
HIST2H2AC	1.01824	0.706598	-0.527111	0.43385
BOLA1	6.22524	6.54064	0.0713018	0.80375
VPS45	12.3053	11.7507	-0.0665416	0.7591
PLEKHO1	42.6436	27.7367	-0.620534	0.004
C1orf54	1.81431	4.90913	1.43604	0.00185
C1orf51	2.77474	4.07463	0.554318	0.0507
MRPS21	16.0052	0.606263	-4.72245	5e-05
PRPF3	12.687	13.6362	0.104089	0.63575
RPRD2	6.89088	7.21734	0.066779	0.74955
TARS2	8.89666	8.27944	-0.10373	0.6508
ECM1	41.1489	49.277	0.26006	0.219
ADAMTSL4	2.32585	5.06848	1.1238	5e-05
SETDB1	7.8835	6.94587	-0.182681	0.46445
ANXA9	1.40733	1.87687	0.415368	0.20905
PRUNE	5.47488	5.79853	0.0828605	0.7223
C1orf56	1.03617	1.3097	0.337969	0.81975
MLLT11	20.9982	21.0508	0.0036064	0.98755
GABPB2	2.19655	2.54366	0.211668	0.47335
SCNM1	8.7326	9.21018	0.0768186	0.779
TNFAIP8L2	8.7326	9.21018	0.0768186	0.779
TNFAIP8L2-SCNM1	8.7326	9.21018	0.0768186	0.779
PIP5K1A	31.8416	35.3553	0.151014	0.4559
PSMD4	93.6134	96.142	0.0384525	0.85055
ZNF687	8.18426	7.53117	-0.119978	0.7592
PSMB4	211.737	196.684	-0.106391	0.60175
TUFT1	25.467	31.5658	0.309734	0.15915
SNX27	5.87607	6.15788	0.0675821	0.7522
OAZ3	4.04064	3.94324	-0.0351998	0.96905
CHTOP	26.4139	23.8132	-0.149532	0.64805
SNAPIN	34.4633	33.7895	-0.0284867	0.895
INTS3	20.4397	16.2716	-0.329018	0.1112
CREB3L4	2.73251	2.26669	-0.269644	0.77795
RPS27	2454.73	1876.53	-0.387493	0.0662
UBAP2L	58.052	50.883	-0.190161	0.5152
HAX1	41.3122	51.2072	0.309776	0.1566
ATP8B2	22.6058	28.5399	0.336288	0.13215
IL6R	0.668032	0.76721	0.199703	0.54895
CKS1B	52.9874	62.5448	0.23924	0.28275
FLAD1	11.6446	12.0891	0.0540461	0.8176
ZBTB7B	13.1459	12.1876	-0.109192	0.6056
ADAM15	64.636	84.7679	0.39118	0.06235
EFNA4	6.50037	6.55459	0.0119833	0.9915
EFNA3	2.37229	1.62367	-0.547021	0.08435
EFNA1	2.46773	1.82751	-0.433311	0.17335
SLC50A1	18.5029	20.7537	0.165616	0.4719
TRIM46	5.17972	5.56649	0.103894	0.6629
MTX1	22.0746	21.4723	-0.0399142	0.86295
HCN3	1.00439	1.12526	0.163941	0.60885
FDPS	80.6604	66.82	-0.27158	0.2823
RUSC1	14.8405	17.8968	0.270158	0.533
LOC645676	0.945954	0.985562	0.0591762	0.9724
MSTO1	4.59945	4.32467	-0.0888699	0.7216
DAP3	38.127	31.7604	-0.263582	0.20205
SYT11	25.7769	28.6331	0.151606	0.4617
LAMTOR2	42.8428	37.5662	-0.189618	0.4052
LMNA	592.704	630.894	0.0900847	0.70745
SEMA4A	0.399853	0.505248	0.337521	0.35845
SLC25A44	10.2531	9.42027	-0.12222	0.56825
BGLAP	32.667	47.1533	0.529527	0.02395
PMF1	32.667	47.1533	0.529527	0.02395
PMF1-BGLAP	32.667	47.1533	0.529527	0.02395
TMEM79	2.0644	2.30484	0.158946	0.58795
APOA1BP	42.1614	43.7431	0.0531295	0.79935
RRNAD1	5.6107	7.06465	0.332438	0.17845
PRCC	34.461	32.6012	-0.0800413	0.70045
PEAR1	1.17085	2.25706	0.946888	0.00075
KIRREL	27.2774	25.6136	-0.0907978	0.65855
IFI16	26.5764	32.2506	0.279179	0.18935
DUSP23	18.0478	19.5108	0.112449	0.6689
LOC100505633	0.312642	14.3067	5.51604	5e-05
PEA15	149.836	169.311	0.176292	0.41695
NCSTN	64.7508	62.263	-0.0565241	0.882
SLAMF7	9.12504	1.96654	-2.21417	5e-05
KLHDC9	1.77331	1.67237	-0.0845523	0.81675
NIT1	13.4335	15.366	0.193914	0.68395
UFC1	60.8468	56.8401	-0.0982718	0.6413
USP21	9.07362	9.40188	0.0512711	0.82455
PPOX	6.49958	8.02514	0.304182	0.2175
NDUFS2	43.4876	39.2627	-0.147444	0.4744
TOMM40L	6.23412	5.66479	-0.138162	0.5794
SDHC	35.6672	34.0704	-0.0660792	0.74915
FCRLB	0.405024	0.836924	1.04709	0.01905
DUSP12	14.0441	14.2179	0.0177388	0.9429
ATF6	13.2972	15.4385	0.215411	0.28525
NOS1AP	0.711528	0.903289	0.344267	0.2666
C1orf226	1.99172	2.60774	0.388787	0.14205
UHMK1	23.2353	27.0987	0.221906	0.27625
UAP1	58.3533	87.5011	0.584487	0.00535
DDR2	38.6391	39.7886	0.0422914	0.8386
HSD17B7	4.56701	2.9585	-0.626384	0.031
RGS4	270.822	342.435	0.338487	0.1479
NUF2	13.8466	14.5481	0.0712972	0.75485
PBX1	4.66809	6.73203	0.528207	0.0175
MGST3	40.0696	38.8884	-0.0431704	0.83985
UCK2	11.2718	10.3335	-0.125391	0.56635
POGK	16.382	18.7245	0.192818	0.3652
POU2F1	1.57829	1.60389	0.0232124	0.922
MPZL1	33.8796	30.3177	-0.160258	0.4276
DCAF6	35.4917	31.8104	-0.15798	0.51615
TIPRL	23.3282	25.3681	0.120937	0.70395
SFT2D2	8.04927	6.47874	-0.313144	0.29105
ATP1B1	49.7617	57.9056	0.218668	0.3363
BLZF1	8.61065	9.95691	0.209576	0.35335
C1orf112	2.55226	2.54973	-0.00142939	0.9966
GORAB	4.35777	4.58918	0.0746451	0.77075
PRRX1	9.21057	9.97504	0.115032	0.60705
FMO4	0.518032	0.71522	0.465345	0.24815
PRRC2C	27.0701	25.156	-0.105795	0.60945
METTL13	11.3786	11.9022	0.0649063	0.7664
C1orf9	31.4847	35.0402	0.154358	0.4599
PRDX6	121.713	151.91	0.319733	0.12255
KLHL20	6.72185	7.90485	0.233879	0.29615
DARS2	9.38261	8.60384	-0.125008	0.56595
ZBTB37	1.14915	1.38054	0.264661	0.45405
RABGAP1L	6.60295	6.45254	-0.0332435	0.8846
CACYBP	28.6449	28.5951	-0.00251048	0.9904
PAPPA2	1.55783	3.85381	1.30675	5e-05
RASAL2	9.4803	7.92699	-0.258159	0.2106
RALGPS2	7.37831	7.27937	-0.0194774	0.9305
FAM20B	18.4987	20.1772	0.1253	0.5415
TOR3A	12.3889	13.1824	0.0895636	0.6909
SOAT1	11.0119	11.3078	0.0382542	0.84925
TOR1AIP1	16.0503	19.0024	0.243577	0.2449
CEP350	4.2493	3.86406	-0.137106	0.512
QSOX1	284.108	323.12	0.185628	0.41465
XPR1	7.61077	9.26731	0.284108	0.16845
KIAA1614	0.756664	1.00246	0.405814	0.1829
MR1	4.07468	4.44074	0.124112	0.57065
IER5	31.5971	34.9613	0.145968	0.48765
DHX9	51.3832	47.1157	-0.12509	0.5407
LAMC1	129.305	166.336	0.363321	0.12125
LAMC2	0.845032	1.8526	1.13247	5e-05
