GENENAME	NORMAL	ABNORMAL	LOG2FOLD	PVALUE
2700029M09RIK	26.1073	22.1682	-0.235958	0.01475
2700038G22RIK	1.43785	1.29655	-0.149228	0.8607
2700046G09RIK	0.908489	0.80951	-0.16642	0.45735
2700049A03RIK	2.32959	2.36092	0.0192696	0.8213
2700050L05RIK	3.86469	3.89766	0.0122552	0.8988
2700060E02RIK	136.961	137.854	0.00938437	0.9246
2700062C07RIK	14.8975	14.3085	-0.0582004	0.48565
2700069I18RIK	3.71407	2.81804	-0.39831	0.63625
2700081O15RIK	13.0727	13.4956	0.0459342	0.78595
2700089E24RIK	40.4587	41.4719	0.0356852	0.72275
2700094K13RIK	83.1787	84.631	0.0249729	0.78945
2700097O09RIK	3.04749	2.7444	-0.151132	0.3367
2700099C18RIK	5.14977	4.29735	-0.261063	0.0509
2810001G20RIK	5.66539	5.79632	0.0329622	0.7917
2810002D19RIK	3.68964	3.7584	0.0266391	0.8215
2810004N23RIK	30.9039	29.1251	-0.0855279	0.35895
2810006K23RIK	7.73348	6.71333	-0.204089	0.16745
2810008D09RIK	5.32008	5.16515	-0.0426384	0.8049
2810013P06RIK	3.46176	2.81567	-0.298028	0.00485
2810021J22RIK	2.25884	2.11939	-0.091935	0.2479
2810025M15RIK	12.2871	12.2942	0.000832362	0.996
2810032G03RIK	1.72498	1.34662	-0.357243	0.07675
2810047C21RIK1	2.38648	1.06603	-1.16264	5E-05
2810403A07RIK	17.0031	15.2677	-0.155315	0.0877
2810407C02RIK	51.7312	49.5058	-0.0634369	0.45835
2810408A11RIK	1.25672	0.724938	-0.793729	0.00075
2810408I11RIK	4.99008	5.27576	0.0803147	0.60545
2810408M09RIK	5.51376	5.4531	-0.0159591	0.8508
2810410L24RIK	1.02162	0.758967	-0.428749	0.05485
2810417H13RIK	33.5991	24.9884	-0.427162	0.00015
2810428I15RIK	50.035	55.6458	0.153335	0.1101
2810433D01RIK	1.25532	1.34563	0.100216	0.62995
2810474O19RIK	9.7326	9.05587	-0.103973	0.23915
2900002K06RIK	0.668879	0.879249	0.394527	0.8947
2900009J06RIK	0.76281	0.628535	-0.279332	0.66225
2900026A02RIK	1.43935	2.1222	0.560147	5E-05
2900041M22RIK	0.600321	0.45042	-0.414463	0.2037
2900056M20RIK	2.18495	2.09178	-0.0628685	0.4671
2900076A07RIK	1.40852	1.00553	-0.486216	0.092
2900097C17RIK	55.2168	55.711	0.012855	0.8822
3000002C10RIK	1.41203	1.70161	0.269128	0.17195
3010026O09RIK	4.39437	3.84434	-0.19292	0.13225
3110001D03RIK	34.5576	32.3457	-0.0954286	0.3346
3110001I22RIK	1.80251	2.11876	0.233211	0.57435
3110002H16RIK	13.7281	15.8145	0.204116	0.2154
3110007F17RIK	1.84799	0.944004	-0.96909	0.0016
3110009E18RIK	3.68314	3.43729	-0.0996635	0.68
3110021N24RIK	1.13205	1.29402	0.192928	0.6401
3110040N11RIK	16.362	16.7188	0.0311213	0.6828
3110043O21RIK	6.42306	6.02568	-0.0921366	0.3509
3110045C21RIK	0.653973	0.575111	-0.185389	0.94695
3110052M02RIK	1.24511	1.275	0.0342241	0.7564
3110056K07RIK	2.54178	2.71912	0.0972986	0.89105
3110057O12RIK	1.47652	1.20148	-0.29739	0.04895
3110062M04RIK	6.4658	8.8103	0.446363	5E-05
3110070M22RIK	0.20449	0.62963	1.62247	0.0093
3110082I17RIK	10.8707	11.7637	0.113897	0.3194
3230401D17RIK	22.5287	21.1417	-0.0916759	0.32405
3300002I08RIK	1.45549	1.64206	0.173998	0.56315
3300005D01RIK	21.1121	39.1969	0.892668	5E-05
3632451O06RIK	1.88497	4.23213	1.16684	5E-05
3830403N18RIK	1.08336	0.641757	-0.755413	0.02125
3830406C13RIK	9.91196	9.99086	0.0114385	0.90485
3830408C21RIK	0.701071	0.75499	0.106899	0.644
4632415K11RIK	5.70362	6.27192	0.137028	0.13475
4632415L05RIK	3.94704	3.17258	-0.315114	0.00115
4632427E13RIK	0.752957	0.898999	0.255753	0.5108
4632428N05RIK	1.54703	1.5251	-0.0205943	0.8303
4632434I11RIK	9.80872	7.81515	-0.327792	0.00045
4732415M23RIK	0.937526	1.18938	0.343276	0.4821
4732491K20RIK	0.660877	0.590823	-0.161655	0.38975
4833403I15RIK	2.3234	1.83173	-0.343029	0.00075
4833412C05RIK	1.53103	0.747773	-1.03383	0.00075
4833419F23RIK	1.00947	0.820781	-0.298531	0.34825
4833420G17RIK	7.20477	6.04853	-0.252368	0.00985
4833422C13RIK	1.66162	1.2777	-0.379041	0.2734
4833427G06RIK	4.76413	3.77782	-0.334659	0.0427
4833439L19RIK	34.1889	31.1846	-0.132694	0.1713
4921511M17RIK,GM10057	0	0	0	1
4921524J17RIK	19.253	16.784	-0.198003	0.03825
4921531C22RIK	1.57773	1.37128	-0.202328	0.20755
4921536K21RIK	0.557567	0.669098	0.263071	0.20845
4922501C03RIK	6.52818	5.90956	-0.143628	0.12585
4930402H24RIK	17.2375	18.473	0.0998674	0.2563
4930404N11RIK	0.965957	1.30235	0.431085	0.42435
4930413G21RIK	2.33031	2.93925	0.334925	0.02245
4930414L22RIK	3.80468	4.41379	0.214241	0.6456
4930422G04RIK	1.32473	1.35569	0.0333283	0.6952
4930426L09RIK	1.24018	0.912466	-0.442709	0.0488
4930427A07RIK	3.46534	3.37737	-0.0370959	0.6264
4930429B21RIK	3.0057	3.04436	0.0184366	0.9742
4930430F08RIK	5.43124	4.5745	-0.247666	0.1529
4930444A02RIK	7.09132	7.97801	0.169974	0.0742
4930452B06RIK	1.9599	0.882099	-1.15177	5E-05
4930453N24RIK	33.5459	30.7748	-0.124388	0.17895
4930455C13RIK	4.51648	4.39107	-0.0406276	0.92055
4930455F23RIK	5.1064	5.51858	0.111989	0.1909
4930470H14RIK	2.80369	2.94778	0.0723059	0.5487
4930483K19RIK	0.60537	0.456004	-0.408771	0.78655
4930486L24RIK	1.7509	1.43983	-0.282198	0.13075
4930503L19RIK	7.17421	7.89696	0.138476	0.15615
4930506C21RIK	0.263918	0.606911	1.2014	0.3899
4930507D05RIK	0.456667	0.763376	0.74125	0.14875
4930511M06RIK	0.517538	0.470972	-0.136024	0.6069
4930513N10RIK	0.626242	0.584854	-0.0986435	0.9233
4930515G01RIK	0.821902	0.650442	-0.337546	0.2528
4930520O04RIK	1.01999	0.943706	-0.112142	0.93005
4930523C07RIK	1.36253	1.29746	-0.0706017	0.60625
4930526I15RIK	3.64531	4.30419	0.2397	0.07925
4930539J05RIK	1.29167	1.06235	-0.281975	0.4912
4930550C14RIK	0.750042	0.74214	-0.0152805	0.9591
4930556M19RIK	1.57272	1.49137	-0.0766249	0.63695
4930558J18RIK	0.553008	0.339767	-0.702754	0.0197
4930577N17RIK	1.52002	1.42721	-0.0908945	0.85995
4930579G18RIK	0.58042	0.501966	-0.209508	0.89635
4930579G24RIK	5.97024	5.07232	-0.235141	0.00495
4930581F22RIK	0.383734	0.546083	0.509017	0.45925
4930592A05RIK	1.38346	1.08926	-0.344932	0.58695
4931406C07RIK	19.9098	18.8554	-0.078498	0.56355
4931406P16RIK	17.9757	18.1672	0.0152932	0.8592
4931414P19RIK	2.35625	2.52397	0.0992031	0.3465
4931428F04RIK	3.42926	3.34674	-0.035141	0.75765
4932415G12RIK	1.53861	1.56372	0.023351	0.81545
4932416H05RIK	1.20792	1.11765	-0.112061	0.7099
4932438A13RIK	4.83787	4.27403	-0.178774	0.04195
4933403G14RIK	1.27277	1.16961	-0.121948	0.33245
4933404O12RIK	2.3254	2.09205	-0.15256	0.08755
4933407K13RIK	1.4906	1.36583	-0.126114	0.2885
4933411K20RIK	7.2479	7.0169	-0.0467283	0.62325
4933412E12RIK	3.98997	4.12665	0.0485951	0.66215
4933421O10RIK	0.917237	1.23648	0.430876	0.00155
4933426M11RIK	36.2274	36.9239	0.0274758	0.75785
4933427D14RIK	3.45368	2.95416	-0.225389	0.00885
4933431E20RIK	2.10478	2.05649	-0.0334819	0.8753
4933434E20RIK	33.1879	33.8832	0.0299127	0.7405
4933436C20RIK	1.9031	2.13255	0.164227	0.3581
4933439C10RIK	1.20848	1.28778	0.0916862	0.8229
5031425E22RIK	3.75882	3.31921	-0.17944	0.0478
5031439G07RIK	16.1798	19.7732	0.289354	0.0008
5330426P16RIK	8.23115	5.30733	-0.633109	5E-05
5430405H02RIK	4.83555	3.94546	-0.293486	0.11575
5430416N02RIK	14.3304	15.9213	0.151877	0.1191
5430417L22RIK	6.07262	5.30555	-0.194817	0.047
5430421F17RIK	3.55009	4.78565	0.43086	5E-05
5430435G22RIK	11.5418	13.4507	0.220819	0.0179
5530601H04RIK	1.32992	0.609997	-1.12447	5E-05
5730408K05RIK	3.66124	3.46978	-0.077488	0.7986
5730409E04RIK	13.1365	13.5235	0.041882	0.65535
5730455P16RIK	8.59876	7.87742	-0.126406	0.17415
5730480H06RIK	0.517641	0.399305	-0.374462	0.24565
5730507C01RIK	2.31755	1.79585	-0.367938	0.00235
5730508B09RIK	0.787518	0.497462	-0.662727	0.018
5730559C18RIK	6.03466	5.38705	-0.163777	0.10095
5830415F09RIK	1.74435	2.23317	0.356403	0.02405
5830417I10RIK	3.07784	3.12848	0.0235471	0.80755
5830418K08RIK	3.92352	3.45276	-0.184399	0.3115
5830432E09RIK	0.406722	0.480087	0.239253	0.5983
6030419C18RIK	15.3573	18.55	0.272493	0.0034
6030458C11RIK	9.19358	8.9682	-0.0358074	0.72455
6330403K07RIK	2.23492	1.50667	-0.56886	0.0004
6330403M23RIK	1.7458	1.29199	-0.434292	0.02605
6330408A02RIK	2.08142	1.91759	-0.118272	0.7039
6330416G13RIK	3.58184	3.77199	0.0746247	0.3642
6330418K02RIK	1.04999	0.762297	-0.461948	0.50415
6430411K18RIK	0.831586	0.699201	-0.250157	0.4738
6430548M08RIK	1.75734	2.47218	0.492394	5E-05
6430562O15RIK	0.599931	0.402184	-0.576943	0.4013
6430706D22RIK	12.3676	17.67	0.514735	5E-05
6530402F18RIK	1.50576	1.56073	0.0517326	0.6211
6720401G13RIK	3.34153	3.10651	-0.105212	0.2868
6720456H20RIK	5.27911	4.01971	-0.393202	0.00015
6720489N17RIK	1.95925	1.81981	-0.106521	0.36985
6820431F20RIK	62.119	58.0784	-0.0970338	0.2578
8030462N17RIK	3.91419	3.44151	-0.185669	0.0156
8430410A17RIK	14.3441	13.232	-0.116427	0.2453
8430419L09RIK	5.50762	6.20804	0.172708	0.07295
8430423G03RIK	0.875947	0.580385	-0.593833	0.2628
8430427H17RIK	0.607278	0.581084	-0.0636099	0.65155
8430429K09RIK	2.40434	2.67286	0.152744	0.83965
8430436N08RIK	0.633786	0.287216	-1.14186	0.0335
9030025P20RIK	1.25438	1.04879	-0.258256	0.169
9030617O03RIK	22.7952	17.8313	-0.354316	5E-05
9030624G23RIK	4.31714	3.3328	-0.373343	5E-05
9030624J02RIK	39.9736	43.0345	0.106448	0.21815
9130008F23RIK	1.94166	1.97881	0.027339	0.8382
9130011E15RIK	6.54975	7.15676	0.127867	0.193
9130019O22RIK	1.24605	1.42939	0.198043	0.0846
9130023H24RIK	2.5379	2.3888	-0.0873476	0.6573
9130221H12RIK	9.4133	8.64185	-0.12336	0.5919
9130401M01RIK	36.847	37.3168	0.0182772	0.844
9230110C19RIK	4.47138	4.77854	0.0958494	0.3376
9230114K14RIK	4.00289	3.77432	-0.0848271	0.36125
9330133O14RIK	3.25347	2.91777	-0.157112	0.0825
9330151L19RIK	1.43518	1.50288	0.0664946	0.70725
9330159M07RIK	0.781982	0.744621	-0.0706288	0.7185
9330182L06RIK	0.37394	0.759169	1.02162	5E-05
9430008C03RIK	3.89294	4.12324	0.082916	0.27755
9430015G10RIK	6.70196	6.42522	-0.0608374	0.53075
9430016H08RIK	14.2326	15.1252	0.0877608	0.48555
9430020K01RIK	9.4181	9.44368	0.00391343	0.96345
9430023L20RIK	21.0869	21.4041	0.021537	0.8242
9430037G07RIK	0.880133	0.965418	0.133432	0.3904
9430038I01RIK	2.32201	2.32178	-0.000144958	0.9748
9530027J09RIK	3.00599	2.55412	-0.235012	0.4418
9530068E07RIK	142.27	130.996	-0.119111	0.1693
9530082P21RIK	6.13567	5.6754	-0.112498	0.26535
9630033F20RIK	5.67549	5.60712	-0.0174855	0.8605
9830001H06RIK	7.62137	7.51687	-0.0199196	0.81795
9830147E19RIK	1.75047	1.35913	-0.365058	0.00025
9930012K11RIK	4.95522	5.63098	0.184438	0.0254
9930013L23RIK	0.949932	1.52786	0.685614	5E-05
9930014A18RIK	2.27414	2.35147	0.048239	0.7735
9930021J03RIK	5.01006	5.09661	0.0247082	0.79155
9930104L06RIK	3.86048	3.56885	-0.113321	0.1553
9930111J21RIK1	1.02044	1.16654	0.193043	0.1346
A030009H04RIK	1.92179	1.82138	-0.0774188	0.6097
A130010J15RIK	2.24794	2.19675	-0.0332345	0.721
A130049A11RIK	1.97822	1.50601	-0.393471	0.21005
A130077B15RIK	2.86931	2.42618	-0.24202	0.019
A230020J21RIK	0.370114	0.663611	0.842368	0.08115
A230046K03RIK	22.008	21.7307	-0.0182936	0.8306
A230050P20RIK	7.5843	10.5236	0.472544	0.00015
A230056P14RIK	0.691241	0.891667	0.367316	0.4075
A230072C01RIK	0.954967	0.985062	0.0447647	0.8674
A330009N23RIK	0.906457	1.02423	0.176232	0.7383
A330021E22RIK	3.11192	3.91889	0.332643	0.00015
A330035P11RIK	0.605518	0.590986	-0.0350482	0.86005
A430005L14RIK	14.1515	13.5216	-0.065692	0.42205
A430033K04RIK	1.92954	1.81645	-0.0871364	0.4247
A430078G23RIK	1.11275	0.972868	-0.193815	0.2022
A430105I19RIK	9.79165	8.72693	-0.166077	0.0687
A4GALT	0.624326	0.863989	0.468713	0.03545
A530054K11RIK	3.45957	4.70287	0.442947	5E-05
A630007B06RIK	12.0702	11.5668	-0.0614596	0.5137
A630033H20RIK	0.421352	1.09343	1.37577	5E-05
A630066F11RIK	1.32028	1.30456	-0.0172802	0.97105
A630072M18RIK	0.809878	0.790547	-0.0348526	0.8841
A630089N07RIK	2.27534	2.21287	-0.0401614	0.74215
A730008H23RIK	9.53628	9.13026	-0.0627706	0.7724
A730017L22RIK	0.840917	1.15821	0.461864	0.00935
A730020M07RIK	1.0595	0.524869	-1.01336	0.0129
A730056A06RIK	1.34589	1.35693	0.0117882	0.98045
A730098P11RIK	1.57764	4.62163	1.55063	0.00205
A830010M20RIK	0.726172	0.637941	-0.186888	0.1228
A830080D01RIK	5.22545	4.86244	-0.103874	0.2979
A930001C03RIK	1.01212	0.65111	-0.636407	0.3276
A930004D18RIK	2.10209	1.84397	-0.189005	0.12705
A930005H10RIK	2.18039	2.55485	0.228652	0.34975
A930012L18RIK	0.358151	0.863917	1.27032	0.01135
A930013F10RIK	0.695431	0.526404	-0.401736	0.35575
A930015D03RIK	0.619936	0.555306	-0.158837	0.8554
A930024E05RIK	0.608267	0.442235	-0.45989	0.0909
