gene	value_1	value_2	log2(fold_change)	p_value
PDPN	9.23525	16.1774	0.808761	0.46145
PRDM2	15.9491	8.71452	-0.871986	0.4259
KAZN	8.65303	7.60082	-0.18705	0.87805
TMEM51	6.80617	16.3004	1.25999	0.2882
FHAD1	0.300732	0.656182	1.12562	0.4884
EFHD2	18.0946	32.3106	0.836453	0.43055
DNAJC16	6.52156	4.09058	-0.672911	0.5581
DDI2,RSC1A1	7.39259	4.74626	-0.639287	0.5892
PLEKHM2	18.4374	28.1228	0.609101	0.5573
SLC25A34	0.777019	0.300463	-1.37076	0.43005
FBLIM1	22.0815	39.8505	0.851761	0.4126
SPEN	11.5498	7.27992	-0.665871	0.5319
CLCNKA	0.31747	0.0674902	-2.23387	0.26515
CLCNKB	0.234763	0.0400907	-2.54987	0.23315
C1orf144	39.7253	57.1524	0.524756	0.62605
NECAP2	29.2055	33.4921	0.197583	0.8465
MST1P2	1.5807	0.055368	-4.83536	0.0863
CROCC	4.4662	4.31026	-0.051274	0.9646
PADI3	0.0965295	0.255974	1.40696	0.448
ARHGEF10L	14.6701	11.4047	-0.363244	0.71715
IGSF21	3.43937	4.38591	0.350733	0.80395
KLHDC7A	3.82493	0.106568	-5.16559	0.0115
MRTO4	14.3005	28.3766	0.988635	0.3468
PQLC2	6.24082	9.39797	0.590613	0.635
C1orf151-NBL1,MINOS1,NBL1	205.147	121.272	-0.758413	0.51765
OTUD3	3.46697	3.26759	-0.0854489	0.944
PLA2G5	0.617668	0.862878	0.482326	0.78735
UBXN10	3.02261	0.313245	-3.27043	0.061
CDA	1.21592	1.42045	0.224304	0.8967
PINK1	38.8461	26.6781	-0.542114	0.5895
LOC100506801	0.209334	0.110196	-0.925739	0.08155
NBPF3	6.45072	2.4359	-1.405	0.2281
ALPL	14.6329	8.53414	-0.777902	0.4737
LINC00339	11.5232	9.86846	-0.223643	0.85475
CDC42	128.101	223.159	0.800788	0.49035
ZBTB40	6.80545	3.42263	-0.991585	0.34455
C1QA	120.773	202.294	0.744154	0.48085
C1QC	99.0452	196.658	0.989531	0.35895
C1QB	120.288	238.995	0.99048	0.3626
EPHB2	1.23313	4.58621	1.89498	0.1517
KDM1A	23.9507	38.552	0.686735	0.50445
C1orf213	3.08715	0.567918	-2.44252	0.6679
MDS2	0.0859126	0.253326	1.56005	0.49935
RPL11	1651.56	1175.41	-0.490668	0.7166
TCEB3	9.82776	13.6986	0.47909	0.66855
PITHD1	32.5353	46.1547	0.504473	0.62865
LYPLA2	25.9155	49.8003	0.942338	0.3784
PNRC2	61.3758	31.2122	-0.97556	0.3593
GRHL3	1.022	1.77457	0.796078	0.7479
NIPAL3	12.4214	6.40745	-0.955009	0.36495
RCAN3	7.06819	9.968	0.495963	0.66145
C1orf130	3.81234	0.970552	-1.9738	0.15965
SRRM1	25.1317	21.9066	-0.198145	0.84635
CLIC4	60.5125	69.5181	0.200156	0.86315
RHD	0.616902	0.165998	-1.89387	0.2926
TMEM50A	55.9718	59.9948	0.100137	0.92165
TMEM57	10.1962	9.67533	-0.0756534	0.94085
LDLRAP1	13.9964	14.7686	0.0774738	0.9374
MAN1C1	6.18758	4.46699	-0.470074	0.6987
SEPN1	40.5103	52.4577	0.372867	0.7269
FAM54B	28.7328	16.4589	-0.803837	0.4594
EXTL1	0.697456	0.384744	-0.858204	0.6203
PDIK1L	6.03106	3.37086	-0.839294	0.4717
FAM110D	5.59645	0.839226	-2.73738	0.12435
ZNF593	22.017	52.4069	1.25114	0.31645
CNKSR1	7.73226	11.1669	0.530261	0.6386
CEP85	3.95594	7.4562	0.914419	0.42355
SH3BGRL3	91.3046	287.75	1.65606	0.13635
CD52	46.9463	58.1197	0.308016	0.814
DHDDS	13.9202	11.4028	-0.287784	0.78675
HMGN2	192.207	368.313	0.938271	0.45975
RPS6KA1	13.5138	19.9977	0.565403	0.57785
ARID1A	16.0195	15.5609	-0.0419001	0.9656
PIGV	10.4185	4.41848	-1.23752	0.30695
ZDHHC18	9.71596	23.8	1.29253	0.23245
SFN	27.1555	168.835	2.6363	0.02385
NUDC	61.0453	92.5689	0.600649	0.5706
TRNP1	8.22886	8.30813	0.0138321	0.9907
WDTC1	31.2012	16.2951	-0.937157	0.3675
TMEM222	27.6878	26.5668	-0.0596271	0.95675
LOC644961	0.666648	0.832792	0.32103	0.8951
SYTL1	13.7068	5.40326	-1.34299	0.28785
GPR3	0.152693	0.475656	1.63928	0.3846
FAM76A	5.18602	4.72253	-0.135067	0.90295
STX12	24.2542	17.8672	-0.440919	0.66835
PPP1R8	19.8918	23.8709	0.263074	0.80225
C1orf38	6.5452	16.3229	1.31839	0.28055
SMPDL3B	6.79866	13.4493	0.984207	0.41645
XKR8	6.0991	6.51789	0.0958079	0.93955
ATPIF1	82.1231	139.387	0.763238	0.5005
SESN2	6.0861	5.73764	-0.0850586	0.9412
MED18	8.98464	6.67898	-0.427832	0.7292
PHACTR4	9.68503	8.54912	-0.179981	0.86115
RCC1	17.6963	38.7257	1.12985	0.29
TRNAU1AP	7.9081	15.8082	0.99927	0.4349
RAB42	3.1155	4.49123	0.527648	0.7227
GMEB1	3.75544	4.64398	0.306382	0.801
YTHDF2	31.9138	40.4627	0.342414	0.74355
EPB41	12.1595	6.45007	-0.914695	0.4675
PTPRU	6.13509	2.77277	-1.14575	0.32785
LOC100129196	1.22078	0.817729	-0.578102	0.74105
ZCCHC17	16.6198	21.8358	0.3938	0.7154
SERINC2	54.7167	170.919	1.64326	0.13325
TINAGL1	54.2508	45.9042	-0.241016	0.8134
KHDRBS1	67.4251	84.1948	0.320445	0.76155
TMEM39B	9.43731	12.7289	0.431662	0.72095
KPNA6	11.9189	12.8198	0.105129	0.9169
TXLNA	19.7045	23.8068	0.272846	0.79485
CCDC28B	3.18339	10.6042	1.736	0.25785
IQCC	1.98976	0.790306	-1.33211	0.3979
DCDC2B	0.205377	0.0418534	-2.29486	0.3435
EIF3I	105.647	127.745	0.274019	0.79825
FAM167B	3.6727	4.84657	0.400123	0.7999
LCK	5.35255	6.39246	0.256145	0.8392
HDAC1	51.2512	61.1958	0.255848	0.8072
TSSK3	2.88608	0.740112	-1.96329	0.2541
ZBTB8A	2.06306	2.25496	0.128314	0.9146
RBBP4	16.7981	17.7661	0.0808288	0.949
KIAA1522	56.8592	40.0544	-0.505435	0.65145
S100PBP	7.38834	5.20834	-0.504427	0.8392
ADC	3.59276	1.56465	-1.19925	0.42555
ZNF362	17.1652	14.7568	-0.218099	0.8316
ZSCAN20	0.990014	0.907633	-0.125341	0.9363
GJB5	0.628587	1.43516	1.19102	0.49855
GJB3	1.05251	5.91979	2.49171	0.11605
GJA4	11.0813	3.61347	-1.61666	0.24475
ZMYM1	3.12765	1.53212	-1.02955	0.42775
ZMYM4	12.8103	10.3057	-0.313869	0.7607
NCDN	12.1966	6.34628	-0.942499	0.4009
TFAP2E	1.06268	1.64797	0.632979	0.7075
EIF2C4	7.16635	4.78816	-0.581769	0.57355
EIF2C1	8.13195	6.4436	-0.335735	0.74925
EIF2C3	2.00821	2.21125	0.138956	0.91855
TEKT2	0.600078	0.107378	-2.48245	0.2256
ADPRHL2	17.2586	33.9193	0.974792	0.36115
MAP7D1	33.3679	37.5421	0.170048	0.8658
THRAP3	38.7568	37.8098	-0.0356906	0.97275
SH3D21	4.05421	1.61434	-1.32847	0.3374
ZC3H12A	8.41946	6.49033	-0.375435	0.7468
DNALI1	13.5479	0.370815	-5.19122	0.2029
CDCA8	1.01905	26.2045	4.68452	0.00865
MANEAL	3.53352	6.40825	0.858823	0.50985
C1orf122	19.0527	38.979	1.03271	0.48815
UTP11L	11.544	20.5411	0.831367	0.44935
AKIRIN1	18.1311	30.2764	0.739731	0.47505
NDUFS5	167.319	546.163	1.70673	0.12065
MACF1	18.1013	11.6061	-0.641212	0.59995
KIAA0754	1.53901	1.07702	-0.514962	0.78065
BMP8A	0.615943	1.74739	1.50433	0.40045
PPIE	23.2888	36.1398	0.633949	0.6134
MFSD2A	1.42055	1.63504	0.202868	0.8992
CAP1	93.8186	253.005	1.43122	0.2552
RLF	5.65831	7.51435	0.409279	0.69465
ZMPSTE24	23.3452	30.5793	0.389431	0.70615
SMAP2	17.0684	19.8777	0.219829	0.83065
ZNF643	0.910134	1.63603	0.84605	0.59825
ZNF642	1.84261	4.25812	1.20846	0.38985
DEM1	3.19585	7.58599	1.24714	0.33445
ZNF684	1.99145	1.26699	-0.652411	0.67595
NFYC	25.4573	37.2413	0.548821	0.605
KCNQ4	0.889487	1.72836	0.95836	0.5232
CTPS	3.26278	36.2741	3.47476	0.00845
LOC100507178	0.384179	0.309032	-0.314021	0.70605
RIMKLA	0.276878	0.206991	-0.419685	0.7964
PPCS	48.5739	70.0631	0.528474	0.6155
CCDC30	0.963748	0.1905	-2.33887	0.1742
PPIH	20.3761	64.711	1.66713	0.1516
YBX1	222.002	611.887	1.4627	0.2604
C1orf50	7.2999	7.82048	0.0993813	0.9411
ERMAP	8.03088	4.30221	-0.900479	0.5568
ZNF691	6.42434	7.61387	0.245081	0.84455
FLJ32224	0.851024	1.07034	0.3308	0.3709
FAM183A	0.906612	0.383549	-1.24107	0.5325
WDR65	0.206079	0.0392274	-2.39326	0.38155
TMEM125	9.00687	16.6615	0.887422	0.4611
TIE1	14.6931	4.47035	-1.71668	0.1274
MPL	0.542727	0.401917	-0.433329	0.80675
CDC20	2.12221	161.01	6.24544	0.0008
SZT2	5.34385	3.13707	-0.768463	0.5698
PTPRF	108.528	155.048	0.514638	0.71115
KDM4A	12.1831	18.7011	0.618248	0.55595
ST3GAL3	7.78142	4.93523	-0.656916	0.599
ARTN	0.27704	13.1511	5.56894	0.0104
IPO13	8.07442	16.8187	1.05864	0.3266
DPH2	7.68985	17.536	1.1893	0.28925
ATP6V0B	63.3191	200.336	1.66171	0.1221
B4GALT2	19.7659	60.3106	1.60939	0.12935
CCDC24	5.70517	3.16869	-0.848383	0.7482
KLF17	0.0254196	0.253317	3.31693	0.173
DMAP1	17.1061	16.6581	-0.038282	0.96855
RNF220	20.8749	28.3656	0.442372	0.66615
C1orf228	0.635549	0.162888	-1.96413	0.30955
KIF2C	0.736229	37.9262	5.6869	0.0039
RPS8	1528.12	1330.67	-0.199611	0.88285
PLK3	6.17687	9.81255	0.667751	0.5872
BTBD19	0.753159	0.838815	0.155398	0.92395
UROD	39.8701	42.1919	0.0816563	0.93605
LOC400752	1.12292	0.91753	-0.291427	0.8658
HPDL	0.321666	5.21245	4.01833	0.0369
TOE1	4.75384	6.81541	0.519709	0.795
MMACHC	3.06026	2.80503	-0.125637	0.62755
AKR1A1	58.39	64.5085	0.143769	0.89105
NASP	22.857	71.6003	1.64733	0.14
TMEM69	19.021	23.2708	0.290926	0.8171
MAST2	10.28	16.3526	0.669677	0.51915
TSPAN1	4.71428	6.60202	0.485869	0.7211
LURAP1	1.32287	0.396822	-1.73711	0.5655
RAD54L	0.436738	7.20956	4.04507	0.40605
UQCRH	112.945	339.836	1.58921	0.1394
NSUN4	5.70599	7.3729	0.369754	0.7293
FAAH	11.2658	7.90656	-0.510826	0.676
LOC729041	0.667049	0.132231	-2.33473	0.24775
CYP4B1	8.60301	0.20566	-5.38651	0.01295
CYP4X1	35.4076	0.285713	-6.95335	0.0064
CYP4Z1	15.5812	0.0572295	-8.08883	0.0807
CMPK1	60.9445	66.324	0.122035	0.9099
FOXD2	0.164347	1.13308	2.78543	0.1299
SLC5A9	0.210547	0.0356148	-2.56359	0.2234
ELAVL4	0.0285499	0.201705	2.82069	0.15205
CDKN2C	25.8692	37.7484	0.54518	0.60305
RNF11	46.1976	37.6395	-0.295568	0.7787
OSBPL9	32.6865	42.1064	0.365344	0.84275
BTF3L4	12.6856	17.3274	0.449856	0.6619
ZFYVE9	8.4579	8.4224	-0.00606734	0.9951
PRPF38A	17.5128	27.8164	0.667529	0.51555
GPX7	7.78562	27.2444	1.80708	0.14575
FAM159A	0.435622	0.533781	0.293171	0.8807
ZYG11B	6.74091	6.27821	-0.102591	0.91775
ZYG11A	0.733481	3.0406	2.05153	0.1637
SCP2	76.6673	104.22	0.442942	0.6893
PODN	25.723	18.4552	-0.479036	0.64075
CPT2	7.32416	12.0122	0.713767	0.65795
LOC100507564	0.396676	0.578446	0.544221	0.4327
DIO1	0.628233	0.109089	-2.5258	0.1601
LRRC42	13.003	35.0632	1.43111	0.1939
TCEANC2	2.13677	2.25621	0.0784729	0.95115
MRPL37	31.0818	105.84	1.76775	0.10215
ACOT11	0.696066	0.688716	-0.0153145	0.9941
HEATR8,TTC4	11.0228	18.6322	0.757305	0.47505
TMEM61	2.50223	6.6908	1.41897	0.37495
PCSK9	0.0797914	0.747414	3.2276	0.10815
LOC100507634	0.291229	0.876971	1.59038	0.37625
PRKAA2	1.59189	1.68718	0.0838699	0.94055
LOC100131060	0.218542	0.065295	-1.74287	0.3957
FGGY	5.85093	2.81087	-1.05765	0.4357
HOOK1	6.86863	5.5118	-0.317499	0.7572
NFIA	13.0608	4.23479	-1.62488	0.13085
INADL	10.6668	7.39571	-0.528369	0.6153
USP1	15.4667	39.8503	1.36543	0.20355
ANGPTL3	1.61975	0.00780188	-7.69773	0.1262
ATG4C	4.79615	4.03776	-0.248323	0.84175
ALG6	4.08582	6.73211	0.720434	0.5522
EFCAB7	2.88733	2.28426	-0.338012	0.8146
DLEU2L	0.459044	0.426647	-0.105588	0.87295
PGM1	32.9078	107.668	1.71008	0.12165
ROR1	1.63511	4.63458	1.50305	0.26375
CACHD1	7.39906	1.86955	-1.98465	0.0974
RAVER2	5.60031	7.86714	0.490331	0.92075
AK4	13.7912	14.9881	0.120069	0.90825
DNAJC6	0.599529	3.1876	2.41057	0.09035
LEPR,LEPROT	53.8673	39.5792	-0.444667	0.69675
PDE4B	11.588	6.34674	-0.868547	0.41275
SGIP1	0.874432	3.18668	1.86563	0.1743
TCTEX1D1	0.378457	0.0854002	-2.14782	0.2823
MIER1	11.8581	11.7164	-0.0173498	0.98555
IL12RB2	0.282276	5.40281	4.25853	0.01745
GADD45A	11.8572	27.3792	1.20732	0.2997
LOC100289178	0.264082	0.0496242	-2.41187	0.06895
SRSF11	46.766	35.3763	-0.402676	0.70835
HHLA3	5.45266	13.4716	1.30489	0.36685
CTH	2.17161	0.987621	-1.13674	0.4679
ZRANB2-AS1	3.96512	2.95349	-0.42494	0.87475
ZRANB2-AS2	0.313748	0.174322	-0.847849	0.6834
FPGT,FPGT-TNNI3K,TNNI3K	6.39102	4.24427	-0.59053	0.60085
TYW3	9.58361	6.36933	-0.589427	0.6929
ACADM	25.4814	21.1398	-0.26948	0.7894
RABGGTB	20.0876	31.4418	0.646378	0.55205
ST6GALNAC3	2.56268	0.834605	-1.61849	0.3015
ST6GALNAC5	4.89446	11.6968	1.25689	0.31355
AK5	31.3561	1.23526	-4.66586	0.00395
FAM73A	5.86224	3.50151	-0.743474	0.5159
NEXN	4.9487	4.94242	-0.0018314	0.99845
DNAJB4	15.4137	8.20839	-0.909046	0.42255
GIPC2	3.3482	0.469439	-2.83438	0.08985
PTGFR	2.11249	3.01378	0.512629	0.6798
IFI44L	28.6063	18.7719	-0.607762	0.5739
IFI44	31.9881	70.0988	1.13185	0.28045
LPHN2	11.9943	9.22277	-0.379072	0.7146
PRKACB	12.5843	8.17221	-0.622823	0.55495
SAMD13	1.02286	1.31602	0.363578	0.8285
RPF1	15.0654	26.9593	0.83954	0.6735
LOC646626	1.0355	1.25273	0.274747	0.6831
CYR61	121.539	157.825	0.376911	0.73915
CLCA2	4.41704	0.623705	-2.82414	0.06205
CLCA4	0.5072	0.0786943	-2.68822	0.15055
SH3GLB1	24.1881	28.3797	0.230565	0.82175
HS2ST1	8.55111	12.2005	0.512761	0.6399
LOC339524	6.3462	0.970334	-2.70934	0.08805
LMO4	12.434	52.6918	2.08329	0.06645
PKN2	13.0359	8.88307	-0.553363	0.58765
GBP6	0.34933	4.05161	3.53583	0.03105
GBP1P1	1.89699	6.17428	1.70256	0.26895
LRRC8B	4.39444	6.1334	0.481007	0.6409
LRRC8C	4.74065	6.21197	0.389966	0.7143
LRRC8D	8.7214	14.061	0.689067	0.51095
ZNF326	7.75738	10.0806	0.377942	0.7432
CDC7	0.593114	4.57421	2.94714	0.05785
EPHX4	1.05546	2.05522	0.961422	0.576
BTBD8	0.775689	0.415047	-0.902205	0.6145
KIAA1107	1.26518	0.668741	-0.919819	0.5264
RPAP2	3.51595	5.10944	0.539252	0.7092
RPL5	977.542	918.188	-0.0903697	0.94645
MTF2	6.6838	7.21175	0.109681	0.9212
CCDC18	0.380645	1.35855	1.83555	0.2297
DR1	15.6098	28.0982	0.848026	0.4162
FNBP1L	19.9774	24.9079	0.318232	0.76035
LOC100129046	0.563554	0.674998	0.260329	0.68945
ABCD3	20.6793	23.7421	0.199262	0.8478
SLC44A3	8.28373	10.5575	0.349921	0.76405
LOC729970	3.24288	3.61082	0.155054	0.92325
RWDD3,TMEM56,TMEM56-RWDD3	11.0095	10.9651	-0.00583283	0.99625
FLJ31662	0.292919	0.126667	-1.20946	0.5066
PTBP2	5.77856	3.49213	-0.726603	0.5498
SNX7	11.2132	37.4245	1.73878	0.12125
LPPR4	1.07634	0.35481	-1.60102	0.30795
PALMD	27.7811	8.51562	-1.70592	0.1512
AGL	6.48513	4.26173	-0.605698	0.56495
SLC35A3	11.4918	7.72395	-0.573194	0.62765
HIAT1	23.0121	26.5703	0.207418	0.8408
CCDC76	3.99119	2.33338	-0.774396	0.5823
RTCD1	9.31293	20.3618	1.12856	0.29595
CDC14A	8.56815	0.7986	-3.42344	0.02035
GPR88	0.338151	0.0398863	-3.0837	0.1807
VCAM1	7.98664	11.6227	0.541285	0.6107
SLC30A7	4.88176	6.19922	0.344685	0.7465
S1PR1	19.522	3.65108	-2.4187	0.05205
AMY2B,RNPC3	13.908	3.461	-2.00665	0.11365
LOC648740	0.31754	0.0611846	-2.37569	0.43505
LOC100129138	0.273514	0.209511	-0.38459	0.84655
PRMT6	9.75209	9.66739	-0.0125847	0.9906
NTNG1	0.150639	0.426259	1.50064	0.39675
FAM102B	9.80676	10.3657	0.0799754	0.93585
PRPF38B	13.3168	13.7903	0.0504096	0.9611
STXBP3	18.8348	20.6912	0.135615	0.8963
GPSM2	1.30633	42.314	5.01754	0.1835
TMEM167B	26.0598	27.0482	0.0537096	0.95885
SCARNA2	0.579614	0.552826	-0.0682673	0.9272
KIAA1324	72.3024	1.00591	-6.16747	0.0003
SARS	67.7159	96.5376	0.511596	0.64
CELSR2	10.3066	10.1814	-0.017633	0.9852
SYPL2	0.273279	0.161572	-0.758193	0.67475
ATXN7L2	1.34974	2.72816	1.01525	0.50105
CYB561D1	6.21521	3.79769	-0.71068	0.527
GNAI3	17.6874	39.2376	1.14951	0.28475
AMPD2	8.64648	15.5772	0.849252	0.4211
GSTM4	22.6664	19.6356	-0.207083	0.84405
GSTM2	35.6045	6.78617	-2.39139	0.0571
GSTM1	98.6182	14.3831	-2.77748	0.0195
GSTM5	15.0502	7.2486	-1.05401	0.384
CSF1	22.2466	22.4599	0.013766	0.99015
AHCYL1	49.0519	46.7819	-0.0683595	0.9477
FAM40A	10.4047	11.0694	0.089353	0.934
UBL4B	0.259182	0.157709	-0.716706	0.707
SLC6A17	0.0907929	5.80685	5.99903	0.01075
KCNC4	4.5196	1.75573	-1.36412	0.30055
RBM15	2.75375	4.25653	0.628283	0.6289
PROK1	0.498504	0.0165975	-4.90856	0.26125
CD53	22.9104	43.0512	0.910052	0.38205
CEPT1	16.3505	20.0428	0.293748	0.85525
CHI3L2	32.3822	123.283	1.9287	0.0836
C1orf88	3.1369	1.37319	-1.19181	0.42835
ATP5F1	54.1444	113.529	1.06818	0.37635
C1orf162	8.66226	18.944	1.12892	0.3808
RAP1A	37.6043	48.2143	0.358562	0.7267
LOC100506343	0.18329	0.0980159	-0.903041	0.31825
DDX20	6.74868	10.6721	0.661172	0.58885
CTTNBP2NL	5.88424	8.45194	0.522427	0.6119
WNT2B	0.566328	0.47063	-0.267047	0.87575
CAPZA1	44.7538	111.17	1.31268	0.2427
MOV10	14.4987	16.8408	0.21604	0.83265
FAM19A3	0.347535	1.97138	2.50398	0.173
LRIG2	4.20765	1.91867	-1.13291	0.3728
MAGI3	8.60678	5.8612	-0.554279	0.5843
LOC100287722	0.319744	0.116459	-1.4571	0.4605
DCLRE1B	3.18063	7.78673	1.2917	0.2787
HIPK1	14.0368	11.7079	-0.261729	0.7996
OLFML3	36.6723	22.4413	-0.708533	0.494
VANGL1	2.53401	13.0837	2.36827	0.034
SLC22A15	0.506056	1.01918	1.01004	0.52285
MAB21L3	1.01136	0.45824	-1.14212	0.4904
ATP1A1	159.079	274.431	0.786699	0.5659
CD2	11.8225	11.1332	-0.0866723	0.9414
PTGFRN	18.5154	62.0311	1.74426	0.1331
CD101	0.429256	0.922636	1.10392	0.4885
TTF2	2.84516	7.80688	1.45624	0.1919
MAN1A2	7.14324	9.41279	0.398044	0.69715
FAM46C	6.7776	16.7206	1.30278	0.21605
WDR3	8.86158	18.2592	1.04299	0.3254
PHGDH	45.0174	177.509	1.97934	0.0849
FAM72B	0.0303351	1.87572	5.95031	0.12805
HIST2H2BA	0.508902	1.74992	1.78183	0.38195
EMBP1	0.0264423	0.246159	3.21867	0.16005
LOC100130000	0.533705	0.173898	-1.6178	0.3811
SRGAP2P2	6.04726	8.76393	0.535296	0.70975
NBPF9	2.73744	2.5621	-0.095501	0.9411
SEC22B	40.0093	83.6529	1.06408	0.31865
NOTCH2NL	10.519	15.7328	0.580776	0.58235
NBPF10	1.34872	1.1551	-0.223568	0.84845
TXNIP	601.555	159.727	-1.91309	0.2013
ANKRD34A	0.342414	0.243699	-0.490643	0.77835
LIX1L	8.96952	8.1038	-0.146432	0.914
RBM8A	10.8106	54.1312	2.32401	0.14335
PEX11B	24.0623	41.0446	0.77042	0.46825
ITGA10	1.62628	1.28037	-0.345012	0.8007
ANKRD35	2.14349	3.30939	0.626603	0.6436
PIAS3	17.378	35.4757	1.02957	0.33505
RNF115	15.1628	52.0704	1.77992	0.1031
PDZK1	4.48742	0.262104	-4.09767	0.0263
PDIA3P	4.20497	15.1465	1.84882	0.13545
CHD1L	10.6353	60.3935	2.50553	0.02555
BCL9	5.27542	11.9476	1.17936	0.27405
GPR89B,GPR89C	0.165012	0.567509	1.78207	0.33065
NBPF15,NBPF16	2.85031	2.4292	-0.230635	0.85235
NBPF16	2.6628	2.54143	-0.0673001	0.9575
LOC645166	3.88118	5.20919	0.424562	0.7965
LOC388692	2.33302	0.414666	-2.49218	0.0635
FCGR1C	0.0716762	0.185411	1.37116	0.5122
FAM91A2,LOC728855	1.89612	1.48931	-0.348403	0.83705
FCGR1A	0.816258	2.94881	1.85303	0.29835
HIST2H2AC	1.14478	2.93488	1.35823	0.47835
BOLA1	15.5823	41.99	1.43014	0.2424
VPS45	13.0859	43.8294	1.74389	0.10755
PLEKHO1	18.2285	50.8982	1.48141	0.17435
CA14	0.189681	0.0434262	-2.12694	0.339
C1orf54	15.707	16.5019	0.0712252	0.95925
C1orf51	5.6363	11.9497	1.08415	0.38745
MRPS21	96.8263	377.413	1.96267	0.0762
PRPF3	14.2604	60.0275	2.07361	0.0633
RPRD2	9.7543	17.6583	0.856232	0.42
TARS2	9.27985	24.803	1.41834	0.20215
ECM1	4.84913	42.3628	3.127	0.0147
ADAMTSL4	4.22747	21.8348	2.36876	0.0481
SETDB1	10.3525	22.786	1.13816	0.3059
ANXA9	4.6516	2.41748	-0.944221	0.50765
PRUNE	13.6593	36.3685	1.41281	0.18665
BNIPL	13.7221	16.3084	0.249112	0.81305
C1orf56	2.54066	5.06629	0.995729	0.78775
MLLT11	1.69006	6.82965	2.01474	0.16195
GABPB2	2.35677	3.83637	0.70293	0.60955
SCNM1,TNFAIP8L2,TNFAIP8L2-SCNM1	11.2859	50.4286	2.15972	0.1161
