gene	value_1	value_2	log2(fold_change)	p_value
ZC3H12A	5.11938	2.41726	-1.0826	0.44625
DNALI1	20.0349	0.608745	-5.04053	0.2556
CDCA8	1.61995	25.7354	3.98974	0.0164
MANEAL	4.09746	38.0008	3.21323	0.01605
C1orf122	33.4782	81.4053	1.2819	0.3407
UTP11L	16.8607	21.0873	0.322712	0.7753
AKIRIN1	22.2158	21.104	-0.0740691	0.94465
NDUFS5	391.957	614.054	0.647668	0.5574
MACF1	8.61025	5.63436	-0.611804	0.5845
KIAA0754	0.371261	0.512854	0.466112	0.6549
BMP8A	0.368326	0.583589	0.663968	0.7563
PPIE	27.9162	19.7194	-0.501486	0.69575
MFSD2A	7.13495	0.943725	-2.91846	0.079
CAP1	131.535	99.951	-0.396151	0.7235
RLF	2.71936	4.10231	0.593171	0.61855
ZMPSTE24	24.2126	23.2305	-0.0597397	0.95395
SMAP2	18.5556	13.2054	-0.490727	0.65605
ZNF643	0.417865	1.12101	1.42368	0.4266
ZNF642	1.28245	1.43437	0.161513	0.9227
DEM1	2.95855	2.47745	-0.256031	0.86425
ZNF684	0.963151	0.723515	-0.412739	0.81535
NFYC	27.7639	42.271	0.606459	0.58115
KCNQ4	0.231365	3.17094	3.77667	0.04325
CTPS	6.63748	13.2364	0.995798	0.3856
RIMKLA	0.263443	0.113795	-1.21105	0.4911
PPCS	69.1597	79.3047	0.197475	0.8557
CCDC30	0.690977	0.462923	-0.577868	0.728
PPIH	43.4165	52.9087	0.285264	0.7977
YBX1	398.685	714.165	0.841006	0.47815
C1orf50	9.93086	11.5105	0.212955	0.8737
ERMAP	6.27914	2.14625	-1.54875	0.39835
ZNF691	7.53323	9.16635	0.28308	0.81875
FLJ32224	0.547484	1.10077	1.00763	0.22315
FAM183A	0.383638	0.651909	0.764922	0.72585
WDR65	0.457296	0.0768717	-2.5726	0.47905
TMEM125	17.2227	8.36335	-1.04216	0.4112
TIE1	8.66059	4.60124	-0.912442	0.44195
MPL	0.317033	0.24448	-0.374915	0.83745
CDC20	3.40793	61.6032	4.17604	0.00915
SZT2	2.61224	2.36544	-0.143179	0.92925
PTPRF	82.9803	133.894	0.690252	0.5592
KDM4A	16.961	12.6375	-0.424516	0.69265
ST3GAL3	6.7163	8.17057	0.282769	0.813
ARTN	0.652061	0.863164	0.404627	0.81725
IPO13	10.3899	13.3175	0.358137	0.7417
DPH2	10.0372	15.3348	0.611446	0.60055
ATP6V0B	161.929	289.512	0.838262	0.44665
B4GALT2	25.963	62.2143	1.26079	0.24505
CCDC24	10.8354	5.14312	-1.07504	0.5396
DMAP1	19.0011	15.7354	-0.27207	0.8089
RNF220	15.8575	16.0306	0.0156624	0.989
C1orf228	0.257087	0.331834	0.368205	0.8493
KIF2C	1.43579	22.8459	3.99202	0.0138
RPS8	3941.8	4759.96	0.272095	0.827
PLK3	7.33271	18.8046	1.35867	0.2591
BTBD19	0.438961	0.376291	-0.222246	0.91335
UROD	67.9087	35.4922	-0.936095	0.38505
LOC400752	0.956386	0.953519	-0.0043307	0.9927
HPDL	0.3568	2.58392	2.85637	0.1434
TOE1	5.64935	4.76963	-0.244208	0.9117
MMACHC	2.02842	4.77385	1.23479	0.6078
AKR1A1	74.848	144	0.94403	0.3813
NASP	27.4773	64.6783	1.23504	0.26665
TMEM69	23.5482	25.1598	0.0955009	0.93685
MAST2	10.4387	13.8729	0.410318	0.69675
TSPAN1	119.122	1.33919	-6.47493	0.0037
LURAP1	2.01083	0.322702	-2.63951	0.5491
RAD54L	0.471141	4.72446	3.32592	0.51395
UQCRH	286.047	638.716	1.15892	0.2959
NSUN4	7.38598	5.34393	-0.466889	0.6819
FAAH	18.97	13.156	-0.527995	0.651
LOC729041	0.577169	0.115802	-2.31733	0.32545
DMBX1	0.021775	0.928226	5.41373	0.1937
CYP4B1	1.69467	0.857765	-0.982347	0.5519
CYP4X1	18.2072	0.24163	-6.23557	0.01545
CYP4Z1	2.17833	0.103085	-4.40132	0.07775
CMPK1	53.7523	45.9753	-0.225468	0.831
CDKN2C	30.1157	12.0396	-1.32273	0.2652
RNF11	38.7651	23.6766	-0.711299	0.5028
OSBPL9	25.3258	21.0875	-0.264219	0.89645
BTF3L4	17.6414	23.9005	0.438073	0.6849
ZFYVE9	7.01154	8.30568	0.244367	0.8233
PRPF38A	16.5271	19.6963	0.253092	0.81705
GPX7	8.50764	16.8066	0.982199	0.45295
ZYG11B	3.786	5.11728	0.434703	0.69815
ZYG11A	1.08812	3.01667	1.47113	0.3182
SCP2	137.388	77.8754	-0.819015	0.45855
PODN	7.41109	3.19972	-1.21174	0.3444
CPT2	13.2539	20.2471	0.611305	0.6549
LOC100507564	1.37608	1.21271	-0.182325	0.76175
DIO1	0.156013	0.380934	1.28788	0.5192
LRRC42	15.4663	15.5509	0.00787092	0.9945
TCEANC2	2.40781	1.6152	-0.576013	0.68625
MRPL37	69.7701	129.4	0.891151	0.4173
ACOT11	0.167544	12.7629	6.25127	0.073
HEATR8,TTC4	12.5329	14.3477	0.195097	0.86285
C1orf177	0.0193948	0.310702	4.00179	0.22165
TMEM61	2.63025	2.18704	-0.266221	0.8809
BSND	0.069038	0.311352	2.17308	0.3759
PCSK9	0.225624	1.20667	2.41904	0.1937
LOC100507634	0.132435	1.07842	3.02556	0.16845
PRKAA2	1.57638	1.35849	-0.214617	0.8704
FGGY	13.9594	5.13552	-1.44265	0.255
HOOK1	3.67218	5.44347	0.567888	0.6215
NFIA	10.6047	1.88769	-2.49	0.0412
INADL	5.68401	5.26492	-0.110497	0.91585
L1TD1	0.55774	0.146247	-1.93118	0.279
USP1	7.94471	15.9575	1.00617	0.36645
ATG4C	3.60971	4.07622	0.175348	0.8953
FOXD3	0.106448	1.18161	3.47254	0.1724
ALG6	3.61505	10.436	1.52948	0.22645
EFCAB7	3.73403	2.28452	-0.708842	0.61915
PGM1	43.8796	92.6814	1.07873	0.32
ROR1	0.468496	0.815721	0.800038	0.63565
CACHD1	3.74278	0.993191	-1.91397	0.1624
RAVER2	3.87155	6.41679	0.728941	0.87035
AK4	24.9864	11.5953	-1.10761	0.3036
DNAJC6	0.394984	0.809483	1.03521	0.5235
LEPR,LEPROT	33.8229	26.8245	-0.334449	0.75725
PDE4B	8.58859	0.776051	-3.4682	0.0244
SGIP1	0.452411	0.225191	-1.00648	0.57065
MIER1	6.48918	5.54237	-0.227535	0.8435
GADD45A	33.8791	32.0922	-0.0781743	0.9455
SRSF11	29.6856	28.7428	-0.0465635	0.96355
HHLA3	16.4886	7.89228	-1.06295	0.4473
CTH	2.62936	2.65905	0.016196	0.98935
ZRANB2-AS1	2.71957	0.426866	-2.67152	0.50945
ZRANB2-AS2	0.318034	0.608851	0.936911	0.66815
FPGT,FPGT-TNNI3K,TNNI3K	4.15547	3.99476	-0.0569014	0.96125
TYW3	7.82364	5.26663	-0.570958	0.6775
ACADM	21.1011	15.9157	-0.406874	0.70675
RABGGTB	38.2174	43.7042	0.193544	0.8614
ST6GALNAC3	1.57469	0.422562	-1.89783	0.2991
ST6GALNAC5	1.91138	0.189058	-3.33772	0.10525
AK5	40.4645	0.221851	-7.51092	0.0065
FAM73A	4.44717	4.08217	-0.123551	0.91885
NEXN	3.33281	0.499929	-2.73694	0.08795
DNAJB4	8.09797	4.55712	-0.829438	0.52595
GIPC2	1.073	0.16712	-2.68269	0.17885
IFI44L	1.03012	0.516755	-0.995258	0.525
IFI44	4.2769	1.80475	-1.24477	0.42305
LPHN2	6.392	10.2955	0.687679	0.524
PRKACB	8.35982	11.1354	0.413613	0.7091
SAMD13	3.58176	0.622107	-2.52543	0.1576
DNASE2B	0.098211	0.3667	1.90064	0.3844
RPF1	23.7852	15.7991	-0.590224	0.79315
WDR63	0.253568	0.0283555	-3.16067	0.21475
LOC646626	0.548723	0.339865	-0.691118	0.39675
CYR61	153.878	10.6274	-3.85593	0.0024
CLCA2	8.03672	77.1399	3.2628	0.00805
SH3GLB1	18.874	23.5894	0.321741	0.7634
HS2ST1	7.65914	5.49696	-0.47855	0.6889
LOC339524	9.72998	1.47065	-2.72598	0.09125
LMO4	13.0392	3.68735	-1.8222	0.1247
PKN2	5.11077	5.32178	0.0583683	0.95835
GBP6	0.98701	0.00463257	-7.73511	0.24345
GBP1P1	0.868763	0.0208527	-5.38066	0.25465
LRRC8B	2.48757	5.45466	1.13275	0.32855
LRRC8C	2.20002	1.38521	-0.667411	0.6196
LRRC8D	9.2392	9.91644	0.102053	0.9257
ZNF326	7.01453	7.834	0.159402	0.89375
CDC7	0.687788	4.00371	2.5413	0.1005
EPHX4	3.33098	4.61554	0.470554	0.7659
BTBD8	0.326556	0.273327	-0.256702	0.90175
KIAA1107	0.629934	0.86145	0.451566	0.77785
RPAP2	3.23996	5.28233	0.7052	0.6366
RPL5	2535.85	1655.54	-0.61517	0.62365
MTF2	3.63925	7.67322	1.07619	0.36995
CCDC18	0.204298	1.12312	2.45876	0.1596
DR1	12.4541	13.1488	0.0783108	0.94335
FNBP1L	23.0301	29.5522	0.359743	0.73665
LOC100129046	0.44332	1.65936	1.90421	0.56745
ABCD3	56.9659	22.8686	-1.31673	0.23355
SLC44A3	9.57015	15.0268	0.650924	0.57325
LOC729970	2.68461	0.386795	-2.79507	0.1683
RWDD3,TMEM56,TMEM56-RWDD3	8.06304	8.14131	0.0139366	0.9924
FLJ31662	0.227679	0.0570192	-1.99748	0.38485
PTBP2	3.61257	2.93944	-0.297485	0.8276
SNX7	18.9336	13.9351	-0.442229	0.69285
LPPR4	0.411368	0.572264	0.476251	0.77265
PALMD	18.0829	39.4557	1.12561	0.31285
AGL	5.56124	3.69961	-0.588033	0.60235
SLC35A3	7.49257	5.64678	-0.408033	0.75445
HIAT1	22.2029	20.6264	-0.10625	0.9215
CCDC76	2.19998	2.49837	0.183496	0.9019
RTCD1	12.1825	26.034	1.09559	0.3211
CDC14A	5.69271	1.18262	-2.26713	0.10495
GPR88	1.69527	0.0104622	-7.34019	0.24345
VCAM1	2.83666	7.3792	1.37927	0.26675
SLC30A7	3.36852	4.1115	0.287553	0.80025
S1PR1	12.5454	3.33866	-1.90982	0.1401
AMY2B,RNPC3	4.40426	5.49789	0.31998	0.807
PRMT6	13.0148	17.6357	0.438341	0.6969
FAM102B	9.49389	4.19881	-1.17702	0.30175
PRPF38B	9.44644	8.46425	-0.158389	0.88415
STXBP3	15.7605	13.9977	-0.171128	0.87575
GPSM2	3.07535	13.612	2.14605	0.33355
TMEM167B	21.8175	21.6144	-0.0134934	0.98835
SCARNA2	1.31282	0.756574	-0.795119	0.72515
KIAA1324	106.5	2.45301	-5.44015	0.0002
SARS	107.226	112.509	0.0693941	0.9527
CELSR2	12.8137	10.6573	-0.265847	0.80595
SYPL2	0.292733	0.169393	-0.789209	0.68465
ATXN7L2	1.73979	3.42619	0.977695	0.5193
CYB561D1	5.55288	8.77632	0.660379	0.56465
GNAI3	19.0804	37.2158	0.963822	0.37445
AMPD2	10.2244	10.5553	0.0459525	0.964
GSTM4	19.3785	5.19724	-1.89864	0.1494
GSTM2	10.8728	2.38075	-2.19124	0.1591
GSTM5	11.3766	0.110685	-6.68347	0.0889
CSF1	11.0404	3.25818	-1.76065	0.1637
AHCYL1	49.0432	45.2282	-0.116829	0.91385
FAM40A	9.74612	9.15419	-0.090395	0.9347
SLC6A17	0.0885713	4.29287	5.59896	0.02105
KCNC4	2.60609	0.517314	-2.33277	0.15555
RBM15	1.22512	4.50102	1.87733	0.20205
CD53	7.95582	11.1865	0.491675	0.6948
CEPT1	20.3618	21.8201	0.0997909	0.958
CHI3L2	15.8248	88.601	2.48514	0.03425
C1orf88	5.02653	4.25838	-0.239259	0.8556
ATP5F1	111.141	133.911	0.268879	0.8176
C1orf162	5.22031	7.4828	0.519442	0.72995
RAP1A	29.3783	32.8006	0.158972	0.8789
LOC100506343	0.433804	0.0432538	-3.32614	0.36415
DDX20	7.7146	7.31263	-0.0772006	0.95245
CTTNBP2NL	3.94223	8.32374	1.07822	0.3397
WNT2B	0.319341	0.484743	0.602122	0.74025
CAPZA1	50.1205	81.3881	0.699417	0.5228
MOV10	10.8013	30.4858	1.49693	0.169
FAM19A3	1.3911	0.416999	-1.73811	0.3636
LRIG2	1.89088	1.77887	-0.0880952	0.9503
MAGI3	4.13278	1.99561	-1.05028	0.38165
LOC100287722	0.0908522	0.299719	1.72202	0.4433
DCLRE1B	2.11433	3.72199	0.815871	0.5473
HIPK1	6.59046	7.35488	0.158324	0.8835
OLFML3	20.5372	2.29931	-3.15897	0.03745
VANGL1	2.40657	3.26974	0.4422	0.7019
SLC22A15	0.441106	0.126137	-1.80613	0.34725
MAB21L3	0.239433	0.839705	1.81026	0.32435
ATP1A1	0	152.265	0	1
CD2	3.32095	5.2063	0.648662	0.64635
PTGFRN	15.0878	31.4524	1.05979	0.33835
CD101	0.297977	0.613826	1.04263	0.54155
TTF2	2.31167	4.52297	0.968336	0.42365
MAN1A2	3.39999	4.04608	0.250994	0.8334
FAM46C	11.9973	0.618023	-4.27891	0.01165
WDR3	12.2253	13.8962	0.184826	0.86325
HAO2	0.0758903	0.816631	3.4277	0.13265
HSD3B1	0.0342739	1.85125	5.75525	0.20015
PHGDH	44.1462	88.3314	1.00064	0.3582
FAM72B	0.0260368	0.532405	4.3539	0.2187
LOC100130000	0.368811	0.0516234	-2.83678	0.24585
SRGAP2P2	2.60896	3.12851	0.262002	0.87745
NBPF9	0.921035	1.68251	0.869284	0.57925
SEC22B	40.8701	51.6605	0.338014	0.7475
NOTCH2NL	4.9889	18.309	1.87576	0.10805
NBPF10	0.532423	1.12346	1.07731	0.43065
TXNIP	361.267	220.686	-0.711066	0.55975
ANKRD34A	1.00282	0.116709	-3.10307	0.1262
LIX1L	3.48803	1.7532	-0.992419	0.55655
RBM8A	15.1243	51.6845	1.77286	0.20875
PEX11B	29.668	65.802	1.14922	0.28775
ITGA10	4.49444	0.686541	-2.71073	0.06925
ANKRD35	2.4846	49.475	4.31561	0.0032
PIAS3	19.6444	25.6324	0.38385	0.7313
RNF115	9.79494	18.4799	0.915847	0.4522
PDZK1	3.04687	2.46708	-0.304525	0.84135
PDIA3P	5.16639	9.01787	0.80363	0.52115
CHD1L	13.0754	39.9266	1.6105	0.1415
BCL9	3.12853	20.126	2.68551	0.02625
GPR89B,GPR89C	0.294161	0.439559	0.579453	0.7491
NBPF15,NBPF16	1.65188	2.02611	0.2946	0.82585
NBPF16	1.56526	3.42408	1.12932	0.4075
LOC645166	5.21724	2.20087	-1.24521	0.4721
LOC388692	1.59236	0.181133	-3.13604	0.05465
FAM91A2,LOC728855	1.97208	0.129063	-3.93357	0.0613
FCGR1A	0.0581218	0.586648	3.33534	0.4693
HIST2H2AC	1.58816	3.55959	1.16436	0.5632
BOLA1	18.5381	62.7345	1.75876	0.1553
VPS45	14.6362	31.8776	1.12301	0.3071
PLEKHO1	12.9591	43.5169	1.7476	0.1261
C1orf54	12.897	13.7403	0.0913771	0.95255
C1orf51	1.88489	23.2392	3.62401	0.02615
MRPS21	247.131	591.54	1.2592	0.25445
PRPF3	10.7858	47.9178	2.15143	0.06215
RPRD2	7.80788	19.7767	1.3408	0.2201
TARS2	12.3934	28.166	1.18439	0.28315
ECM1	8.79099	2.49215	-1.81863	0.18195
ADAMTSL4	2.02006	3.69128	0.86972	0.51915
SETDB1	9.08483	37.5602	2.04767	0.08165
ANXA9	7.50663	21.7683	1.53599	0.1996
PRUNE	14.4379	55.3596	1.93897	0.08655
BNIPL	5.71137	33.701	2.56089	0.0453
C1orf56	2.9148	5.68122	0.962804	0.7742
MLLT11	4.60049	13.2252	1.52343	0.23495
GABPB2	1.21012	5.22458	2.11017	0.17765
SCNM1,TNFAIP8L2,TNFAIP8L2-SCNM1	12.0024	43.5583	1.85962	0.1644
PIP5K1A	12.7413	44.8292	1.81493	0.1079
PSMD4	109.193	394.816	1.8543	0.11035
ZNF687	7.7993	23.5441	1.59395	0.44955
PSMB4	278.424	1371.51	2.30041	0.05835
CGN	7.62187	16.4502	1.10989	0.30395
TUFT1	9.33401	57.3804	2.61999	0.0271
SNX27	5.99266	17.5948	1.55388	0.16365
RIIAD1	1.1928	12.1247	3.34553	0.09965
OAZ3	10.8789	12.3187	0.179314	0.9458
LOC100132111	0.544872	0.782289	0.521785	0.82745
CRCT1	0.0512005	26.0818	8.99267	0.24995
LCE1F	0.0856046	8.75744	6.67668	0.23515
LCE1A	0.0859782	9.50775	6.78899	0.234
IVL	0.131439	1.78727	3.7653	0.0754
SPRR1A	4.83258	1.24708	-1.95423	0.28705
SPRR1B	3.26354	15.8672	2.28154	0.17245
PRR9	0.0788173	1.51947	4.26891	0.1707
LOR	0.336634	4.63155	3.78224	0.1328
S100A9	84.7215	1136.24	3.74539	0.00305
S100A7A	0.034549	11.3129	8.35511	0.1013
S100A1	118.343	3.14301	-5.23468	0.23615
CHTOP	32.8084	54.4354	0.730481	0.6539
SNAPIN	44.6973	72.4158	0.696116	0.52195
